,left,right,name,strand,gene_names,tss,tss_type,locus_tag,box_10_left,box_10_right,terminator_left,terminator_right
231,474590,476861,TU_232,-1,peg.406;peg.407;peg.408,476861,gTSS,TU_232,476869.0,476874.0,474590.0,474650.0
232,474590,480480,TU_233,-1,peg.406;peg.407;peg.408;peg.409;peg.410;peg.411,480480,a-iTSS,TU_233,480487.0,480492.0,474590.0,474650.0
233,480507,481205,TU_234,-1,peg.413,481205,gTSS,TU_234,481212.0,481217.0,480507.0,480582.0
234,480507,482395,TU_235,-1,peg.413;peg.414,482395,gTSS,TU_235,482402.0,482407.0,480507.0,480582.0
235,482367,484140,TU_236,-1,peg.415,484140,gTSS,TU_236,484147.0,484152.0,482367.0,482431.0
236,485345,488782,TU_237,-1,peg.417;peg.418;peg.419,488782,gTSS,TU_237,488789.0,488794.0,485345.0,485414.0
237,485345,491003,TU_238,-1,peg.417;peg.418;peg.419;peg.420,491003,gTSS,TU_238,491009.0,491014.0,485345.0,485414.0
238,491056,491962,TU_239,-1,peg.421,491962,gTSS,TU_239,491969.0,491974.0,491056.0,491101.0
239,493515,497273,TU_240,-1,peg.424;peg.425,497273,gTSS,TU_240,497280.0,497285.0,493515.0,493584.0
240,497330,498158,TU_241,-1,peg.426,498158,gTSS,TU_241,498165.0,498170.0,497330.0,497386.0
241,501224,502818,TU_242,-1,peg.429,502818,gTSS,TU_242,502825.0,502830.0,501224.0,501291.0
242,510638,511978,TU_243,-1,peg.434;peg.435,511978,gTSS,TU_243,511986.0,511991.0,510638.0,510710.0
243,512045,513520,TU_244,1,peg.436;peg.437,512045,gTSS,TU_244,512032.0,512037.0,513471.0,513520.0
244,513597,516155,TU_245,-1,peg.438;peg.439;peg.440,516155,gTSS,TU_245,516161.0,516166.0,513597.0,513680.0
245,516171,517220,TU_246,-1,peg.441;peg.442;peg.443,517220,gTSS,TU_246,517227.0,517232.0,516171.0,516227.0
246,518452,522968,TU_247,-1,peg.447,522968,gTSS,TU_247,522975.0,522980.0,518452.0,518501.0
247,524466,530676,TU_248,-1,peg.451;peg.452;peg.453,530676,gTSS,TU_248,530683.0,530688.0,524466.0,524549.0
248,531503,533112,TU_249,-1,peg.456;peg.457,533112,gTSS,TU_249,533120.0,533125.0,531503.0,531553.0
249,533130,533808,TU_250,-1,peg.458,533808,gTSS,TU_250,533814.0,533819.0,533130.0,533186.0
250,533130,533832,TU_251,-1,peg.458,533832,gTSS,TU_251,533837.0,533842.0,533130.0,533186.0
251,533130,533846,TU_252,-1,peg.458,533846,gTSS,TU_252,533853.0,533858.0,533130.0,533186.0
252,533899,534711,TU_253,-1,peg.459,534711,p-iTSS-no-motif,TU_253,,,533899.0,533964.0
253,534724,535655,TU_254,-1,peg.460,535655,gTSS,TU_254,535662.0,535667.0,534724.0,534774.0
254,537979,548667,TU_255,-1,peg.464;peg.465;peg.466;peg.467;peg.468;peg.469,548667,gTSS,TU_255,548674.0,548679.0,537979.0,538031.0
255,548755,549419,TU_256,-1,peg.470,549419,gTSS,TU_256,549426.0,549431.0,548755.0,548819.0
256,549415,550788,TU_257,-1,peg.471;peg.472,550788,p-iTSS,TU_257,550796.0,550801.0,549415.0,549478.0
257,550847,551286,TU_258,1,peg.473,550847,gTSS,TU_258,550835.0,550840.0,551242.0,551286.0
258,551238,551859,TU_259,-1,peg.474,551859,gTSS,TU_259,551867.0,551872.0,551238.0,551289.0
259,551869,553297,TU_260,-1,peg.475,553297,gTSS,TU_260,553304.0,553309.0,551869.0,551922.0
260,551869,553317,TU_261,-1,peg.475,553317,gTSS,TU_261,553324.0,553329.0,551869.0,551922.0
261,553389,555295,TU_262,1,peg.476,553389,gTSS,TU_262,553377.0,553382.0,555226.0,555295.0
262,555244,556248,TU_263,-1,peg.477;peg.478,556248,gTSS,TU_263,556255.0,556260.0,555244.0,555301.0
263,556254,558929,TU_264,-1,peg.479;peg.480,558929,gTSS,TU_264,558937.0,558942.0,556254.0,556313.0
264,556254,562578,TU_265,-1,peg.479;peg.480;peg.481;peg.482;peg.483;peg.484,562578,gTSS,TU_265,562586.0,562591.0,556254.0,556313.0
265,562607,562755,TU_266,-1,rna.21,562755,gTSS,TU_266,562762.0,562767.0,562607.0,562679.0
266,562607,564650,TU_267,-1,rna.21;peg.485;peg.486,564650,gTSS,TU_267,564657.0,564662.0,562607.0,562679.0
267,564673,568924,TU_268,-1,peg.487;peg.488;peg.489;peg.490,568924,gTSS,TU_268,568930.0,568935.0,564673.0,564720.0
268,564673,570319,TU_269,-1,peg.487;peg.488;peg.489;peg.490;peg.491;peg.492,570319,p-iTSS,TU_269,570326.0,570331.0,564673.0,564720.0
269,570329,571273,TU_270,-1,peg.493;peg.494,571273,gTSS,TU_270,571279.0,571284.0,570329.0,570374.0
270,570329,572266,TU_271,-1,peg.493;peg.494;peg.495,572266,gTSS,TU_271,572273.0,572278.0,570329.0,570374.0
271,572304,574065,TU_272,-1,peg.496,574065,gTSS,TU_272,574072.0,574077.0,572304.0,572373.0
272,574073,576554,TU_273,-1,peg.497,576554,gTSS,TU_273,576562.0,576567.0,574073.0,574147.0
273,576575,576701,TU_274,-1,rna.22,576701,p-iTSS,TU_274,576713.0,576718.0,576575.0,576641.0
274,576575,576706,TU_275,-1,rna.22,576706,gTSS,TU_275,576713.0,576718.0,576575.0,576641.0
275,576575,578563,TU_276,-1,rna.22;peg.498,578563,gTSS,TU_276,578570.0,578575.0,576575.0,576641.0
276,578580,579542,TU_277,-1,peg.499;peg.500,579542,gTSS,TU_277,579549.0,579554.0,578580.0,578637.0
277,578580,580586,TU_278,-1,peg.499;peg.500;peg.501;peg.502,580586,gTSS,TU_278,580593.0,580598.0,578580.0,578637.0
278,580592,583422,TU_279,-1,peg.503,583422,gTSS,TU_279,583429.0,583434.0,580592.0,580649.0
279,583473,584934,TU_280,-1,peg.504,584934,p-iTSS,TU_280,584942.0,584947.0,583473.0,583549.0
280,583473,586476,TU_281,-1,peg.504;peg.505,586476,gTSS,TU_281,586483.0,586488.0,583473.0,583549.0
281,583473,588095,TU_282,-1,peg.504;peg.505;peg.506,588095,gTSS,TU_282,588102.0,588107.0,583473.0,583549.0
282,588103,589097,TU_283,-1,peg.507,589097,gTSS,TU_283,589104.0,589109.0,588103.0,588151.0
283,589115,592373,TU_284,-1,peg.508;peg.509;peg.510,592373,gTSS,TU_284,592381.0,592386.0,589115.0,589175.0
284,592402,595724,TU_285,-1,peg.511;peg.512,595724,gTSS,TU_285,595732.0,595737.0,592402.0,592458.0
285,595744,596662,TU_286,-1,rna.23;rna.24;rna.25;rna.26;rna.27;rna.28;rna.29;rna.30;rna.31,596662,gTSS,TU_286,596669.0,596674.0,595744.0,595809.0
286,596718,596850,TU_287,-1,rna.32,596850,gTSS,TU_287,596857.0,596862.0,596718.0,596785.0
287,596904,598934,TU_288,-1,peg.513;peg.514,598934,gTSS,TU_288,598941.0,598946.0,596904.0,596968.0
288,598906,604474,TU_289,-1,peg.515;peg.516;peg.517,604474,gTSS,TU_289,604481.0,604486.0,598906.0,598979.0
289,604524,605432,TU_290,-1,peg.518,605432,gTSS,TU_290,605439.0,605444.0,604524.0,604588.0
290,605458,606438,TU_291,-1,peg.519,606438,p-iTSS,TU_291,606445.0,606450.0,605458.0,605516.0
291,605458,610328,TU_292,-1,peg.519;peg.520;peg.521;peg.522,610328,gTSS,TU_292,610336.0,610341.0,605458.0,605516.0
292,610518,611028,TU_293,-1,peg.523,611028,gTSS,TU_293,611035.0,611040.0,610518.0,610566.0
293,611052,612850,TU_294,-1,peg.524,612850,gTSS,TU_294,612858.0,612863.0,611052.0,611112.0
294,616231,616369,TU_295,-1,rna.33,616369,gTSS,TU_295,616377.0,616382.0,616231.0,616286.0
295,616231,616381,TU_296,-1,rna.33,616381,gTSS,TU_296,616389.0,616394.0,616231.0,616286.0
296,616427,618534,TU_297,-1,peg.530,618534,gTSS,TU_297,618541.0,618546.0,616427.0,616502.0
297,616427,621653,TU_298,-1,peg.530;peg.531;peg.532,621653,gTSS,TU_298,621660.0,621665.0,616427.0,616502.0
298,621727,625607,TU_299,-1,peg.533;peg.534;peg.535,625607,gTSS,TU_299,625614.0,625619.0,621727.0,621788.0
299,621727,632521,TU_300,-1,peg.533;peg.534;peg.535;peg.536;peg.537;peg.538;peg.539,632521,gTSS,TU_300,632526.0,632531.0,621727.0,621788.0
300,625452,632521,TU_301,-1,peg.536;peg.537;peg.538;peg.539,632521,gTSS,TU_301,632526.0,632531.0,625452.0,625525.0
301,633709,635319,TU_302,-1,peg.542;peg.543,635319,gTSS,TU_302,635326.0,635331.0,633709.0,633756.0
302,635329,637359,TU_303,-1,peg.544;peg.545;peg.546;peg.547,637359,gTSS,TU_303,637366.0,637371.0,635329.0,635386.0
303,637370,638305,TU_304,-1,peg.548,638305,gTSS,TU_304,638312.0,638317.0,637370.0,637447.0
304,638384,639021,TU_305,1,peg.549,638384,gTSS,TU_305,638372.0,638377.0,,
305,638988,639826,TU_306,-1,peg.550,639826,gTSS,TU_306,639833.0,639838.0,638988.0,639040.0
306,639831,640863,TU_307,-1,peg.551,640863,p-iTSS,TU_307,640875.0,640880.0,639831.0,639901.0
307,639831,643455,TU_308,-1,peg.551;peg.552;peg.553;peg.554;peg.555,643455,gTSS,TU_308,643463.0,643468.0,639831.0,639901.0
308,646153,649415,TU_309,-1,peg.560;peg.561;peg.562,649415,gTSS,TU_309,649422.0,649427.0,646153.0,646207.0
309,650547,653002,TU_310,-1,peg.564;peg.565;peg.566,653002,gTSS,TU_310,653009.0,653014.0,650547.0,650610.0
310,653009,655156,TU_311,-1,peg.567,655156,p-iTSS,TU_311,655162.0,655167.0,653009.0,653078.0
311,653009,657057,TU_312,-1,peg.567;peg.568;peg.569,657057,gTSS,TU_312,657064.0,657069.0,653009.0,653078.0
312,657067,657410,TU_313,-1,peg.570,657410,gTSS,TU_313,657417.0,657422.0,657067.0,657127.0
313,657067,661448,TU_314,-1,peg.570;peg.571;peg.572;peg.573,661448,gTSS,TU_314,661455.0,661460.0,657067.0,657127.0
314,661554,664145,TU_315,1,peg.574;peg.575,661554,gTSS,TU_315,661541.0,661546.0,664089.0,664145.0
315,662218,664145,TU_316,1,peg.575,662218,gTSS,TU_316,662206.0,662211.0,664089.0,664145.0
316,664096,668955,TU_317,-1,peg.576;peg.577;peg.578,668955,gTSS,TU_317,668962.0,668967.0,664096.0,664162.0
317,669058,670066,TU_318,1,peg.579,669058,gTSS,TU_318,669046.0,669051.0,670008.0,670066.0
318,670022,670617,TU_319,-1,peg.580,670617,gTSS,TU_319,670624.0,670629.0,670022.0,670090.0
319,670665,671591,TU_320,1,peg.581,670665,gTSS,TU_320,670653.0,670658.0,671532.0,671591.0
320,670680,671591,TU_321,1,peg.581,670680,gTSS,TU_321,670666.0,670671.0,671532.0,671591.0
321,671548,672833,TU_322,-1,peg.582,672833,gTSS,TU_322,672841.0,672846.0,671548.0,671621.0
322,671548,672834,TU_323,-1,peg.582,672834,gTSS,TU_323,672841.0,672846.0,671548.0,671621.0
323,672871,673966,TU_324,-1,peg.583,673966,gTSS,TU_324,673974.0,673979.0,672871.0,672923.0
324,673989,675289,TU_325,-1,peg.584,675289,p-iTSS,TU_325,675296.0,675301.0,673989.0,674055.0
325,673989,676174,TU_326,-1,peg.584;peg.585,676174,gTSS,TU_326,676182.0,676187.0,673989.0,674055.0
326,676254,685876,TU_327,-1,peg.586;peg.587;peg.588;peg.589;peg.590,685876,gTSS,TU_327,685884.0,685889.0,676254.0,676303.0
327,685950,686785,TU_328,1,peg.591,685950,gTSS,TU_328,685938.0,685943.0,686725.0,686785.0
328,686737,689904,TU_329,-1,peg.592;peg.593;peg.594,689904,gTSS,TU_329,689911.0,689916.0,686737.0,686795.0
329,689927,691699,TU_330,1,peg.595;peg.596,689927,gTSS,TU_330,689915.0,689920.0,691622.0,691699.0
330,691636,691891,TU_331,-1,rna.34;rna.35,691891,p-iTSS,TU_331,691905.0,691910.0,691636.0,691717.0
331,691636,691900,TU_332,-1,rna.34;rna.35,691900,gTSS,TU_332,691907.0,691912.0,691636.0,691717.0
332,691636,692650,TU_333,-1,rna.34;rna.35;peg.597,692650,gTSS,TU_333,692657.0,692662.0,691636.0,691717.0
333,694151,695181,TU_334,-1,peg.600,695181,gTSS,TU_334,695189.0,695194.0,694151.0,694208.0
334,695253,704176,TU_335,-1,peg.601;peg.602;peg.603,704176,gTSS,TU_335,704183.0,704188.0,695253.0,695307.0
335,704287,705461,TU_336,1,peg.604,704287,gTSS,TU_336,704275.0,704280.0,705400.0,705461.0
336,705415,706579,TU_337,-1,peg.605;peg.606,706579,gTSS,TU_337,706586.0,706591.0,705415.0,705478.0
337,705415,709215,TU_338,-1,peg.605;peg.606;peg.607,709215,gTSS,TU_338,709222.0,709227.0,705415.0,705478.0
338,706420,709215,TU_339,-1,peg.607,709215,gTSS,TU_339,709222.0,709227.0,706420.0,706476.0
339,709230,710868,TU_340,-1,peg.608,710868,p-iTSS,TU_340,710876.0,710881.0,709230.0,709282.0
340,709230,711664,TU_341,-1,peg.608;peg.609,711664,gTSS,TU_341,711671.0,711676.0,709230.0,709282.0
341,712185,713421,TU_342,-1,peg.611;peg.612,713421,gTSS,TU_342,713429.0,713434.0,712185.0,712237.0
342,712185,713601,TU_343,-1,peg.611;peg.612,713601,gTSS,TU_343,713608.0,713613.0,712185.0,712237.0
343,713792,714912,TU_344,1,peg.613,713792,gTSS,TU_344,713780.0,713785.0,,
344,714913,715845,TU_345,-1,peg.614,715845,gTSS,TU_345,715852.0,715857.0,,
345,715852,716210,TU_346,-1,peg.615,716210,gTSS,TU_346,716217.0,716222.0,715852.0,715905.0
346,715852,718959,TU_347,-1,peg.615;peg.616,718959,gTSS,TU_347,718967.0,718972.0,715852.0,715905.0
347,719030,719956,TU_348,1,peg.617,719030,gTSS,TU_348,719018.0,719023.0,719890.0,719956.0
348,719906,721419,TU_349,-1,peg.618,721419,gTSS,TU_349,721426.0,721431.0,719906.0,719974.0
349,719906,723854,TU_350,-1,peg.618;peg.619;peg.620,723854,gTSS,TU_350,723861.0,723866.0,719906.0,719974.0
350,723899,724676,TU_351,-1,peg.621,724676,gTSS,TU_351,724683.0,724688.0,723899.0,723945.0
351,724684,727368,TU_352,-1,peg.622,727368,gTSS,TU_352,727375.0,727380.0,724684.0,724741.0
352,727474,727870,TU_353,-1,peg.623,727870,gTSS,TU_353,727877.0,727882.0,727474.0,727522.0
353,727877,729201,TU_354,-1,peg.624,729201,gTSS,TU_354,729208.0,729213.0,727877.0,727938.0
354,727877,732358,TU_355,-1,peg.624;peg.625;peg.626;peg.627,732358,gTSS,TU_355,732365.0,732370.0,727877.0,727938.0
355,732351,733242,TU_356,-1,peg.628,733242,p-iTSS,TU_356,733249.0,733254.0,732351.0,732440.0
356,732351,735279,TU_357,-1,peg.628;peg.629;peg.630,735279,gTSS,TU_357,735284.0,735289.0,732351.0,732440.0
357,735294,736285,TU_358,-1,peg.631,736285,gTSS,TU_358,736292.0,736297.0,735294.0,735369.0
358,736336,739074,TU_359,-1,peg.632;peg.633;peg.634,739074,p-iTSS,TU_359,739081.0,739086.0,736336.0,736383.0
359,736336,744447,TU_360,-1,peg.632;peg.633;peg.634;peg.635;peg.636;peg.637;peg.638;peg.639,744447,gTSS,TU_360,744453.0,744458.0,736336.0,736383.0
360,744485,744848,TU_361,-1,peg.640,744848,gTSS,TU_361,744855.0,744860.0,744485.0,744546.0
361,744878,746024,TU_362,-1,peg.641,746024,p-iTSS,TU_362,746031.0,746036.0,744878.0,744934.0
362,746252,747111,TU_363,1,peg.643,746252,gTSS,TU_363,746240.0,746245.0,747069.0,747111.0
363,749663,750628,TU_364,-1,peg.646,750628,gTSS,TU_364,750635.0,750640.0,749663.0,749709.0
364,749663,752250,TU_365,-1,peg.646;peg.647;peg.648,752250,gTSS,TU_365,752258.0,752263.0,749663.0,749709.0
365,752320,752880,TU_366,1,peg.649,752320,gTSS,TU_366,752308.0,752313.0,752832.0,752880.0
366,754493,755365,TU_367,-1,peg.651,755365,p-iTSS,TU_367,755373.0,755378.0,754493.0,754572.0
367,754493,757679,TU_368,-1,peg.651;peg.652;peg.653,757679,gTSS,TU_368,757686.0,757691.0,754493.0,754572.0
368,754493,760838,TU_369,-1,peg.651;peg.652;peg.653;peg.654;peg.655,760838,gTSS,TU_369,760845.0,760850.0,754493.0,754572.0
369,760889,762952,TU_370,1,peg.656,760889,gTSS,TU_370,760877.0,760882.0,762887.0,762952.0
370,760978,762952,TU_371,1,peg.656,760978,gTSS,TU_371,760966.0,760971.0,762887.0,762952.0
371,762901,763642,TU_372,-1,peg.657,763642,gTSS,TU_372,763650.0,763655.0,762901.0,762966.0
372,764400,765037,TU_373,-1,peg.659,765037,gTSS,TU_373,765044.0,765049.0,764400.0,764464.0
373,764400,766603,TU_374,-1,peg.659;peg.660,766603,gTSS,TU_374,766611.0,766616.0,764400.0,764464.0
374,766474,769348,TU_375,-1,peg.661;peg.662;peg.663;peg.664,769348,gTSS,TU_375,769355.0,769360.0,766474.0,766563.0
375,769381,770155,TU_376,-1,peg.665,770155,p-iTSS,TU_376,770162.0,770167.0,769381.0,769444.0
376,769381,771681,TU_377,-1,peg.665;peg.666,771681,gTSS,TU_377,771689.0,771694.0,769381.0,769444.0
377,771716,772493,TU_378,-1,peg.667,772493,gTSS,TU_378,772500.0,772505.0,771716.0,771780.0
378,771716,772815,TU_379,-1,peg.667,772815,p-iTSS,TU_379,772822.0,772827.0,771716.0,771780.0
379,771716,778286,TU_380,-1,peg.667;peg.668;peg.669;peg.670;peg.671,778286,gTSS,TU_380,778291.0,778296.0,771716.0,771780.0
380,778319,779705,TU_381,-1,peg.672,779705,gTSS,TU_381,779709.0,779714.0,778319.0,778383.0
381,778319,781655,TU_382,-1,peg.672;peg.673,781655,gTSS,TU_382,781662.0,781667.0,778319.0,778383.0
382,781703,783743,TU_383,-1,peg.674,783743,gTSS,TU_383,783750.0,783755.0,781703.0,781751.0
383,781703,789575,TU_384,-1,peg.674;peg.675;peg.676;peg.677;peg.678;peg.679;peg.680,789575,gTSS,TU_384,789580.0,789585.0,781703.0,781751.0
384,789681,790147,TU_385,-1,peg.681,790147,p-iTSS,TU_385,790154.0,790159.0,789681.0,789735.0
385,790155,791106,TU_386,-1,peg.682,791106,gTSS,TU_386,791113.0,791118.0,790155.0,790219.0
386,791144,792957,TU_387,-1,peg.683;peg.684;peg.685,792957,gTSS,TU_387,792964.0,792969.0,791144.0,791207.0
