,PROMOTER_ID,PROMOTER_NAME,POS_1,SIGMA_FACTOR,PROMOTER_STRAND,BOX_10_LEFT,BOX_10_RIGHT,BOX_35_LEFT,BOX_35_RIGHT
421,PM8J2-281,PM8J2-281,,sigma-F,,,,,
422,PM8J2-282,PM8J2-282,,sigma-E,,,,,
423,PM8J2-283,PM8J2-283,4204476,sigma-E,reverse,,,,
424,PM8J2-284,PM8J2-284,4004209,sigma-E,reverse,,,,
425,PM8J2-285,PM8J2-285,3893325,sigma-E,forward,,,,
426,PM8J2-286,PM8J2-286,,sigma-E,reverse,,,,
427,PM8J2-287,PM8J2-287,3257666,sigma-E,forward,,,,
428,PM8J2-288,PM8J2-288,3323245,sigma-E,reverse,,,,
429,PM8J2-289,PM8J2-289,2962454,sigma-E,reverse,,,,
430,PM8J2-290,PM8J2-290,2983126,sigma-E,forward,,,,
431,PM8J2-291,PM8J2-291,2994737,sigma-E,forward,,,,
432,PM8J2-292,PM8J2-292,3078595,sigma-E,reverse,,,,
433,PM8J2-293,PM8J2-293,,sigma-E,forward,,,,
434,PM8J2-294,PM8J2-294,,sigma-E,reverse,,,,
435,PM8J2-295,PM8J2-295,2588674,sigma-E,forward,,,,
436,PM8J2-296,PM8J2-296,,sigma-E,reverse,,,,
437,PM8J2-297,PM8J2-297,2337558,sigma-E,forward,,,,
438,PM8J2-298,PM8J2-298,2362360,sigma-E,reverse,,,,
439,PM8J2-30,PM8J2-30,3952071,sigma-X,forward,,,,
440,PM8J2-300,PM8J2-300,1957383,sigma-E,reverse,,,,
441,PM8J2-301,PM8J2-301,,sigma-E,forward,,,,
442,PM8J2-302,PM8J2-302,,sigma-E,reverse,,,,
443,PM8J2-303,PM8J2-303,,sigma-E,forward,,,,
444,PM8J2-304,PM8J2-304,,sigma-E,forward,,,,
445,PM8J2-305,PM8J2-305,1571901,sigma-E,reverse,,,,
446,PM8J2-306,PM8J2-306,1449225,sigma-E,forward,,,,
447,PM8J2-307,PM8J2-307,1438046,sigma-E,forward,,,,
448,PM8J2-308,PM8J2-308,1495388,sigma-E,reverse,,,,
449,PM8J2-31,PM8J2-31,,sigma-X,,,,,
450,PM8J2-310,PM8J2-310,,sigma-E,reverse,,,,
451,PM8J2-311,PM8J2-311,,sigma-E,reverse,,,,
452,PM8J2-313,PM8J2-313,1248648,sigma-E,forward,,,,
453,PM8J2-314,PM8J2-314,,sigma-E,reverse,,,,
454,PM8J2-315,PM8J2-315,1172620,sigma-E,forward,,,,
455,PM8J2-316,PM8J2-316,,sigma-E,forward,,,,
456,PM8J2-317,PM8J2-317,,sigma-E,reverse,,,,
457,PM8J2-318,PM8J2-318,,sigma-E,reverse,,,,
458,PM8J2-319,PM8J2-319,989673,sigma-E,forward,,,,
459,PM8J2-32,PM8J2-32,930738,sigma-X,forward,,,,
460,PM8J2-320,PM8J2-320,975144,sigma-E,forward,,,,
461,PM8J2-321,PM8J2-321,1056671,sigma-E,forward,,,,
462,PM8J2-322,PM8J2-322,,sigma-E,,,,,
463,PM8J2-323,PM8J2-323,937023,sigma-E,reverse,,,,
464,PM8J2-324,PM8J2-324,,sigma-E,forward,,,,
465,PM8J2-325,PM8J2-325,516115,sigma-E,forward,,,,
466,PM8J2-326,PM8J2-326,515649,sigma-E,reverse,,,,
467,PM8J2-327,PM8J2-327,334600,sigma-E,forward,,,,
468,PM8J2-328,PM8J2-328,160581,sigma-E,reverse,,,,
469,PM8J2-329,PM8J2-329,,sigma-E,,,,,
470,PM8J2-33,PM8J2-33,1517806,sigma-X,forward,,,,
471,PM8J2-330,PM8J2-330,25184,sigma-E,reverse,,,,
472,PM8J2-331,PM8J2-331,3748862,sigma-E,reverse,,,,
473,PM8J2-332,PM8J2-332,1015624,sigma-E,forward,,,,
474,PM8J2-333,PM8J2-333,1655359,sigma-E,forward,,,,
475,PM8J2-335,PM8J2-335,2872790,sigma-E,reverse,,,,
476,PM8J2-339,PM8J2-339,,sigma-E,forward,,,,
477,PM8J2-34,PM8J2-34,3982947,sigma-W,forward,,,,
478,PM8J2-340,PM8J2-340,2857656,sigma-E,reverse,,,,
479,PM8J2-341,PM8J2-341,2652954,sigma-E,forward,,,,
480,PM8J2-342,PM8J2-342,2654984,sigma-E,reverse,,,,
481,PM8J2-345,PM8J2-345,2634464,sigma-E,reverse,,,,
482,PM8J2-346,PM8J2-346,2451083,sigma-E,reverse,,,,
483,PM8J2-347,PM8J2-347,,sigma-E,,,,,
484,PM8J2-348,PM8J2-348,,sigma-E,,,,,
485,PM8J2-349,PM8J2-349,3777784,sigma-E,reverse,,,,
486,PM8J2-35,PM8J2-35,,sigma-W,,,,,
487,PM8J2-350,PM8J2-350,2845894,sigma-E,reverse,,,,
488,PM8J2-351,PM8J2-351,973108,sigma-E,forward,,,,
489,PM8J2-354,PM8J2-354,,sigma-E,reverse,,,,
490,PM8J2-355,PM8J2-355,2514092,sigma-E,reverse,,,,
491,PM8J2-356,PM8J2-356,,,,,,,
492,PM8J2-358,PM8J2-358,2903127,sigma-E,reverse,,,,
493,PM8J2-359,PM8J2-359,2424558,sigma-E,reverse,,,,
494,PM8J2-36,PM8J2-36,3718777,sigma-W,forward,,,,
495,PM8J2-360,PM8J2-360,282446,sigma-E,forward,,,,
496,PM8J2-361,PM8J2-361,,sigma-E,,,,,
497,PM8J2-363,PM8J2-363,755877,sigma-E,forward,,,,
498,PM8J2-365,PM8J2-365,29744,sigma-E,forward,,,,
499,PM8J2-366,PM8J2-366,,sigma-E,reverse,,,,
500,PM8J2-368,PM8J2-368,,sigma-D,forward,,,,
501,PM8J2-369,PM8J2-369,,sigma-D,,,,,
502,PM8J2-37,PM8J2-37,3759627,sigma-W,reverse,,,,
503,PM8J2-371,PM8J2-371,,sigma-D,forward,,,,
504,PM8J2-372,PM8J2-372,,sigma-D,reverse,,,,
505,PM8J2-373,PM8J2-373,,sigma-D,reverse,,,,
506,PM8J2-374,PM8J2-374,,sigma-D,reverse,,,,
507,PM8J2-375,PM8J2-375,,sigma-D,forward,,,,
508,PM8J2-377,PM8J2-377,,sigma-D,reverse,,,,
509,PM8J2-378,PM8J2-378,,sigma-D,forward,,,,
510,PM8J2-379,PM8J2-379,,sigma-D,forward,,,,
511,PM8J2-38,PM8J2-38,,sigma-W,,,,,
512,PM8J2-380,PM8J2-380,,sigma-D,reverse,,,,
513,PM8J2-381,PM8J2-381,,sigma-D,reverse,,,,
514,PM8J2-382,PM8J2-382,,sigma-D,reverse,,,,
515,PM8J2-384,PM8J2-384,3912245,sigma-D,reverse,,,,
516,PM8J2-386,PM8J2-386,1463614,sigma-D,forward,,,,
517,PM8J2-387,PM8J2-387,,sigma-D,reverse,,,,
518,PM8J2-388,PM8J2-388,,sigma-D,,,,,
519,PM8J2-389,PM8J2-389,1013302,sigma-D,reverse,,,,
520,PM8J2-39,PM8J2-39,3950623,sigma-W,reverse,,,,
521,PM8J2-390,PM8J2-390,3687506,sigma-D,reverse,,,,
522,PM8J2-392,PM8J2-392,1189063,,forward,,,,
523,PM8J2-394,PM8J2-394,1691052,sigma-D,forward,,,,
524,PM8J2-396,PM8J2-396,,sigma-D,forward,,,,
525,PM8J2-397,PM8J2-397,2308403,sigma-D,reverse,,,,
526,PM8J2-398,PM8J2-398,1473573,sigma-D,forward,,,,
527,PM8J2-399,PM8J2-399,,sigma-B,forward,,,,
528,PM8J2-4,PM8J2-4,589681,sigma-A,forward,,,,
529,PM8J2-40,PM8J2-40,3608829,sigma-W,reverse,,,,
530,PM8J2-400,PM8J2-400,,sigma-B,reverse,,,,
531,PM8J2-401,PM8J2-401,,sigma-B,,,,,
532,PM8J2-402,PM8J2-402,3693954,sigma-B,reverse,,,,
533,PM8J2-403,PM8J2-403,3774573,sigma-B,reverse,,,,
534,PM8J2-404,PM8J2-404,3818876,sigma-B,forward,,,,
535,PM8J2-406,PM8J2-406,,sigma-B,reverse,,,,
536,PM8J2-407,PM8J2-407,,sigma-B,forward,,,,
537,PM8J2-409,PM8J2-409,,sigma-B,reverse,,,,
538,PM8J2-41,PM8J2-41,3182585,sigma-W,reverse,,,,
539,PM8J2-410,PM8J2-410,,sigma-B,forward,,,,
540,PM8J2-411,PM8J2-411,,sigma-B,reverse,,,,
541,PM8J2-412,PM8J2-412,,sigma-B,reverse,,,,
542,PM8J2-414,PM8J2-414,,sigma-B,forward,,,,
543,PM8J2-415,PM8J2-415,,sigma-B,reverse,,,,
544,PM8J2-416,PM8J2-416,2564435,sigma-B,reverse,,,,
545,PM8J2-417,PM8J2-417,,sigma-B,,,,,
546,PM8J2-418,PM8J2-418,,sigma-B,forward,,,,
547,PM8J2-419,PM8J2-419,,sigma-B,reverse,,,,
548,PM8J2-42,PM8J2-42,,sigma-W,reverse,,,,
549,PM8J2-420,PM8J2-420,,sigma-B,reverse,,,,
550,PM8J2-421,PM8J2-421,,sigma-B,reverse,,,,
551,PM8J2-422,PM8J2-422,1381994,sigma-B,forward,,,,
552,PM8J2-423,PM8J2-423,,sigma-B,reverse,,,,
553,PM8J2-424,PM8J2-424,,sigma-B,reverse,,,,
554,PM8J2-426,PM8J2-426,,sigma-B,reverse,,,,
555,PM8J2-427,PM8J2-427,,sigma-B,forward,,,,
556,PM8J2-428,PM8J2-428,1022203,sigma-B,forward,,,,
557,PM8J2-429,PM8J2-429,844748,sigma-B,forward,,,,
558,PM8J2-43,PM8J2-43,2951458,sigma-W,forward,,,,
559,PM8J2-430,PM8J2-430,861992,sigma-B,forward,,,,
560,PM8J2-431,PM8J2-431,,sigma-B,forward,,,,
561,PM8J2-432,PM8J2-432,,sigma-B,forward,,,,
562,PM8J2-433,PM8J2-433,596860,sigma-B,forward,,,,
563,PM8J2-434,PM8J2-434,,sigma-B,reverse,,,,
564,PM8J2-435,PM8J2-435,,sigma-B,,,,,
565,PM8J2-436,PM8J2-436,,sigma-B,reverse,,,,
566,PM8J2-437,PM8J2-437,,sigma-B,,,,,
567,PM8J2-438,PM8J2-438,488811,sigma-B,forward,,,,
568,PM8J2-439,PM8J2-439,,sigma-B,,,,,
569,PM8J2-44,PM8J2-44,2778506,sigma-W,reverse,,,,
570,PM8J2-440,PM8J2-440,471679,sigma-B,forward,,,,
571,PM8J2-441,PM8J2-441,,sigma-B,,,,,
572,PM8J2-442,PM8J2-442,108598,sigma-B,forward,,,,
573,PM8J2-443,PM8J2-443,2913581,sigma-B,reverse,,,,
574,PM8J2-444,PM8J2-444,,sigma-B,,,,,
575,PM8J2-445,PM8J2-445,2822806,sigma-B,reverse,,,,
576,PM8J2-448,PM8J2-448,338255,sigma-B,forward,,,,
577,PM8J2-449,PM8J2-449,3964973,sigma-B,forward,,,,
578,PM8J2-45,PM8J2-45,,sigma-W,forward,,,,
579,PM8J2-452,PM8J2-452,3665584,sigma-B,forward,,,,
580,PM8J2-453,PM8J2-453,3945445,sigma-B,reverse,,,,
581,PM8J2-457,PM8J2-457,101360,sigma-B,forward,,,,
582,PM8J2-458,PM8J2-458,,sigma-B,,,,,
583,PM8J2-459,PM8J2-459,,sigma-B,reverse,,,,
584,PM8J2-46,PM8J2-46,,sigma-W,reverse,,,,
585,PM8J2-460,PM8J2-460,,sigma-B,,,,,
586,PM8J2-461,PM8J2-461,,sigma-B,forward,,,,
587,PM8J2-462,PM8J2-462,930753,sigma-B,forward,,,,
588,PM8J2-465,PM8J2-465,2611378,sigma-B,reverse,,,,
589,PM8J2-466,PM8J2-466,2493635,sigma-B,forward,,,,
590,PM8J2-467,PM8J2-467,,sigma-B,forward,,,,
591,PM8J2-468,PM8J2-468,596320,sigma-A,forward,,,,
592,PM8J2-469,PM8J2-469,1353011,sigma-A,forward,,,,
593,PM8J2-47,PM8J2-47,,sigma-W,reverse,,,,
594,PM8J2-470,PM8J2-470,2130025,sigma-A,reverse,,,,
595,PM8J2-471,PM8J2-471,3446158,sigma-A,reverse,,,,
596,PM8J2-473,PM8J2-473,,sigma-A,,,,,
597,PM8J2-478,PM8J2-478,2812216,sigma-A,reverse,,,,
598,PM8J2-479,PM8J2-479,961271,sigma-A,forward,,,,
599,PM8J2-48,PM8J2-48,2071114,sigma-W,reverse,,,,
600,PM8J2-480,PM8J2-480,986959,sigma-A,forward,,,,
601,PM8J2-481,PM8J2-481,2788546,sigma-A,reverse,,,,
602,PM8J2-483,PM8J2-483,4113261,sigma-A,reverse,,,,
603,PM8J2-487,PM8J2-487,3812479,sigma-A,reverse,,,,
604,PM8J2-488,PM8J2-488,3816562,sigma-A,reverse,,,,
605,PM8J2-489,PM8J2-489,3865254,sigma-A,reverse,,,,
606,PM8J2-49,PM8J2-49,,sigma-W,reverse,,,,
607,PM8J2-490,PM8J2-490,,sigma-A,forward,,,,
608,PM8J2-491,PM8J2-491,3933150,sigma-A,reverse,,,,
609,PM8J2-492,PM8J2-492,3434200,sigma-A,reverse,,,,
610,PM8J2-495,PM8J2-495,,sigma-A,,,,,
611,PM8J2-497,PM8J2-497,3135491,sigma-A,reverse,,,,
612,PM8J2-498,PM8J2-498,,sigma-A,,,,,
613,PM8J2-50,PM8J2-50,,sigma-W,forward,,,,
614,PM8J2-502,PM8J2-502,,sigma-A,,,,,
615,PM8J2-503,PM8J2-503,2093802,sigma-A,reverse,,,,
616,PM8J2-504,PM8J2-504,,sigma-A,,,,,
617,PM8J2-505,PM8J2-505,,sigma-A,,,,,
618,PM8J2-506,PM8J2-506,1868569,sigma-A,forward,,,,
619,PM8J2-507,PM8J2-507,1671791,sigma-A,forward,,,,
620,PM8J2-508,PM8J2-508,,sigma-A,,,,,
621,PM8J2-509,PM8J2-509,1451264,sigma-A,forward,,,,
622,PM8J2-51,PM8J2-51,1916636,sigma-W,forward,,,,
623,PM8J2-511,PM8J2-511,1478034,sigma-A,forward,,,,
624,PM8J2-512,PM8J2-512,,sigma-A,,,,,
625,PM8J2-513,PM8J2-513,1380951,sigma-A,forward,,,,
626,PM8J2-516,PM8J2-516,1100926,sigma-A,forward,,,,
627,PM8J2-517,PM8J2-517,1075246,sigma-A,reverse,,,,
628,PM8J2-519,PM8J2-519,861953,sigma-A,forward,,,,
629,PM8J2-52,PM8J2-52,1503557,sigma-W,forward,,,,
630,PM8J2-520,PM8J2-520,594123,sigma-A,reverse,,,,
631,PM8J2-521,PM8J2-521,,sigma-A,,,,,
632,PM8J2-522,PM8J2-522,,sigma-A,,,,,
633,PM8J2-524,PM8J2-524,312067,sigma-A,forward,,,,
634,PM8J2-526,PM8J2-526,290888,sigma-A,forward,,,,
635,PM8J2-527,PM8J2-527,213888,sigma-A,forward,,,,
636,PM8J2-53,PM8J2-53,1314424,sigma-W,forward,,,,
637,PM8J2-530,PM8J2-530,1887031,sigma-A,forward,,,,
638,PM8J2-531,PM8J2-531,2055338,sigma-A,reverse,,,,
639,PM8J2-532,PM8J2-532,1891804,sigma-A,forward,,,,
640,PM8J2-533,PM8J2-533,2915247,sigma-A,reverse,,,,
641,PM8J2-537,PM8J2-537,2869618,sigma-A,reverse,,,,
642,PM8J2-539,PM8J2-539,3038168,sigma-A,reverse,,,,
643,PM8J2-540,PM8J2-540,2913368,sigma-A,reverse,,,,
644,PM8J2-542,PM8J2-542,,sigma-A,,,,,
645,PM8J2-543,PM8J2-543,,sigma-A,,,,,
646,PM8J2-544,PM8J2-544,850321,sigma-A,forward,,,,
647,PM8J2-545,PM8J2-545,,sigma-A,reverse,,,,
648,PM8J2-546,PM8J2-546,2961494,sigma-A,reverse,,,,
649,PM8J2-547,PM8J2-547,4189176,sigma-A,reverse,,,,
650,PM8J2-548,PM8J2-548,3681091,sigma-A,reverse,,,,
651,PM8J2-549,PM8J2-549,3681295,sigma-A,forward,,,,
652,PM8J2-550,PM8J2-550,376678,sigma-A,forward,,,,
653,PM8J2-551,PM8J2-551,1752193,sigma-A,forward,,,,
654,PM8J2-552,PM8J2-552,1603734,sigma-A,forward,,,,
655,PM8J2-553,PM8J2-553,70509,sigma-A,forward,,,,
656,PM8J2-555,PM8J2-555,1430636,sigma-A,forward,,,,
657,PM8J2-556,PM8J2-556,2854611,sigma-A,reverse,,,,
658,PM8J2-557,PM8J2-557,2519030,sigma-A,reverse,,,,
659,PM8J2-558,PM8J2-558,,sigma-A,,,,,
660,PM8J2-559,PM8J2-559,,sigma-A,,,,,
661,PM8J2-56,PM8J2-56,,sigma-W,,,,,
662,PM8J2-563,PM8J2-563,2415262,sigma-A,reverse,,,,
663,PM8J2-565,PM8J2-565,116575,sigma-A,forward,,,,
664,PM8J2-566,PM8J2-566,,sigma-A,,,,,
665,PM8J2-567,PM8J2-567,3630908,sigma-A,reverse,,,,
666,PM8J2-568,PM8J2-568,3467384,sigma-A,reverse,,,,
667,PM8J2-57,PM8J2-57,683390,sigma-W,reverse,,,,
668,PM8J2-570,PM8J2-570,,sigma-A,forward,,,,
669,PM8J2-572,PM8J2-572,,sigma-A,,,,,
670,PM8J2-574,PM8J2-574,3941947,sigma-A,forward,,,,
671,PM8J2-575,PM8J2-575,3905179,sigma-A,reverse,,,,
672,PM8J2-576,PM8J2-576,3535813,sigma-A,forward,,,,
673,PM8J2-58,PM8J2-58,512787,sigma-W,forward,,,,
674,PM8J2-586,PM8J2-586,3035548,sigma-A,forward,,,,
675,PM8J2-587,PM8J2-587,,sigma-A,,,,,
676,PM8J2-588,PM8J2-588,121706,sigma-A,forward,,,,
677,PM8J2-589,PM8J2-589,4145713,sigma-A,forward,,,,
678,PM8J2-59,PM8J2-59,312080,sigma-W,forward,,,,
679,PM8J2-592,PM8J2-592,,sigma-A,,,,,
680,PM8J2-593,PM8J2-593,2421374,sigma-A,reverse,,,,
681,PM8J2-594,PM8J2-594,1764614,sigma-A,forward,,,,
682,PM8J2-595,PM8J2-595,3701379,sigma-A,forward,,,,
683,PM8J2-597,PM8J2-597,4140215,sigma-A,forward,,,,
684,PM8J2-598,PM8J2-598,3744319,sigma-A,forward,,,,
685,PM8J2-6,PM8J2-6,3849700,sigma-A,reverse,,,,
686,PM8J2-60,PM8J2-60,,sigma-W,forward,,,,
687,PM8J2-600,PM8J2-600,,sigma-A,reverse,,,,
688,PM8J2-601,PM8J2-601,1315838,sigma-A,forward,,,,
689,PM8J2-602,PM8J2-602,2365160,sigma-A,reverse,,,,
690,PM8J2-604,PM8J2-604,243871,sigma-A,forward,,,,
691,PM8J2-605,PM8J2-605,698370,sigma-A,forward,,,,
692,PM8J2-606,PM8J2-606,4156769,sigma-A,reverse,,,,
693,PM8J2-607,PM8J2-607,,sigma-A,,,,,
694,PM8J2-608,PM8J2-608,3753814,sigma-A,reverse,,,,
695,PM8J2-609,PM8J2-609,3328654,sigma-A,reverse,,,,
696,PM8J2-61,PM8J2-61,,sigma-W,forward,,,,
697,PM8J2-611,PM8J2-611,3341058,sigma-A,reverse,,,,
698,PM8J2-612,PM8J2-612,,sigma-A,,,,,
699,PM8J2-614,PM8J2-614,3866363,sigma-A,reverse,,,,
700,PM8J2-615,PM8J2-615,2581658,sigma-A,reverse,,,,
701,PM8J2-618,PM8J2-618,2435822,sigma-A,reverse,,,,
702,PM8J2-619,PM8J2-619,,sigma-A,,,,,
703,PM8J2-627,PM8J2-627,1018487,sigma-A,reverse,,,,
704,PM8J2-628,PM8J2-628,2930790,sigma-A,reverse,,,,
705,PM8J2-629,PM8J2-629,,sigma-A,,,,,
706,PM8J2-63,PM8J2-63,194821,sigma-W,forward,,,,
707,PM8J2-630,PM8J2-630,944440,sigma-A,forward,,,,
708,PM8J2-631,PM8J2-631,,sigma-A,,,,,
709,PM8J2-632,PM8J2-632,1528255,sigma-A,forward,,,,
710,PM8J2-633,PM8J2-633,1083783,sigma-A,forward,,,,
711,PM8J2-634,PM8J2-634,3233891,sigma-A,forward,,,,
712,PM8J2-635,PM8J2-635,3129491,sigma-A,forward,,,,
713,PM8J2-636,PM8J2-636,82831,sigma-A,forward,,,,
714,PM8J2-64,PM8J2-64,671209,sigma-W,forward,,,,
715,PM8J2-641,PM8J2-641,,sigma-A,,,,,
716,PM8J2-642,PM8J2-642,2111722,sigma-A,reverse,,,,
717,PM8J2-643,PM8J2-643,,sigma-A,,,,,
718,PM8J2-644,PM8J2-644,3756745,sigma-A,forward,,,,
719,PM8J2-645,PM8J2-645,2849532,sigma-A,forward,,,,
720,PM8J2-646,PM8J2-646,3912245,sigma-A,reverse,,,,
721,PM8J2-648,PM8J2-648,362897,sigma-A,forward,,,,
722,PM8J2-649,PM8J2-649,3829978,sigma-A,reverse,,,,
723,PM8J2-65,PM8J2-65,,sigma-W,forward,,,,
724,PM8J2-650,PM8J2-650,338204,sigma-A,forward,,,,
725,PM8J2-651,PM8J2-651,2849497,sigma-A,reverse,,,,
726,PM8J2-652,PM8J2-652,,sigma-A,reverse,,,,
727,PM8J2-653,PM8J2-653,3764921,sigma-A,reverse,,,,
728,PM8J2-654,PM8J2-654,3383537,sigma-A,forward,,,,
729,PM8J2-655,PM8J2-655,4084574,sigma-A,reverse,,,,
730,PM8J2-656,PM8J2-656,,sigma-A,reverse,,,,
731,PM8J2-657,PM8J2-657,,sigma-A,,,,,
732,PM8J2-658,PM8J2-658,,sigma-A,,,,,
733,PM8J2-66,PM8J2-66,3535486,sigma-W,reverse,,,,
734,PM8J2-661,PM8J2-661,1229015,sigma-A,forward,,,,
735,PM8J2-662,PM8J2-662,889996,sigma-A,forward,,,,
736,PM8J2-663,PM8J2-663,3244743,sigma-A,forward,,,,
737,PM8J2-666,PM8J2-666,2911077,sigma-A,reverse,,,,
738,PM8J2-67,PM8J2-67,,sigma-W,,,,,
739,PM8J2-671,PM8J2-671,3964005,sigma-A,reverse,,,,
740,PM8J2-672,PM8J2-672,3961921,sigma-A,reverse,,,,
741,PM8J2-673,PM8J2-673,2632785,sigma-A,reverse,,,,
742,PM8J2-674,PM8J2-674,329715,sigma-A,forward,,,,
743,PM8J2-675,PM8J2-675,1518308,sigma-A,forward,,,,
744,PM8J2-676,PM8J2-676,3230039,sigma-A,forward,,,,
745,PM8J2-677,PM8J2-677,2325682,sigma-A,reverse,,,,
746,PM8J2-678,PM8J2-678,676154,sigma-A,forward,,,,
747,PM8J2-679,PM8J2-679,,sigma-A,,,,,
748,PM8J2-68,PM8J2-68,1517802,sigma-W,forward,,,,
749,PM8J2-680,PM8J2-680,4084770,sigma-A,forward,,,,
750,PM8J2-682,PM8J2-682,2897454,sigma-A,reverse,,,,
751,PM8J2-683,PM8J2-683,,sigma-A,,,,,
752,PM8J2-684,PM8J2-684,4041451,sigma-A,forward,,,,
753,PM8J2-685,PM8J2-685,1359345,sigma-A,reverse,,,,
754,PM8J2-686,PM8J2-686,4091346,sigma-A,reverse,,,,
755,PM8J2-688,PM8J2-688,1057649,sigma-A,forward,,,,
756,PM8J2-689,PM8J2-689,,sigma-A,reverse,,,,
757,PM8J2-693,PM8J2-693,667402,sigma-A,forward,,,,
758,PM8J2-694,PM8J2-694,2403396,sigma-A,reverse,,,,
759,PM8J2-695,PM8J2-695,1383171,sigma-A,reverse,,,,
760,PM8J2-696,PM8J2-696,692609,sigma-A,forward,,,,
761,PM8J2-697,PM8J2-697,3665549,sigma-A,forward,,,,
762,PM8J2-698,PM8J2-698,649837,sigma-A,forward,,,,
763,PM8J2-7,PM8J2-7,3008857,sigma-A,forward,,,,
764,PM8J2-701,PM8J2-701,3790480,sigma-A,reverse,,,,
765,PM8J2-702,PM8J2-702,111003,sigma-A,forward,,,,
766,PM8J2-703,PM8J2-703,2014739,sigma-A,forward,,,,
767,PM8J2-704,PM8J2-704,2725791,sigma-A,forward,,,,
768,PM8J2-705,PM8J2-705,2014688,sigma-A,reverse,,,,
769,PM8J2-706,PM8J2-706,265269,sigma-A,reverse,,,,
770,PM8J2-707,PM8J2-707,235483,sigma-A,reverse,,,,
771,PM8J2-708,PM8J2-708,,sigma-A,,,,,
772,PM8J2-709,PM8J2-709,1002354,sigma-A,forward,,,,
773,PM8J2-710,PM8J2-710,1004860,sigma-A,forward,,,,
774,PM8J2-711,PM8J2-711,1877935,sigma-A,forward,,,,
775,PM8J2-713,PM8J2-713,56324,sigma-A,forward,,,,
776,PM8J2-715,PM8J2-715,441543,sigma-A,forward,,,,
777,PM8J2-716,PM8J2-716,441510,sigma-A,reverse,441516,441521,441539,441544
778,PM8J2-719,PM8J2-719,2968100,sigma-A,reverse,,,,
779,PM8J2-720,PM8J2-720,2450317,sigma-A,reverse,,,,
780,PM8J2-721,PM8J2-721,76954,sigma-A,forward,,,,
781,PM8J2-724,PM8J2-724,1691214,sigma-A,forward,,,,
782,PM8J2-726,PM8J2-726,183361,sigma-A,reverse,,,,
783,PM8J2-727,PM8J2-727,4128024,sigma-A,forward,,,,
784,PM8J2-728,PM8J2-728,1661937,sigma-A,forward,,,,
785,PM8J2-73,PM8J2-73,,sigma-A,,,,,
786,PM8J2-731,PM8J2-731,1208154,sigma-A,forward,,,,
787,PM8J2-734,PM8J2-734,,sigma-A,,,,,
788,PM8J2-735,PM8J2-735,1360365,sigma-A,forward,,,,
789,PM8J2-736,PM8J2-736,,sigma-A,,,,,
790,PM8J2-738,PM8J2-738,,sigma-A,,,,,
791,PM8J2-74,PM8J2-74,4214654,sigma-A,reverse,,,,
792,PM8J2-740,PM8J2-740,2089368,sigma-A,forward,,,,
793,PM8J2-742,PM8J2-742,3257307,sigma-A,reverse,,,,
794,PM8J2-745,PM8J2-745,,sigma-A,,,,,
795,PM8J2-746,PM8J2-746,81731,sigma-A,forward,,,,
796,PM8J2-747,PM8J2-747,1630103,sigma-A,forward,,,,
797,PM8J2-749,PM8J2-749,101409,sigma-A,forward,,,,
798,PM8J2-750,PM8J2-750,1558996,sigma-A,reverse,,,,
799,PM8J2-755,PM8J2-755,3256967,sigma-A,reverse,,,,
800,PM8J2-756,PM8J2-756,1117073,sigma-A,forward,,,,
801,PM8J2-757,PM8J2-757,2560096,sigma-A,reverse,,,,
802,PM8J2-759,PM8J2-759,2642033,sigma-A,reverse,,,,
803,PM8J2-760,PM8J2-760,2865200,sigma-A,reverse,,,,
804,PM8J2-761,PM8J2-761,3253474,sigma-A,reverse,,,,
805,PM8J2-762,PM8J2-762,1687163,sigma-A,forward,,,,
806,PM8J2-763,PM8J2-763,2886122,sigma-A,reverse,,,,
807,PM8J2-767,PM8J2-767,2982463,sigma-A,reverse,,,,
808,PM8J2-768,PM8J2-768,1021001,sigma-A,reverse,,,,
809,PM8J2-769,PM8J2-769,834312,sigma-A,forward,,,,
810,PM8J2-772,PM8J2-772,1926612,sigma-A,forward,,,,
811,PM8J2-773,PM8J2-773,1021032,sigma-A,forward,,,,
812,PM8J2-774,PM8J2-774,3483870,sigma-A,reverse,,,,
813,PM8J2-775,PM8J2-775,2611378,sigma-A,reverse,,,,
814,PM8J2-777,PM8J2-777,1923130,sigma-A,forward,,,,
815,PM8J2-779,PM8J2-779,,sigma-A,,,,,
816,PM8J2-78,PM8J2-78,,sigma-A,forward,,,,
817,PM8J2-780,PM8J2-780,2716904,sigma-A,forward,,,,
818,PM8J2-781,PM8J2-781,,sigma-A,,,,,
819,PM8J2-783,PM8J2-783,,sigma-A,,,,,
820,PM8J2-784,PM8J2-784,,sigma-A,,,,,
821,PM8J2-785,PM8J2-785,,sigma-A,reverse,,,,
822,PM8J2-786,PM8J2-786,1195002,sigma-A,forward,,,,
823,PM8J2-787,PM8J2-787,3830642,sigma-A,reverse,,,,
824,PM8J2-788,PM8J2-788,,sigma-A,forward,,,,
825,PM8J2-789,PM8J2-789,3485569,sigma-A,reverse,,,,
826,PM8J2-79,PM8J2-79,283984,sigma-A,forward,,,,
827,PM8J2-790,PM8J2-790,2948972,sigma-A,reverse,,,,
828,PM8J2-791,PM8J2-791,1862738,sigma-A,reverse,,,,
829,PM8J2-792,PM8J2-792,1105626,sigma-A,reverse,,,,
