,tu_id,gene_id,gene_name,sigma,actual_b10,predicted_b10
427,ECK120009415,b3617,kbl,Sigma70,3792584.0,3792596
428,ECK120009416,b3957,argE,Sigma70,4154903.0,4154870
429,ECK120009417,b1851,edd,Sigma70,1934719.0,1934637
430,ECK120009418,b3437,gntK,Sigma70,3577650.0,3577623
431,ECK120009419,b3415,gntT,Sigma70,3546398.0,3546521
432,ECK120009420,b0185,accA,Sigma70,208404.0,208555
433,ECK120009421,b3255,accB,Sigma70,3405132.0,3405405
434,ECK120009422,b2316,accD,Sigma70,2434027.0,2433981
435,ECK120009423,b0463,acrA,Sigma70,485705.0,485689
436,ECK120009424,b3265,acrE,Sigma70,3413696.0,3413795
437,ECK120009425,b4117,adiA,Sigma70,4340562.0,4340562
438,ECK120009426,b4167,nnr,Sigma70,4393670.0,4394030
439,ECK120009429,b3501,arsR,Sigma70,3648503.0,3648473
440,ECK120009430,b0864,artP,Sigma70,903778.0,903778
441,ECK120009431,b2715,ascF,Sigma70,2839421.0,2839520
442,ECK120009433,b3739,atpI,Sigma70,3922532.0,3922494
443,ECK120009437,b0040,caiT,Sigma70,42044.0,42000
444,ECK120009440,b4224,chpS,Sigma70,4448396.0,4448423
445,ECK120009441,b0437,clpP,Sigma70,456570.0,456636
446,ECK120009442,b1993,cobU,Sigma70,2065883.0,2065781
447,ECK120009443,b4397,creA,Sigma70,4635469.0,4635469
448,ECK120009444,b0887,cydD,Sigma70,931037.0,931021
449,ECK120009445,b1189,dadA,Sigma70,1237521.0,1237537
450,ECK120009446,b2478,dapA,Sigma70,2599791.0,2599791
451,ECK120009448,b3287,def,Sigma70,3433644.0,3433658
452,ECK120009450,b0014,dnaK,Sigma32,12038.0,12113
453,ECK120009452,b3544,dppA,Sigma70,3707876.0,3707771
454,ECK120009453,b0140,yadV,Sigma70,156236.0,156252
455,ECK120009455,b3006,exbB,Sigma70,3152024.0,3152021
456,ECK120009459,b3408,feoA,Sigma70,3540051.0,3540093
457,ECK120009460,b0585,fes,Sigma70,612683.0,612680
458,ECK120009461,b1072,flgA,Sigma70,1130893.0,1130893
459,ECK120009462,b1073,flgB,Sigma70,1130985.0,1130985
460,ECK120009463,b1924,fliD,Sigma70,2003807.0,2003807
461,ECK120009464,b1938,fliF,Sigma28,2013198.0,2013198
462,ECK120009465,b1944,fliL,Sigma70,2019578.0,2019578
463,ECK120009466,b3179,rlmE,Sigma70,3327771.0,3327689
464,ECK120009468,b3049,glgS,Sigma38,3192025.0,3192010
465,ECK120009469,b3730,glmU,Sigma70,3915228.0,3915228
466,ECK120009470,b3560,glyQ,Sigma70,3725361.0,3725361
467,ECK120009471,b3510,hdeA,Sigma38,3656796.0,3656754
468,ECK120009471,b3510,hdeA,Sigma70,3656796.0,3656754
469,ECK120009473,b1508,hipB,Sigma70,1592488.0,1592481
470,ECK120009476,b3932,hslV,Sigma32,4122359.0,4122359
471,ECK120009477,b0972,hyaA,Sigma70,1031976.0,1032091
472,ECK120009477,b0972,hyaA,Sigma38,1031976.0,1032094
473,ECK120009478,b2997,hybO,Sigma70,3146370.0,3146261
474,ECK120009479,b0025,ribF,Sigma70,21377.0,21377
475,ECK120009481,b3633,waaA,Sigma70,3808508.0,3808508
476,ECK120009483,b2828,lgt,Sigma70,2966124.0,2966056
477,ECK120009485,b1048,opgG,Sigma70,1109270.0,1109270
478,ECK120009489,b0763,modA,Sigma70,795054.0,795054
479,ECK120009490,b0827,moeA,Sigma70,866401.0,866401
480,ECK120009491,b1890,motA,Sigma28,1977309.0,1977200
481,ECK120009492,b3251,mreB,Sigma70,3401134.0,3401134
482,ECK120009493,b2208,napF,Sigma70,2303582.0,2303567
483,ECK120009497,b2742,nlpD,Sigma70,2868836.0,2868775
484,ECK120009498,b2288,nuoA,Sigma70,2405169.0,2405086
485,ECK120009499,b3170,rimP,Sigma70,3318182.0,3318050
486,ECK120009500,b1897,otsB,Sigma38,1982466.0,1982448
487,ECK120009501,b0134,panB,Sigma70,149638.0,149638
488,ECK120009502,b3257,yhdT,Sigma70,3407343.0,3407343
489,ECK120009503,b0143,pcnB,Sigma70,159178.0,159178
490,ECK120009503,b0143,pcnB,Sigma38,159178.0,159178
491,ECK120009508,b1603,pntA,Sigma70,1677982.0,1677921
492,ECK120009510,b0854,potF,Sigma54,893725.0,893725
493,ECK120009514,b1304,pspA,Sigma54,1368028.0,1368028
494,ECK120009515,b2217,rcsB,Sigma70,2315686.0,2316176
495,ECK120009517,b3619,hldD,Sigma32,3793858.0,3793968
496,ECK120009520,b2567,rnc,Sigma70,2704232.0,2704064
497,ECK120009524,b3231,rplM,Sigma70,3378678.0,3378705
498,ECK120009526,b3186,rplU,Sigma70,3333524.0,3333510
499,ECK120009530,b2573,rpoE,Sigma70,2710099.0,2710065
500,ECK120009530,b2573,rpoE,Sigma24,2710099.0,2710012
501,ECK120009532,b3649,rpoZ,Sigma70,3822069.0,3822069
502,ECK120009533,b4414,tff,Sigma70,189705.0,189705
503,ECK120009534,b4200,rpsF,Sigma70,4425019.0,4425100
504,ECK120009535,b3321,rpsJ,Sigma70,3453448.0,3453289
505,ECK120009537,b3298,rpsM,Sigma70,3442571.0,3442524
506,ECK120009539,b2609,rpsP,Sigma70,2746261.0,2746244
507,ECK120009540,b3065,rpsU,Sigma70,3210638.0,3210710
508,ECK120009545,b0907,serC,Sigma70,957589.0,957589
509,ECK120009546,b0146,sfsA,Sigma70,161521.0,161521
510,ECK120009547,b0122,yacC,Sigma70,136947.0,136940
511,ECK120009551,b2744,umpG,Sigma70,2870690.0,2870289
512,ECK120009556,b3061,ttdA,Sigma70,3206418.0,3206396
513,ECK120009557,b4039,ubiC,Sigma70,4252437.0,4252437
514,ECK120009561,b0422,xseB,Sigma70,441380.0,441380
515,ECK120009563,b2366,dsdA,Sigma70,2479115.0,2479180
516,ECK120009564,b0904,focA,Sigma70,954499.0,954512
517,ECK120009565,b0904,focA,Sigma70,954512.0,954512
518,ECK120009566,b0904,focA,Sigma70,954822.0,954512
519,ECK120009572,b2296,ackA,Sigma32,2413448.0,2413423
520,ECK120009573,b0435,bolA,Sigma38,454426.0,454426
521,ECK120009573,b0435,bolA,Sigma70,454426.0,454426
522,ECK120009574,b1000,cbpA,Sigma70,1063835.0,1063835
523,ECK120009575,b1283,osmB,Sigma38,1343477.0,1343378
524,ECK120009576,b1283,osmB,Sigma70,1343378.0,1343378
525,ECK120009576,b1283,osmB,Sigma38,1343378.0,1343378
526,ECK120009577,b1041,csgB,Sigma38,1103852.0,1103918
527,ECK120009577,b1041,csgB,Sigma70,1103852.0,1103918
528,ECK120009578,b1896,otsA,Sigma38,1981657.0,1981643
529,ECK120009579,b2669,stpA,Sigma70,2798545.0,2798562
530,ECK120009580,b2669,stpA,Sigma70,2798562.0,2798562
531,ECK120009582,b1197,treA,Sigma38,1247429.0,1247429
532,ECK120009583,b4241,treR,Sigma70,4467273.0,4467273
533,ECK120009584,b1739,osmE,Sigma70,1822284.0,1822269
534,ECK120009584,b1739,osmE,Sigma38,1822284.0,1822290
535,ECK120009585,b3989,yjaZ,Sigma32,4189743.0,4189743
536,ECK120009586,b1829,htpX,Sigma32,1912630.0,1912630
537,ECK120009587,b0473,htpG,Sigma32,495066.0,495066
538,ECK120009588,b0473,htpG,Sigma32,495077.0,495066
539,ECK120009589,b0140,yadV,Sigma38,156233.0,156243
540,ECK120009590,b0140,yadV,Sigma70,156221.0,156252
541,ECK120009593,b3687,ibpA,Sigma32,3867528.0,3867497
542,ECK120009594,b0730,mngR,Sigma70,765933.0,765933
543,ECK120009595,b4312,fimB,Sigma70,4540802.0,4540896
544,ECK120009597,b2614,grpE,Sigma32,2750757.0,2750757
545,ECK120009599,b3179,rlmE,Sigma32,3327741.0,3327676
546,ECK120009600,b1922,fliA,Sigma70,2001826.0,2001826
547,ECK120009602,b0014,dnaK,Sigma32,12113.0,12113
548,ECK120009603,b0014,dnaK,Sigma32,12132.0,12113
549,ECK120009605,b3049,glgS,Sigma38,3192010.0,3192010
550,ECK120009606,b2592,clpB,Sigma32,2734215.0,2734215
551,ECK120009606,b2592,clpB,Sigma70,2734215.0,2734208
552,ECK120009608,b2527,hscB,Sigma70,2659531.0,2659471
553,ECK120009610,b1136,icd,Sigma70,1194957.0,1195047
554,ECK120009611,b3461,rpoH,Sigma70,3601011.0,3600841
555,ECK120009611,b3461,rpoH,Sigma38,3601011.0,3600841
556,ECK120009612,b3461,rpoH,Sigma24,3600877.0,3600816
557,ECK120009615,b3965,trmA,Sigma32,4163305.0,4163305
558,ECK120009616,b3495,uspA,Sigma70,3639975.0,3640098
559,ECK120009619,b3065,rpsU,Sigma70,3210710.0,3210710
560,ECK120009620,b3065,rpsU,Sigma70,3210728.0,3210710
561,ECK120009621,b3067,rpoD,Sigma70,3212467.0,3212978
562,ECK120009622,b3067,rpoD,Sigma70,3212630.0,3212978
563,ECK120009623,b3067,rpoD,Sigma32,3212685.0,3213023
564,ECK120009624,b2498,upp,Sigma70,2620915.0,2620915
565,ECK120009625,b2742,nlpD,Sigma70,2868791.0,2868775
566,ECK120009626,b2741,rpoS,Sigma70,2868124.0,2867597
567,ECK120009627,b2927,epd,Sigma70,3073830.0,3073732
568,ECK120009627,b2927,epd,Sigma38,3073830.0,3073732
569,ECK120009629,b0882,clpA,Sigma70,923074.0,923248
570,ECK120009633,b0411,tsx,Sigma70,432252.0,432074
571,ECK120009634,b0411,tsx,Sigma70,432098.0,432074
572,ECK120009639,b3816,corA,Sigma70,4001185.0,4001405
573,ECK120009640,b4063,soxR,Sigma70,4277438.0,4277438
574,ECK120009642,b2684,mprA,Sigma70,2810739.0,2810739
575,ECK120009643,b4293,fecI,Sigma70,4518290.0,4518270
576,ECK120009645,b3363,ppiA,Sigma70,3492342.0,3492342
577,ECK120009646,b3363,ppiA,Sigma70,3492398.0,3492342
578,ECK120009647,b3363,ppiA,Sigma70,3492437.0,3492342
579,ECK120009648,b3363,ppiA,Sigma70,3492457.0,3492342
580,ECK120009649,b4132,cadB,Sigma70,4360114.0,4360077
581,ECK120009650,b4123,dcuB,Sigma70,4348774.0,4348774
582,ECK120009652,b3430,glgC,Sigma38,3569576.0,3569392
583,ECK120009653,b1922,fliA,Sigma28,2001815.0,2001815
584,ECK120009654,b3065,rpsU,Sigma70,3210638.0,3210710
585,ECK120009655,b2553,glnB,Sigma70,2687448.0,2687448
586,ECK120009657,b2313,cvpA,Sigma70,2430807.0,2430776
587,ECK120009660,b3356,yhfA,Sigma70,3485954.0,3485840
588,ECK120009661,b2415,ptsH,Sigma32,2533492.0,2533747
589,ECK120009661,b2415,ptsH,Sigma70,2533492.0,2533704
590,ECK120009664,b2415,ptsH,Sigma70,2533595.0,2533704
591,ECK120009668,b1951,rcsA,Sigma70,2023830.0,2023944
592,ECK120009669,b3202,rpoN,Sigma70,3344658.0,3344709
593,ECK120009670,b3730,glmU,Sigma70,3915330.0,3915228
594,ECK120009671,b0216,aspV,Sigma70,236902.0,236902
595,ECK120009672,b0244,thrW,Sigma70,262830.0,262830
596,ECK120009673,b0536,argU,Sigma70,564691.0,564691
597,ECK120009674,b0743,lysT,Sigma70,780506.0,780503
598,ECK120009675,b1665,valV,Sigma70,1746408.0,1746408
599,ECK120009676,b2189,proL,Sigma70,2286199.0,2286196
600,ECK120009677,b2401,valU,Sigma70,2520913.0,2520913
601,ECK120009678,b2814,metZ,Sigma70,2947373.0,2947373
602,ECK120009679,b1977,asnT,Sigma70,2044533.0,2044530
603,ECK120009680,b1986,asnU,Sigma70,2059834.0,2059834
604,ECK120009681,b1989,asnV,Sigma70,2062241.0,2062241
605,ECK120009682,b2348,argW,Sigma70,2466297.0,2466297
606,ECK120009683,b2967,pheV,Sigma70,3110357.0,3110314
607,ECK120009684,b3069,ileX,Sigma70,3215587.0,3215587
608,ECK120009685,b3796,argX,Sigma70,3982353.0,3982353
609,ECK120009686,b3976,thrU,Sigma70,4175373.0,4175373
610,ECK120009687,b4163,glyV,Sigma70,4392302.0,4392302
611,ECK120009688,b4270,leuX,Sigma70,4496375.0,4496375
612,ECK120009689,b0673,metT,Sigma70,697174.0,697174
613,ECK120009690,b0883,serW,Sigma70,926015.0,926015
614,ECK120009691,b0971,serT,Sigma70,1031725.0,1031725
615,ECK120009692,b1032,serX,Sigma70,1097687.0,1097687
616,ECK120009693,b1231,tyrT,Sigma70,1287673.0,1287673
617,ECK120009694,b1911,glyW,Sigma70,1992191.0,1992146
618,ECK120009695,b1975,serU,Sigma70,2043573.0,2043617
619,ECK120009696,b2397,alaW,Sigma70,2518264.0,2518264
620,ECK120009697,b2695,serV,Sigma70,2818708.0,2818708
621,ECK120009698,b3171,metY,Sigma70,3318305.0,3318305
622,ECK120009699,b3174,leuU,Sigma70,3322288.0,3322218
623,ECK120009700,b3545,proK,Sigma70,3708705.0,3708705
624,ECK120009701,b4134,pheU,Sigma70,4362635.0,4362664
625,ECK120009702,b4370,leuQ,Sigma70,4606443.0,4606443
626,ECK120009703,b0113,pdhR,Sigma70,122027.0,122083
627,ECK120009703,b0113,pdhR,Sigma38,122027.0,122027
628,ECK120009704,b0116,lpd,Sigma70,127710.0,127904
629,ECK120009705,b0721,sdhC,Sigma70,754948.0,755152
630,ECK120009706,b2572,rseA,Sigma24,2709639.0,2709461
631,ECK120009707,b1676,pykF,Sigma70,1755461.0,1755686
632,ECK120009708,b4322,uxuA,Sigma70,4551511.0,4551634
633,ECK120009709,b1415,aldA,Sigma70,1488185.0,1488216
634,ECK120009710,b1015,putP,Sigma70,1079156.0,1079260
635,ECK120009713,b1015,putP,Sigma70,1079204.0,1079260
636,ECK120009715,b0034,caiF,Sigma70,34211.0,34234
637,ECK120009716,b0041,fixA,Sigma70,42318.0,42331
638,ECK120009717,b3405,ompR,Sigma70,3536714.0,3536587
639,ECK120009718,b3405,ompR,Sigma70,3536642.0,3536587
640,ECK120009719,b3405,ompR,Sigma70,3536762.0,3536587
641,ECK120009720,b3603,lldP,Sigma70,3777282.0,3777362
642,ECK120009721,b4314,fimA,Sigma70,4542706.0,4543059
643,ECK120009722,b4313,fimE,Sigma70,4541865.0,4541973
644,ECK120009724,b3461,rpoH,Sigma54,3600823.0,3600823
645,ECK120009726,b4150,ampC,Sigma70,4379011.0,4379011
646,ECK120009729,b0921,smtA,Sigma70,973397.0,973491
647,ECK120009734,b1262,trpC,Sigma70,1319953.0,1319819
648,ECK120009735,b2407,xapA,Sigma70,2524916.0,2524916
649,ECK120009735,b2407,xapA,Sigma38,2524916.0,2524916
650,ECK120009737,b1213,ychQ,Sigma70,1266888.0,1266921
651,ECK120009738,b1215,kdsA,Sigma70,1267849.0,1268119
652,ECK120009739,b3171,metY,Sigma70,3318382.0,3318305
653,ECK120009740,b3171,metY,Sigma70,3318305.0,3318305
654,ECK120009741,b4401,arcA,Sigma70,4640516.0,4640380
655,ECK120009742,b4401,arcA,Sigma70,4640516.0,4640380
656,ECK120009743,b4401,arcA,Sigma70,4640536.0,4640380
657,ECK120009744,b4401,arcA,Sigma70,4640603.0,4640380
658,ECK120009745,b4401,arcA,Sigma70,4640696.0,4640380
659,ECK120009746,b4401,arcA,Sigma70,4640806.0,4640380
660,ECK120009747,b4401,arcA,Sigma70,4640687.0,4640380
661,ECK120009748,b1014,putA,Sigma70,1078930.0,1078918
662,ECK120009750,b0733,cydA,Sigma70,771279.0,771387
663,ECK120009751,b4137,cutA,Sigma70,4365398.0,4365421
664,ECK120009752,b0910,cmk,Sigma70,961156.0,961156
665,ECK120009753,b0707,ybgA,Sigma38,738972.0,738972
666,ECK120009754,b2208,napF,Sigma70,2303582.0,2303567
667,ECK120009756,b3574,yiaJ,Sigma70,3742620.0,3742606
668,ECK120009757,b1493,gadB,Sigma38,1572080.0,1572080
669,ECK120009757,b1493,gadB,Sigma70,1572080.0,1572080
670,ECK120009764,b2713,hydN,Sigma54,2838142.0,2838142
671,ECK120009768,b1189,dadA,Sigma70,1237503.0,1237537
672,ECK120009769,b1189,dadA,Sigma70,1237537.0,1237537
673,ECK120009770,b3127,garP,Sigma70,3274940.0,3274943
674,ECK120009771,b2567,rnc,Sigma70,2704232.0,2704064
675,ECK120009775,b0440,hupB,Sigma70,461388.0,461432
676,ECK120009776,b0440,hupB,Sigma70,461324.0,461432
677,ECK120009778,b1388,paaA,Sigma70,1453854.0,1453861
678,ECK120009780,b1661,cfa,Sigma38,1741194.0,1741373
679,ECK120009780,b1661,cfa,Sigma70,1741194.0,1741373
680,ECK120009781,b1661,cfa,Sigma38,1741373.0,1741373
681,ECK120009782,b2784,relA,Sigma70,2913836.0,2913698
682,ECK120009785,b3766,ilvL,Sigma70,3950211.0,3950261
683,ECK120009786,b3766,ilvL,Sigma70,3950282.0,3950261
684,ECK120009789,b1241,adhE,Sigma38,1298317.0,1298177
685,ECK120009790,b0950,pqiA,Sigma70,1011658.0,1011988
686,ECK120009790,b0950,pqiA,Sigma38,1011658.0,1011968
687,ECK120009791,b0950,pqiA,Sigma70,1011653.0,1011988
688,ECK120009791,b0950,pqiA,Sigma38,1011653.0,1011968
689,ECK120009792,b0911,rpsA,Sigma70,961712.0,961935
690,ECK120009793,b0911,rpsA,Sigma70,961855.0,961935
691,ECK120009795,b1286,rnb,Sigma70,1349135.0,1348980
692,ECK120009796,b1286,rnb,Sigma70,1348949.0,1348980
693,ECK120009797,b3517,gadA,Sigma38,3667612.0,3667615
694,ECK120009797,b3517,gadA,Sigma70,3667612.0,3667615
695,ECK120009798,b0450,glnK,Sigma54,472546.0,472546
696,ECK120009799,b3575,yiaK,Sigma70,3742665.0,3742665
697,ECK120009800,b3702,dnaA,Sigma70,3883886.0,3883756
698,ECK120009803,b3421,rtcB,Sigma54,3558117.0,3558117
699,ECK120009804,b4138,dcuA,Sigma70,4366853.0,4366803
700,ECK120009805,b0112,aroP,Sigma70,121654.0,121603
701,ECK120009806,b1988,nac,Sigma54,2061988.0,2061988
702,ECK120009812,b2481,hyfA,Sigma54,2601160.0,2601160
703,ECK120009813,b1399,paaX,Sigma70,1463503.0,1463531
704,ECK120009814,b2677,proV,Sigma70,2804556.0,2804779
705,ECK120009814,b2677,proV,Sigma38,2804556.0,2804747
706,ECK120009815,b2677,proV,Sigma70,2804747.0,2804779
707,ECK120009816,b2677,proV,Sigma70,2804593.0,2804779
708,ECK120009818,b2733,mutS,Sigma38,2857017.0,2857071
709,ECK120009820,b1731,cedA,Sigma70,1813749.0,1813683
710,ECK120009821,b4002,zraP,Sigma54,4201723.0,4201723
711,ECK120009822,b4003,zraS,Sigma54,4201895.0,4201895
712,ECK120009823,b2405,xapR,Sigma70,2522512.0,2522493
713,ECK120009824,b2405,xapR,Sigma70,2522571.0,2522493
714,ECK120009825,b0995,torR,Sigma70,1057991.0,1057961
715,ECK120009826,b1276,acnA,Sigma70,1335780.0,1335780
716,ECK120009827,b1276,acnA,Sigma38,1335417.0,1335774
717,ECK120009827,b1276,acnA,Sigma70,1335417.0,1335780
718,ECK120009828,b0118,acnB,Sigma70,131512.0,131545
719,ECK120009829,b4167,nnr,Sigma70,4393930.0,4394030
720,ECK120009830,b4167,nnr,Sigma70,4394030.0,4394030
721,ECK120009831,b2163,yeiL,Sigma38,2255288.0,2255288
722,ECK120009832,b1020,phoH,Sigma70,1084863.0,1084940
723,ECK120009836,b3390,aroK,Sigma70,3519390.0,3519094
724,ECK120009837,b3390,aroK,Sigma70,3519172.0,3519094
725,ECK120009838,b3388,damX,Sigma70,3517606.0,3517323
726,ECK120009839,b3387,dam,Sigma70,3516260.0,3515961
727,ECK120009840,b3387,dam,Sigma70,3515990.0,3515961
728,ECK120010877,b3930,menA,Sigma70,4120415.0,4120415
729,ECK120010878,b0171,pyrH,Sigma70,191805.0,191805
730,ECK120010881,b3494,uspB,Sigma38,3639853.0,3639760
731,ECK120010882,b4147,efp,Sigma70,4375558.0,4375648
732,ECK120010884,b3862,yihG,Sigma38,4046660.0,4046634
733,ECK120010886,b1923,fliC,Sigma28,2003683.0,2003642
734,ECK120010887,b4355,tsr,Sigma28,4591626.0,4591626
735,ECK120010889,b1071,flgM,Sigma28,1130172.0,1130172
736,ECK120010890,b1082,flgK,Sigma28,1138344.0,1138344
737,ECK120010891,b3072,aer,Sigma28,3219126.0,3219126
738,ECK120010892,b1886,tar,Sigma28,1972723.0,1972723
739,ECK120010893,b1194,ycgR,Sigma28,1244563.0,1244563
740,ECK120010894,b3525,yhjH,Sigma28,3679236.0,3679236
741,ECK120010896,b2942,metK,Sigma38,3086575.0,3086701
742,ECK120010896,b2942,metK,Sigma70,3086575.0,3086640
743,ECK120010897,b1303,pspF,Sigma70,1367951.0,1367971
744,ECK120010898,b1303,pspF,Sigma70,1367933.0,1367971
745,ECK120010899,b1303,pspF,Sigma70,1368044.0,1367971
746,ECK120010900,b2237,inaA,Sigma70,2349507.0,2349531
747,ECK120010902,b3227,dcuD,Sigma70,3374759.0,3374808
748,ECK120010903,b4030,psiE,Sigma70,4240293.0,4240264
749,ECK120010904,b0125,hpt,Sigma70,141353.0,141423
750,ECK120010905,b1114,mfd,Sigma70,1174036.0,1173998
751,ECK120010906,b1114,mfd,Sigma70,1173998.0,1173998
752,ECK120010907,b0346,mhpR,Sigma70,368530.0,368485
753,ECK120010908,b4702,mgtL,Sigma70,4467277.0,4467381
754,ECK120010909,b0805,fiu,Sigma70,841653.0,841549
755,ECK120010910,b1469,narU,Sigma70,1544134.0,1544061
756,ECK120010911,b1469,narU,Sigma38,1544170.0,1544118
757,ECK120010913,b2582,trxC,Sigma70,2718669.0,2718669
758,ECK120010918,b2895,fldB,Sigma70,3039816.0,3039816
759,ECK120010919,b1718,infC,Sigma70,1800826.0,1800639
760,ECK120010920,b3073,patA,Sigma38,3219448.0,3219452
761,ECK120010920,b3073,patA,Sigma54,3219448.0,3219448
762,ECK120010921,b0755,gpmA,Sigma70,787636.0,787637
763,ECK120010921,b0755,gpmA,Sigma38,787636.0,787625
764,ECK120010922,b4451,ryhB,Sigma70,3581023.0,3581023
765,ECK120010924,b2378,lpxP,Sigma24,2495573.0,2495628
766,ECK120010925,b0471,ybaB,Sigma24,493702.0,494028
767,ECK120010926,b2617,bamE,Sigma24,2753481.0,2753599
768,ECK120010927,b4160,psd,Sigma24,4390643.0,4390433
769,ECK120010928,b0377,sbmA,Sigma24,396547.0,396639
770,ECK120010929,b4433,sdsR,Sigma32,1923394.0,1923322
771,ECK120010930,b1806,yeaY,Sigma24,1890566.0,1890566
772,ECK120010931,b3922,yiiS,Sigma24,4112864.0,4112958
773,ECK120010932,b2340,sixA,Sigma70,2457002.0,2456825
774,ECK120010932,b2340,sixA,Sigma24,2457002.0,2456855
775,ECK120010933,b2432,yfeY,Sigma24,2551248.0,2551248
776,ECK120010936,b0331,prpB,Sigma54,348636.0,348636
777,ECK120010940,b0059,rapA,Sigma70,63364.0,63331
778,ECK120010941,b1285,gmr,Sigma38,1346850.0,1346779
779,ECK120010942,b2893,dsbC,Sigma24,3038840.0,3038840
780,ECK120010943,b0178,skp,Sigma24,200446.0,200465
781,ECK120010944,b0179,lpxD,Sigma24,200953.0,200953
782,ECK120010945,b2958,yggN,Sigma24,3101807.0,3101644
783,ECK120010946,b2958,yggN,Sigma24,3101753.0,3101644
784,ECK120010947,b3055,ygiM,Sigma24,3201100.0,3201140
785,ECK120010948,b0177,bamA,Sigma24,197817.0,197893
786,ECK120010949,b3095,yqjA,Sigma24,3247641.0,3247734
787,ECK120010950,b2595,bamD,Sigma24,2735997.0,2736106
788,ECK120010951,b0176,rseP,Sigma24,196466.0,196478
789,ECK120010953,b0054,lptD,Sigma70,57163.0,57129
790,ECK120010954,b0054,lptD,Sigma70,57249.0,57129
791,ECK120010955,b0054,lptD,Sigma24,57340.0,57159
792,ECK120010960,b1296,puuP,Sigma54,1359386.0,1359249
793,ECK120010961,b2556,glrK,Sigma70,2691130.0,2691130
794,ECK120010963,b0578,nfsB,Sigma70,605460.0,605460
795,ECK120010968,b3512,gadE,Sigma38,3658235.0,3658358
796,ECK120010970,b3511,hdeD,Sigma38,3656953.0,3656981
797,ECK120010970,b3511,hdeD,Sigma70,3656953.0,3656980
798,ECK120010978,b3512,gadE,Sigma38,3658344.0,3658358
799,ECK120010981,b0800,ybiB,Sigma70,833064.0,835224
800,ECK120010983,b2464,talA,Sigma38,2578583.0,2578649
801,ECK120011048,b0031,dapB,Sigma70,28336.0,28336
802,ECK120011050,b0161,degP,Sigma24,180838.0,180838
803,ECK120011051,b0166,dapD,Sigma70,185987.0,185987
804,ECK120011052,b0194,proS,Sigma70,218843.0,218843
805,ECK120011060,b1281,pyrF,Sigma70,1341862.0,1341862
806,ECK120011061,b1613,manA,Sigma70,1688549.0,1688526
807,ECK120011062,b1656,sodB,Sigma70,1735318.0,1735318
808,ECK120011065,b1723,pfkB,Sigma38,1806345.0,1806345
809,ECK120011066,b1779,gapA,Sigma32,1862607.0,1862740
810,ECK120011067,b1913,uvrC,Sigma70,1994884.0,1994714
811,ECK120011069,b2029,gnd,Sigma70,2101332.0,2101332
812,ECK120011070,b2323,fabB,Sigma70,2441648.0,2441648
813,ECK120011071,b2514,hisS,Sigma70,2640649.0,2640592
814,ECK120011072,b2552,hmp,Sigma38,2685788.0,2685768
815,ECK120011079,b3360,pabA,Sigma70,3490858.0,3490858
816,ECK120011080,b3556,cspA,Sigma70,3719883.0,3719992
817,ECK120011081,b3556,cspA,Sigma70,3719929.0,3719992
818,ECK120011084,b3781,trxA,Sigma70,3965643.0,3965689
819,ECK120011085,b3781,trxA,Sigma70,3965686.0,3965689
820,ECK120011087,b3864,spf,Sigma70,4049891.0,4049891
821,ECK120011088,b3934,cytR,Sigma70,4124518.0,4124517
822,ECK120011091,b3966,btuB,Sigma70,4163392.0,4163626
823,ECK120011097,b0439,lon,Sigma32,458802.0,458849
824,ECK120011097,b0439,lon,Sigma70,458802.0,458874
825,ECK120011098,b1040,csgD,Sigma38,1103350.0,1103245
826,ECK120011098,b1040,csgD,Sigma70,1103350.0,1103245
827,ECK120011099,b1482,osmC,Sigma70,1556595.0,1556595
828,ECK120011100,b1482,osmC,Sigma38,1556595.0,1556595
829,ECK120011101,b1274,topA,Sigma32,1330970.0,1331016
830,ECK120011102,b1274,topA,Sigma70,1330876.0,1331043
831,ECK120011103,b1274,topA,Sigma70,1330842.0,1331043
832,ECK120011104,b1274,topA,Sigma70,1330812.0,1331043
833,ECK120011105,b1274,topA,Sigma70,1330782.0,1331043
834,ECK120011105,b1274,topA,Sigma38,1330782.0,1331015
835,ECK120011106,b3347,fkpA,Sigma24,3477532.0,3477465
836,ECK120011108,b1779,gapA,Sigma70,1862728.0,1862727
837,ECK120011108,b1779,gapA,Sigma38,1862728.0,1862747
838,ECK120011109,b1779,gapA,Sigma70,1862589.0,1862727
839,ECK120011110,b1779,gapA,Sigma70,1862518.0,1862727
840,ECK120011115,b0441,ppiD,Sigma32,461834.0,461863
841,ECK120011116,b0441,ppiD,Sigma70,461814.0,461847
842,ECK120011118,b2864,glyU,Sigma70,2999075.0,2999075
843,ECK120011119,b2143,cdd,Sigma70,2231811.0,2231811
844,ECK120011120,b2162,rihB,Sigma70,2255259.0,2255259
845,ECK120011122,b4702,mgtL,Sigma70,4467355.0,4467381
846,ECK120011123,b0484,copA,Sigma70,511419.0,511419
847,ECK120011124,b4024,lysC,Sigma70,4233625.0,4233257
848,ECK120011125,b4024,lysC,Sigma70,4233541.0,4233257
849,ECK120011126,b4025,pgi,Sigma70,4233716.0,4233716
850,ECK120011126,b4025,pgi,Sigma38,4233716.0,4233716
851,ECK120011127,b1277,ribA,Sigma70,1339197.0,1339197
852,ECK120011137,b1277,ribA,Sigma70,1339241.0,1339197
853,ECK120011138,b2480,bcp,Sigma70,2600429.0,2600457
