TF name,TF-bs left end,TF-bs right end,strand,Evidence confidence level
Crp,3772002,3772023,forward,Strong
Crp,3772075,3772096,forward,Strong
Crp,3772119,3772140,forward,Strong
Crp,3784254,3784275,reverse,Strong
Crp,3847291,3847312,reverse,Strong
Crp,3853076,3853097,reverse,Strong
Crp,3853076,3853097,reverse,Strong
Crp,3875293,3875312,reverse,Strong
Crp,3888341,3888362,forward,Weak
Crp,3888341,3888362,forward,Weak
Crp,3906748,3906769,reverse,Strong
Crp,3906748,3906769,reverse,Strong
Crp,3906748,3906769,reverse,Strong
Crp,3933249,3933270,forward,Weak
Crp,3965613,3965634,forward,Strong
Crp,3990986,3991007,forward,Strong
Crp,4016287,4016308,forward,Strong
Crp,4016287,4016308,forward,Strong
Crp,4016339,4016360,forward,Strong
Crp,4049804,4049825,forward,Weak
Crp,4050837,4050853,forward,Strong
Crp,4050868,4050884,forward,Strong
Crp,4050915,4050931,forward,Strong
Crp,4058152,4058173,reverse,Strong
Crp,4058152,4058173,reverse,Strong
Crp,4058154,4058175,reverse,Strong
Crp,4058154,4058175,reverse,Strong
Crp,4058283,4058304,reverse,Weak
Crp,4058283,4058304,reverse,Weak
Crp,4074594,4074617,forward,Strong
Crp,4074594,4074617,forward,Strong
Crp,4097554,4097575,reverse,Weak
Crp,4097584,4097605,reverse,Weak
Crp,4097589,4097610,forward,Strong
Crp,4097608,4097629,forward,Strong
Crp,4100649,4100671,reverse,Weak
Crp,4100649,4100671,forward,Weak
Crp,4118188,4118209,reverse,Weak
Crp,4118211,4118232,reverse,Weak
Crp,4124563,4124584,reverse,Strong
Crp,4124563,4124584,reverse,Strong
Crp,4200102,4200123,forward,Strong
Crp,4201671,4201692,forward,Weak
Crp,4215361,4215382,forward,Weak
Crp,4240264,4240285,forward,Strong
Crp,4242364,4242379,reverse,Strong
Crp,4246530,4246551,reverse,Strong
Crp,4246530,4246551,forward,Strong
Crp,4246559,4246580,reverse,Strong
Crp,4246559,4246580,forward,Strong
Crp,4246593,4246614,reverse,Strong
Crp,4246593,4246614,forward,Strong
Crp,4246625,4246646,reverse,Strong
Crp,4246625,4246646,forward,Strong
Crp,4287450,4287471,reverse,Strong
Crp,4287503,4287524,reverse,Strong
Crp,4330274,4330295,forward,Strong
Crp,4330275,4330296,forward,Strong
Crp,4341681,4341702,reverse,Strong
Crp,4341681,4341702,forward,Strong
Crp,4341795,4341816,reverse,Strong
Crp,4341795,4341816,forward,Strong
Crp,4348860,4348881,reverse,Weak
Crp,4350612,4350633,reverse,Strong
Crp,4368512,4368534,reverse,Weak
Crp,4368512,4368534,reverse,Weak
Crp,4400113,4400135,forward,Strong
Crp,4419856,4419877,forward,Strong
Crp,4424923,4424939,forward,Strong
Crp,4436662,4436683,reverse,Strong
Crp,4455680,4455701,forward,Weak
Crp,4466188,4466209,reverse,Weak
Crp,4466260,4466281,reverse,Weak
Crp,4494466,4494488,forward,Weak
Crp,4494466,4494488,reverse,Weak
Crp,4494516,4494537,forward,Weak
Crp,4494516,4494537,reverse,Weak
Crp,4539979,4540000,reverse,Strong
Crp,4539979,4540000,reverse,Strong
Crp,4551344,4551365,reverse,Weak
Crp,4551365,4551386,forward,Weak
Crp,4551365,4551386,reverse,Weak
Crp,4551450,4551471,forward,Strong
Crp,4551450,4551471,reverse,Strong
Crp,4591489,4591511,reverse,Strong
Crp,4595902,4595915,reverse,Weak
Crp,4611130,4611151,forward,Weak
Crp,4611143,4611164,forward,Weak
Crp,4611154,4611175,forward,Weak
Crp,4617174,4617195,forward,Strong
Crp,4617174,4617195,forward,Strong
Crp,4617227,4617248,forward,Strong
Crp-Sxy,1020991,1021013,forward,Weak
CsgD,255731,255741,reverse,Weak
CsgD,403615,403629,forward,Strong
CsgD,403635,403645,forward,Strong
CsgD,1027873,1027887,reverse,Strong
CsgD,1067866,1067880,reverse,Strong
CsgD,1067888,1067902,reverse,Strong
CsgD,1067918,1067932,reverse,Strong
CsgD,1103309,1103323,reverse,Strong
CsgD,1103329,1103343,reverse,Strong
CsgD,1103456,1103470,reverse,Strong
CsgD,1103504,1103518,reverse,Strong
CsgD,1103772,1103786,forward,Strong
CsgD,1103795,1103809,forward,Strong
CsgD,1103816,1103826,forward,Strong
CsgD,1103825,1103839,forward,Strong
CsgD,1130142,1130156,reverse,Strong
CsgD,1130158,1130172,reverse,Strong
CsgD,2001823,2001837,reverse,Strong
CsgD,2013054,2013068,forward,Strong
CsgD,2013054,2013068,reverse,Strong
CsgD,2013054,2013068,reverse,Strong
CsgD,2013069,2013083,forward,Strong
CsgD,2013069,2013083,reverse,Strong
CsgD,2013069,2013083,reverse,Strong
CsgD,3301280,3301294,reverse,Strong
CsgD,3301307,3301321,reverse,Strong
CsgD,3840087,3840101,reverse,Strong
CsgD,3840102,3840116,reverse,Strong
CspA,2339514,2339520,reverse,Weak
CspA,2339542,2339548,reverse,Weak
CspA,2339562,2339568,reverse,Weak
CsqR,4073662,4073687,reverse,Strong
CsqR,4073662,4073687,forward,Strong
CueR,137011,137029,forward,Strong
CueR,511427,511445,reverse,Strong
CueR,817019,817037,forward,Weak
CusR,451577,451593,reverse,Weak
CusR,595512,595528,forward,Strong
CusR,595512,595528,reverse,Strong
CusR,2038870,2038886,forward,Strong
CynR,358700,358708,reverse,Strong
CynR,358700,358708,forward,Strong
CynR,358700,358708,forward,Strong
CynR,358738,358746,reverse,Strong
CynR,358738,358746,forward,Strong
CynR,358738,358746,forward,Strong
CysB,384982,385023,forward,Strong
CysB,385091,385132,forward,Strong
CysB,385146,385187,forward,Strong
CysB,636843,636885,reverse,Weak
CysB,997560,997601,reverse,Strong
CysB,1333751,1333797,forward,Weak
CysB,1350162,1350204,reverse,Weak
CysB,1441775,1441816,reverse,Strong
CysB,1624023,1624065,reverse,Weak
CysB,1893800,1893842,forward,Weak
CysB,2532277,2532318,forward,Strong
CysB,2543601,2543642,reverse,Strong
CysB,2876432,2876473,reverse,Weak
CysB,2891998,2892039,reverse,Weak
CysB,2991285,2991327,forward,Weak
CytR,432110,432136,reverse,Strong
CytR,432140,432158,reverse,Strong
CytR,432150,432170,reverse,Strong
CytR,1100216,1100244,forward,Weak
CytR,2231729,2231745,forward,Strong
CytR,2231747,2231764,forward,Strong
CytR,3105568,3105582,forward,Strong
CytR,3105581,3105599,forward,Strong
CytR,3105589,3105608,forward,Strong
CytR,3492452,3492468,reverse,Strong
CytR,3492452,3492468,reverse,Strong
CytR,3492452,3492468,reverse,Strong
CytR,3492470,3492487,reverse,Strong
CytR,3492470,3492487,reverse,Strong
CytR,3492470,3492487,reverse,Strong
CytR,3600896,3600912,reverse,Strong
CytR,3600896,3600912,reverse,Strong
CytR,3600896,3600912,reverse,Strong
CytR,3600913,3600932,reverse,Strong
CytR,3600913,3600932,reverse,Strong
CytR,3600913,3600932,reverse,Strong
CytR,4016295,4016314,forward,Strong
CytR,4016313,4016329,forward,Strong
CytR,4016321,4016340,forward,Strong
CytR,4124521,4124542,reverse,Strong
CytR,4124544,4124561,reverse,Strong
CytR,4124557,4124580,reverse,Strong
CytR,4617180,4617201,forward,Strong
CytR,4617200,4617216,forward,Strong
CytR,4617208,4617227,forward,Strong
Dan,3206258,3206264,forward,Strong
Dan,3206287,3206293,forward,Strong
Dan,3206329,3206335,forward,Strong
Dan,3206347,3206353,forward,Strong
Dan,3206362,3206369,forward,Strong
DcuR,652066,652083,forward,Strong
DcuR,652127,652144,forward,Strong
DcuR,3683596,3683612,reverse,Strong
DcuR,4349124,4349140,reverse,Strong
DcuR,4349146,4349162,reverse,Strong
DcuR,4382508,4382524,reverse,Strong
DeoR,432245,432260,reverse,Weak
DeoR,4616063,4616078,forward,Strong
DeoR,4616383,4616398,forward,Strong
DeoR,4616663,4616678,forward,Strong
DeoR,4616939,4616954,forward,Strong
DeoR,4616962,4616977,forward,Strong
DeoR,4617262,4617277,forward,Strong
DgoR,3875268,3875280,reverse,Strong
DgoR,3875290,3875301,reverse,Strong
DicA,1647865,1647885,reverse,Strong
DinJ-YafQ,246519,246535,reverse,Strong
DinJ-YafQ,657096,657112,forward,Strong
DnaA,813107,813115,forward,Strong
DnaA,813121,813129,forward,Strong
DnaA,813133,813141,forward,Strong
DnaA,813310,813318,forward,Strong
DnaA,813330,813338,forward,Strong
DnaA,813377,813385,forward,Strong
DnaA,813442,813450,forward,Strong
DnaA,1488178,1488186,forward,Strong
DnaA,2344703,2344711,forward,Strong
DnaA,2344714,2344722,forward,Strong
DnaA,2344737,2344745,forward,Weak
DnaA,2633856,2633864,reverse,Strong
DnaA,2751730,2751738,forward,Weak
DnaA,2751751,2751759,forward,Weak
DnaA,3600890,3600898,reverse,Weak
DnaA,3600914,3600922,reverse,Weak
DnaA,3600914,3600922,reverse,Weak
DnaA,3883918,3883927,reverse,Strong
DnaA,3883918,3883927,reverse,Strong
DnaA,3883929,3883938,reverse,Strong
DnaA,3883929,3883938,reverse,Strong
DnaA,3883935,3883943,reverse,Strong
DnaA,3883935,3883943,reverse,Strong
DnaA,3883939,3883948,reverse,Strong
DnaA,3883939,3883948,reverse,Strong
DnaA,3883951,3883960,reverse,Strong
DnaA,3883951,3883960,reverse,Strong
DnaA,4046835,4046843,forward,Strong
DnaA,4392677,4392685,forward,Strong
DnaA,4392744,4392752,forward,Strong
DpiA,652049,652072,forward,Strong
DpiA,652049,652072,reverse,Strong
DpiA,652049,652072,reverse,Strong
DpiA,652076,652099,reverse,Strong
DpiA,652076,652099,reverse,Strong
DpiA,652076,652099,forward,Strong
DpiA,652118,652141,reverse,Strong
DpiA,652118,652141,reverse,Strong
DpiA,652118,652141,forward,Strong
EnvR,485709,485732,reverse,Strong
EvgA,1584071,1584088,reverse,Strong
EvgA,1586730,1586747,reverse,Strong
EvgA,2168413,2168430,reverse,Strong
EvgA,2483513,2483530,forward,Strong
EvgA,2483513,2483530,forward,Strong
EvgA,2483513,2483530,reverse,Strong
EvgA,2493506,2493523,reverse,Strong
EvgA,2494500,2494517,reverse,Strong
EvgA,2494538,2494555,reverse,Strong
EvgA,2587435,2587453,forward,Weak
ExuR,1610858,1610875,reverse,Weak
ExuR,3244795,3244812,reverse,Weak
ExuR,3244850,3244867,forward,Weak
ExuR,3244850,3244867,reverse,Weak
ExuR,3244874,3244891,reverse,Weak
ExuR,3244976,3244993,forward,Weak
ExuR,3244976,3244993,reverse,Weak
ExuR,3246416,3246433,forward,Strong
ExuR,3246605,3246622,forward,Strong
ExuR,4551350,4551367,forward,Weak
ExuR,4551456,4551473,forward,Weak
ExuR,4554403,4554420,forward,Weak
ExuR,4595807,4595824,reverse,Strong
FabR,1016509,1016526,reverse,Strong
FabR,2441653,2441670,reverse,Strong
FadR,208280,208296,forward,Strong
FadR,243325,243341,reverse,Strong
FadR,464353,464369,forward,Weak
FadR,1016528,1016544,reverse,Weak
FadR,1148470,1148486,forward,Strong
FadR,1234887,1234904,forward,Weak
FadR,1351161,1351177,reverse,Strong
FadR,1889819,1889835,reverse,Strong
FadR,1889905,1889921,reverse,Strong
FadR,2434056,2434072,reverse,Strong
FadR,2441672,2441688,reverse,Strong
FadR,2460496,2460512,reverse,Strong
FadR,2461180,2461196,forward,Strong
FadR,2461205,2461221,forward,Strong
FadR,3231619,3231635,forward,Strong
FadR,3405115,3405131,forward,Strong
FadR,3639979,3639995,forward,Strong
FadR,3640071,3640087,forward,Strong
FadR,4030997,4031013,reverse,Weak
FadR,4223698,4223714,reverse,Strong
FeaR,1447418,1447438,forward,Strong
FeaR,1447439,1447459,forward,Strong
FeaR,1451442,1451462,reverse,Strong
FeaR,1451463,1451484,reverse,Strong
FhlA,2601034,2601047,forward,Weak
FhlA,2849869,2849882,forward,Strong
FhlA,2849869,2849882,forward,Strong
FhlA,2849900,2849913,forward,Strong
FhlA,2849900,2849913,forward,Strong
FhlA,2850539,2850552,reverse,Strong
FhlA,2850553,2850566,reverse,Strong
FhlA,4299505,4299518,reverse,Strong
FhlA,4299530,4299543,reverse,Strong
Fis,29386,29405,forward,Weak
Fis,29439,29458,forward,Weak
Fis,29461,29480,forward,Weak
Fis,127681,127695,forward,Strong
Fis,131340,131354,forward,Weak
Fis,131438,131452,forward,Weak
Fis,131482,131496,forward,Weak
Fis,223297,223311,forward,Strong
Fis,223344,223358,forward,Strong
Fis,223387,223401,forward,Strong
Fis,223407,223421,forward,Strong
Fis,236830,236844,forward,Weak
Fis,262768,262782,forward,Weak
Fis,424920,424934,forward,Strong
Fis,461180,461194,forward,Strong
Fis,461180,461194,forward,Strong
Fis,461203,461217,forward,Strong
Fis,461203,461217,forward,Strong
Fis,461235,461249,forward,Strong
Fis,461235,461249,forward,Strong
Fis,461465,461479,forward,Strong
Fis,461465,461479,forward,Strong
Fis,564631,564645,forward,Weak
Fis,697223,697237,reverse,Weak
Fis,780433,780447,forward,Weak
Fis,848953,848967,reverse,Strong
Fis,848969,848983,reverse,Strong
Fis,940783,940797,forward,Weak
Fis,940821,940840,forward,Weak
Fis,940874,940888,forward,Weak
Fis,953574,953588,reverse,Weak
Fis,1004721,1004735,forward,Weak
Fis,1031772,1031786,reverse,Weak
Fis,1031956,1031970,forward,Weak
Fis,1063927,1063941,reverse,
Fis,1063927,1063941,reverse,Strong
Fis,1097744,1097758,reverse,Weak
Fis,1157614,1157628,forward,Strong
Fis,1157614,1157628,forward,Strong
Fis,1157640,1157654,forward,Strong
Fis,1157640,1157654,forward,Strong
Fis,1157679,1157693,forward,Strong
Fis,1157679,1157693,forward,Strong
Fis,1157740,1157754,forward,Strong
Fis,1157740,1157754,forward,Strong
Fis,1157740,1157754,forward,Strong
Fis,1157761,1157775,forward,Strong
Fis,1157761,1157775,forward,Strong
Fis,1157761,1157775,forward,Strong
Fis,1165862,1165876,forward,Strong
Fis,1165913,1165927,forward,Strong
Fis,1166035,1166049,forward,Strong
Fis,1230441,1230455,reverse,Weak
Fis,1230451,1230465,reverse,Weak
Fis,1230522,1230536,reverse,Weak
Fis,1230569,1230583,reverse,Weak
Fis,1230651,1230665,reverse,Weak
Fis,1277880,1277899,forward,Weak
Fis,1279697,1279711,forward,Weak
Fis,1279734,1279748,forward,Weak
Fis,1287736,1287750,reverse,Strong
Fis,1287756,1287770,reverse,Strong
Fis,1287787,1287801,reverse,Strong
Fis,1292927,1292941,reverse,Strong
Fis,1292961,1292975,reverse,Strong
Fis,1293022,1293036,reverse,Strong
Fis,1293069,1293083,reverse,Strong
Fis,1293125,1293139,reverse,Strong
Fis,1293194,1293208,reverse,Strong
Fis,1293233,1293247,reverse,Strong
Fis,1298448,1298462,reverse,Strong
Fis,1298474,1298488,reverse,Strong
Fis,1298554,1298568,reverse,Strong
Fis,1330717,1330731,forward,Strong
Fis,1330717,1330731,forward,Strong
Fis,1330743,1330757,forward,Strong
Fis,1330743,1330757,forward,Strong
Fis,1330774,1330788,forward,Strong
Fis,1330774,1330788,forward,Strong
Fis,1330795,1330809,forward,Strong
Fis,1330795,1330809,forward,Strong
Fis,1330816,1330830,forward,Strong
Fis,1330816,1330830,forward,Strong
Fis,1330844,1330858,forward,Strong
Fis,1330879,1330893,forward,Strong
Fis,1330911,1330925,forward,Strong
Fis,1330943,1330957,forward,Strong
Fis,1330963,1330977,forward,Strong
Fis,1330992,1331006,forward,Strong
Fis,1400359,1400373,reverse,Strong
Fis,1492283,1492297,forward,Weak
Fis,1492372,1492386,forward,Weak
Fis,1572029,1572043,reverse,Weak
Fis,1572092,1572106,reverse,Weak
Fis,1572124,1572138,reverse,Weak
Fis,1572170,1572184,reverse,Weak
Fis,1619005,1619019,forward,Strong
Fis,1638757,1638771,reverse,Weak
Fis,1638765,1638779,reverse,Weak
Fis,1638792,1638806,reverse,Weak
Fis,1638825,1638839,reverse,Weak
Fis,1638888,1638902,reverse,Weak
Fis,1638893,1638907,reverse,Weak
Fis,1646309,1646323,forward,Weak
Fis,1813809,1813823,forward,Weak
Fis,1822251,1822265,reverse,Strong
Fis,1822307,1822321,reverse,Strong
Fis,1822362,1822376,reverse,Strong
Fis,1880018,1880032,reverse,Strong
Fis,1880042,1880056,reverse,Strong
Fis,2286134,2286148,forward,Weak
Fis,2339492,2339506,reverse,Strong
Fis,2344425,2344439,forward,Strong
Fis,2344479,2344493,forward,Strong
Fis,2344549,2344563,forward,Strong
Fis,2344592,2344606,forward,Strong
Fis,2344620,2344634,forward,Weak
Fis,2352396,2352410,forward,Weak
Fis,2352396,2352410,reverse,Weak
Fis,2352460,2352474,forward,Weak
Fis,2352460,2352474,reverse,Weak
Fis,2352508,2352522,forward,Weak
Fis,2352508,2352522,reverse,Weak
Fis,2352515,2352529,forward,Weak
Fis,2352515,2352529,reverse,Weak
Fis,2352557,2352571,forward,Weak
Fis,2352557,2352571,reverse,Weak
Fis,2352610,2352624,forward,Weak
Fis,2352610,2352624,reverse,Weak
Fis,2405466,2405480,reverse,Strong
Fis,2405526,2405540,reverse,Strong
Fis,2405563,2405577,reverse,Strong
Fis,2466227,2466241,forward,Weak
Fis,2518322,2518336,reverse,Weak
Fis,2520803,2520817,forward,Strong
Fis,2520803,2520817,reverse,Strong
Fis,2520824,2520838,forward,Strong
Fis,2520824,2520838,reverse,Strong
Fis,2520844,2520858,forward,Strong
Fis,2520844,2520858,reverse,Strong
Fis,2634072,2634086,reverse,Strong
Fis,2634093,2634107,reverse,Strong
Fis,2634111,2634125,reverse,Strong
Fis,2716526,2716540,reverse,Weak
Fis,2716633,2716647,reverse,Weak
Fis,2716675,2716689,reverse,Weak
Fis,2731512,2731526,reverse,Strong
Fis,2731532,2731546,reverse,Strong
Fis,2731553,2731567,reverse,Strong
Fis,2911401,2911415,reverse,Strong
Fis,2911401,2911415,reverse,Strong
Fis,2999124,2999138,reverse,Weak
Fis,3100810,3100824,reverse,Weak
Fis,3100852,3100866,reverse,Weak
Fis,3110283,3110297,forward,Weak
Fis,3128079,3128093,forward,Weak
Fis,3128109,3128123,forward,Weak
Fis,3128133,3128147,forward,Weak
Fis,3128270,3128284,forward,Weak
Fis,3219330,3219344,forward,Weak
Fis,3270575,3270589,reverse,Strong
Fis,3270635,3270649,reverse,Strong
Fis,3270703,3270717,reverse,Strong
Fis,3270741,3270755,reverse,Strong
Fis,3318365,3318379,reverse,Weak
Fis,3318365,3318379,reverse,Weak
Fis,3318365,3318379,reverse,Weak
Fis,3373593,3373612,reverse,Weak
Fis,3373593,3373612,reverse,Weak
Fis,3373634,3373653,reverse,Weak
Fis,3373634,3373653,reverse,Weak
Fis,3373663,3373682,reverse,Weak
Fis,3373663,3373682,reverse,Weak
Fis,3378679,3378699,reverse,Weak
Fis,3410018,3410032,forward,Strong
Fis,3410096,3410110,forward,Strong
Fis,3410138,3410152,forward,Strong
Fis,3410156,3410170,forward,Strong
Fis,3410197,3410211,forward,Strong
Fis,3410264,3410278,forward,Strong
Fis,3429111,3429125,reverse,Strong
Fis,3429131,3429145,reverse,Strong
Fis,3429166,3429180,reverse,Strong
Fis,3429184,3429198,reverse,Weak
Fis,3429214,3429228,reverse,Strong
Fis,3485854,3485868,forward,Strong
Fis,3485854,3485868,forward,Strong
Fis,3485854,3485868,forward,Strong
Fis,3485975,3485989,forward,Strong
Fis,3485975,3485989,forward,Strong
Fis,3485976,3485990,forward,Strong
Fis,3485993,3486007,forward,Strong
Fis,3485993,3486007,forward,Strong
Fis,3485994,3486008,forward,Strong
Fis,3486013,3486027,forward,Strong
Fis,3486013,3486027,forward,Strong
Fis,3486014,3486028,forward,Strong
Fis,3493838,3493852,forward,Strong
Fis,3493883,3493897,forward,Strong
Fis,3494002,3494016,forward,Strong
Fis,3667616,3667635,reverse,Weak
Fis,3667692,3667711,reverse,Weak
Fis,3667716,3667735,reverse,Weak
Fis,3667745,3667764,reverse,Weak
Fis,3708763,3708777,reverse,Weak
Fis,3719756,3719770,forward,Strong
Fis,3719810,3719824,forward,Strong
Fis,3719893,3719907,forward,Strong
Fis,3719968,3719982,forward,Strong
Fis,3720000,3720014,forward,Weak
Fis,3730978,3730997,forward,Weak
Fis,3730985,3731004,forward,Weak
Fis,3731081,3731100,forward,Weak
Fis,3756557,3756571,reverse,Strong
Fis,3756576,3756590,reverse,Strong
Fis,3756641,3756655,reverse,Strong
Fis,3756663,3756677,reverse,Strong
Fis,3756686,3756700,reverse,Strong
Fis,3772317,3772331,forward,Weak
Fis,3880205,3880219,reverse,Strong
Fis,3880252,3880266,reverse,Strong
Fis,3906717,3906731,reverse,Strong
Fis,3906717,3906731,reverse,Strong
Fis,3906742,3906756,reverse,Strong
Fis,3906742,3906756,reverse,Strong
Fis,3941388,3941402,forward,Strong
Fis,3941408,3941422,forward,Strong
Fis,3941439,3941453,forward,Strong
Fis,3982282,3982296,forward,Weak
Fis,4031031,4031050,reverse,Weak
Fis,4035099,4035113,forward,Strong
Fis,4035121,4035135,forward,Strong
Fis,4035141,4035155,forward,Strong
Fis,4035161,4035175,forward,Strong
Fis,4058155,4058169,reverse,Strong
Fis,4058155,4058169,reverse,Strong
Fis,4163335,4163349,reverse,Weak
Fis,4166217,4166231,forward,Strong
Fis,4166258,4166272,forward,Strong
Fis,4166289,4166303,forward,Strong
Fis,4175251,4175265,forward,Strong
Fis,4175283,4175297,forward,Strong
Fis,4175303,4175317,forward,Strong
Fis,4199914,4199928,forward,Strong
Fis,4199949,4199963,forward,Strong
Fis,4200001,4200015,forward,Strong
Fis,4200075,4200089,forward,Strong
Fis,4207686,4207700,forward,Strong
Fis,4207713,4207727,forward,Strong
Fis,4207739,4207753,forward,Strong
Fis,4207755,4207769,forward,Strong
Fis,4207784,4207798,forward,Strong
Fis,4246404,4246423,reverse,Weak
Fis,4246571,4246590,reverse,Weak
Fis,4287443,4287457,reverse,Strong
Fis,4287482,4287496,reverse,Strong
Fis,4287649,4287663,forward,Strong
Fis,4287649,4287663,reverse,Strong
Fis,4287649,4287663,reverse,Strong
Fis,4330319,4330333,forward,Strong
Fis,4330359,4330373,forward,Strong
Fis,4362694,4362708,reverse,Weak
Fis,4442256,4442275,reverse,Weak
Fis,4442292,4442311,reverse,Weak
Fis,4496304,4496318,forward,Weak
Fis,4606498,4606512,reverse,Weak
Fis,4611134,4611153,forward,Weak
Fis,4611215,4611234,forward,Weak
Fis,4617169,4617183,forward,Weak
FlhDC,687935,687953,reverse,Strong
FlhDC,687950,687966,reverse,Strong
FlhDC,1130917,1130933,reverse,Weak
FlhDC,1130917,1130933,forward,Strong
FlhDC,1130943,1130959,forward,Strong
FlhDC,1130945,1130961,reverse,Weak
FlhDC,1966247,1966263,reverse,Strong
FlhDC,1966275,1966293,reverse,Strong
FlhDC,1988124,1988140,forward,Strong
FlhDC,1988151,1988167,forward,Strong
FlhDC,2001849,2001865,reverse,Strong
FlhDC,2001878,2001894,reverse,Strong
FlhDC,2003740,2003756,forward,Strong
FlhDC,2003768,2003784,forward,Strong
FlhDC,2013068,2013086,reverse,Strong
FlhDC,2013068,2013086,forward,Strong
FlhDC,2013097,2013113,reverse,Strong
FlhDC,2013097,2013113,forward,Strong
FlhDC,2019511,2019527,forward,Strong
FlhDC,2019539,2019555,forward,Strong
FliZ,1346857,1346905,reverse,Strong
FliZ,1978370,1978399,reverse,Strong
FliZ,2214816,2214845,forward,Strong
FliZ,3656757,3656812,reverse,Strong
FliZ,3658325,3658383,forward,Strong
Fnr,34156,34169,forward,Weak
Fnr,42072,42085,reverse,Weak
Fnr,42121,42134,forward,Weak
Fnr,42121,42134,reverse,Weak
Fnr,121977,121990,forward,Weak
Fnr,121977,121990,forward,Weak
Fnr,451839,451852,reverse,Weak
Fnr,612537,612550,forward,Weak
Fnr,636706,636719,reverse,Weak
Fnr,636983,636996,reverse,Weak
Fnr,652022,652035,forward,Weak
Fnr,652022,652035,reverse,Weak
Fnr,656110,656123,reverse,Weak
Fnr,656140,656153,reverse,Weak
Fnr,656192,656205,reverse,Weak
Fnr,771110,771123,forward,Strong
Fnr,771110,771123,forward,Strong
Fnr,771110,771123,forward,Strong
Fnr,771110,771123,forward,Strong
Fnr,771162,771175,forward,Strong
Fnr,771162,771175,forward,Strong
Fnr,771162,771175,forward,Strong
Fnr,771162,771175,forward,Strong
Fnr,816781,816794,forward,Weak
Fnr,866354,866367,reverse,Strong
Fnr,913911,913924,reverse,Strong
Fnr,913911,913924,reverse,Strong
Fnr,931115,931128,reverse,Weak
Fnr,940775,940788,forward,Strong
Fnr,954527,954540,reverse,Strong
Fnr,954866,954879,reverse,Strong
Fnr,1165891,1165904,forward,Strong
Fnr,1165935,1165948,forward,Strong
Fnr,1212154,1212167,reverse,Weak
Fnr,1230521,1230534,reverse,Strong
Fnr,1263645,1263658,forward,Strong
Fnr,1277664,1277677,reverse,Weak
Fnr,1277845,1277858,reverse,Strong
Fnr,1277846,1277859,forward,Strong
Fnr,1277877,1277890,reverse,Weak
Fnr,1277884,1277897,forward,Strong
Fnr,1279759,1279772,forward,Strong
Fnr,1298345,1298358,reverse,Weak
Fnr,1313858,1313871,forward,Strong
Fnr,1313903,1313916,forward,Strong
Fnr,1335734,1335747,forward,Weak
Fnr,1360933,1360946,reverse,Weak
Fnr,1388856,1388869,reverse,Weak
Fnr,1399546,1399559,reverse,Strong
Fnr,1409080,1409093,forward,Strong
Fnr,1488173,1488186,forward,Weak
Fnr,1547268,1547281,forward,Strong
Fnr,1547268,1547281,forward,Strong
Fnr,1547323,1547336,forward,Strong
Fnr,1624277,1624290,forward,Weak
Fnr,1657956,1657970,forward,Strong
Fnr,1754678,1754691,reverse,Strong
Fnr,2255255,2255268,forward,Weak
Fnr,2303632,2303645,reverse,Strong
Fnr,2352536,2352549,forward,Weak
Fnr,2352536,2352549,reverse,Weak
Fnr,2352576,2352589,forward,Weak
Fnr,2352576,2352589,reverse,Weak
Fnr,2405196,2405209,reverse,Strong
Fnr,2601059,2601072,forward,Weak
Fnr,2620954,2620967,forward,Strong
Fnr,2620964,2620977,reverse,Weak
Fnr,2629066,2629079,reverse,Strong
Fnr,2685795,2685808,forward,Strong
Fnr,2716557,2716570,reverse,Strong
Fnr,2716557,2716570,reverse,Strong
Fnr,2716610,2716623,reverse,Strong
Fnr,2832292,2832305,forward,Weak
Fnr,2850683,2850696,forward,Strong
Fnr,2850683,2850696,forward,Strong
Fnr,2850789,2850802,forward,Strong
Fnr,2850789,2850802,forward,Strong
Fnr,3100786,3100799,reverse,Strong
Fnr,3219163,3219176,reverse,Weak
Fnr,3267192,3267205,reverse,Weak
Fnr,3267235,3267248,reverse,Weak
Fnr,3354476,3354489,forward,Weak
Fnr,3493939,3493952,forward,Strong
Fnr,3539956,3539978,forward,Weak
Fnr,3552631,3552644,reverse,Weak
Fnr,3613581,3613595,forward,Strong
Fnr,3665992,3666005,reverse,Weak
Fnr,3665992,3666005,reverse,Weak
Fnr,3667590,3667603,reverse,Weak
Fnr,3669296,3669309,reverse,Strong
Fnr,3708026,3708039,reverse,Weak
Fnr,3931193,3931206,reverse,Strong
Fnr,3931323,3931336,reverse,Strong
Fnr,4100715,4100728,forward,Weak
Fnr,4133693,4133706,forward,Weak
Fnr,4133709,4133722,forward,Weak
Fnr,4252436,4252449,forward,Weak
Fnr,4287623,4287636,forward,Strong
Fnr,4347399,4347412,reverse,Weak
Fnr,4347403,4347416,reverse,Weak
Fnr,4347456,4347469,reverse,Weak
Fnr,4348803,4348816,reverse,Weak
Fnr,4362113,4362126,reverse,Weak
Fnr,4368466,4368479,reverse,Weak
Fnr,4368466,4368479,reverse,Weak
Fnr,4382451,4382464,reverse,Weak
Fnr,4462865,4462878,reverse,Strong
Fnr,4462896,4462909,reverse,Strong
Fnr,4640584,4640597,reverse,Weak
Fnr,4640584,4640597,reverse,Weak
Fur,167430,167448,forward,Strong
Fur,451857,451875,reverse,Weak
Fur,612650,612668,reverse,Strong
Fur,612650,612668,forward,Strong
