,locus_tag,name,left,right,strand,tss,sigma_factor,box_10_left,box_10_right,box_35_left,box_35_right
872,BSU_11190,argC,1195034,1196071,1,1194971,A,1194955,1194960,1194926,1194931
874,BSU_11210,argB,1197326,1198102,1,1195002,A,1194989,1194994,1194969,1194974
876,BSU_11260,yjzC,1204506,1204685,1,1204490,"F, G",1204477,1204482,1204448,1204453
877,BSU_11270,yjzD,1204731,1204916,-1,1204962,A,1204969,1204974,1204991,1204996
878,BSU_11280,yjaU,1205165,1205899,1,1205040,A,1205031,1205036,1205009,1205014
879,new_1205658_1206260_c,S400,1205658,1206260,-1,1206260,?,1206266,1206271,1206292,1206297
882,BSU_11310,comZ,1207597,1207788,1,1205106,K,1205093,1205098,1205066,1205071
883,BSU_11320,yjzB,1207818,1208057,-1,1208091,K,1208104,1208109,1208127,1208132
884,BSU_11330,fabHA,1208222,1209160,1,1208154,A,1208136,1208141,1208115,1208120
886,BSU_11350,yjaZ,1210500,1211285,1,1210473,K,1210453,1210458,1210443,1210448
887,BSU_11360,appD,1211477,1212463,1,1211372,A,1211358,1211363,1211327,1211332
890,BSU_11382,appA/2,1214001,1215167,1,1213460,?,1213451,1213456,1213427,1213432
893,BSU_11410,yjbA,1217326,1218078,1,1217289,"E, F",1217281,1217286,1217256,1217261
894,BSU_11420,trpS,1218113,1219105,-1,1219410,A,1219421,1219426,1219448,1219453
895,BSU_11430,oppA,1219849,1221486,1,1219687,A,1219680,1219685,1219652,1219657
898,BSU_11480,yjbB,1225557,1226774,1,1225516,A,1225498,1225503,1225480,1225485
899,BSU_11490,yjbC,1226938,1227516,1,1226830,?,1226814,1226819,1226800,1226805
900,BSU_11500,spx,1227697,1228092,1,1226862,"W, X, Y",1226851,1226856,1226828,1226833
901,BSU_11510,yjbE,1228135,1228791,-1,1228836,"E, F",1228842,1228847,1228874,1228879
903,BSU_11520,mecA,1229068,1229724,1,1229015,A,1229002,1229007,1228975,1228980
904,BSU_11530,coiA,1229915,1231036,1,1229850,H,1229842,1229847,1229812,1229817
906,BSU_11549,yizD,1233133,1233300,-1,1233336,"E, F",1233350,1233355,1233370,1233375
907,BSU_misc_RNA_67,roxS,1233405,1233543,1,1233399,A,1233379,1233384,1233356,1233361
908,BSU_11550,yjbH,1233614,1234513,-1,1235088,A,1235100,1235105,1235115,1235120
909,new_1233877_1235778,S416,1233877,1235778,1,1233861,"E, F",1233843,1233848,1233827,1233832
910,BSU_11570,cwlQ,1235163,1235708,-1,1236066,D,1236081,1236086,1236093,1236098
911,BSU_11580,yjbK,1235912,1236484,-1,1236530,A,1236533,1236538,1236558,1236563
912,BSU_11590,yjbL,1236609,1236977,1,1236562,A,1236544,1236549,1236520,1236525
913,BSU_11640,cpaA,1240356,1242200,1,1240278,A,1240262,1240267,1240233,1240238
914,BSU_11650,tenA,1242449,1243159,1,1242229,A,1242210,1242215,1242198,1242203
915,BSU_11720,fabI,1247788,1248564,1,1247728,A,1247718,1247723,1247684,1247689
916,BSU_11730,cotO,1248665,1249348,1,1248648,"E, F",1248632,1248637,1248606,1248611
917,BSU_11740,cotZ,1249442,1249888,-1,1250543,K,1250552,1250557,1250579,1250584
918,BSU_11750,cotY,1250016,1250504,-1,1250607,"E, F",1250608,1250613,1250647,1250652
919,BSU_11760,cotX,1250656,1251174,-1,1251195,K,1251199,1251204,1251220,1251225
920,BSU_11770,cotW,1251273,1251590,-1,1252041,K,1252051,1252056,1252079,1252084
922,BSU_11790,yjcA,1252177,1252533,1,1250531,?,1250511,1250516,1250488,1250493
924,new_1252566_1252752,S423,1252566,1252752,1,1252566,K,1252549,1252554,1252522,1252527
925,BSU_11799,yjzK,1252815,1253021,1,1252801,K,1252793,1252798,1252757,1252762
926,BSU_11800,yjcB,1252858,1253073,1,1252802,K,1252793,1252798,1252757,1252762
929,BSU_11820,yjcD,1253713,1255992,-1,1256040,A,1256048,1256053,1256071,1256076
930,BSU_11839,yjzE,1256109,1256363,1,1255943,H,1255931,1255936,1255899,1255904
931,BSU_11840,yjcF,1256436,1256858,-1,1258196,A,1258206,1258211,1258234,1258239
932,BSU_11870,metI,1258492,1259613,1,1258282,A,1258262,1258267,1258243,1258248
933,BSU_11890,yjcK,1260811,1261356,-1,1262646,A,1262648,1262653,1262686,1262691
934,BSU_tRNA_83,trnSL-Val2,1262788,1262861,1,1260805,L,1260790,1260795,1260765,1260770
935,BSU_11910,yjcM,1263702,1264931,-1,1265021,A,1265036,1265041,1265049,1265054
936,BSU_11920,yjcN,1265057,1265377,1,1265007,A,1264992,1264997,1264974,1264979
937,BSU_11940,yjcP,1266614,1267117,1,1266349,A,1266329,1266334,1266315,1266320
939,BSU_11970,yjcS,1268275,1268592,1,1268269,A,1268258,1268263,1268236,1268241
940,BSU_11990,yjdB,1269733,1270080,-1,1270125,H,1270130,1270135,1270163,1270168
941,BSU_12000,manR,1270631,1272577,1,1270555,A,1270546,1270551,1270518,1270523
942,BSU_12010,manP,1272725,1274677,1,1272683,A,1272668,1272673,1272641,1272646
943,BSU_12020,manA,1274692,1275639,1,1275740,A,1275721,1275726,1275699,1275704
944,BSU_12040,yjdG,1276337,1276843,-1,1276874,A,1276885,1276890,1276914,1276919
945,BSU_12050,yjdH,1277062,1277457,-1,1277493,"E, F",1277500,1277505,1277525,1277530
946,BSU_12060,yjdI,1277686,1278165,1,1277633,A,1277621,1277626,1277595,1277600
947,BSU_12069,yjzH,1278205,1278399,-1,1278429,"W, X, Y",1278431,1278436,1278469,1278474
948,BSU_12070,yjdJ,1278565,1278894,-1,1278944,A,1278952,1278957,1278975,1278980
949,new_1279022_1279523,S444,1279022,1279523,1,1279022,A,1279004,1279009,1278992,1278997
950,BSU_12080,ctaO,1279514,1280503,-1,1280507,A,1280507,1280512,1280532,1280537
952,BSU_12090,cotT,1280626,1280874,-1,1281012,A,1281027,1281032,1281050,1281055
953,BSU_12100,pdaC,1281128,1282531,1,1281023,A,1281012,1281017,1280990,1280995
954,BSU_12110,yjfA,1282571,1283044,-1,1283084,"E, F",1283092,1283097,1283121,1283126
955,BSU_12120,yjfB,1283169,1283336,-1,1283357,D,1283371,1283376,1283390,1283395
956,BSU_12140,yjgA,1284371,1284769,-1,1284817,A,1284818,1284823,1284857,1284862
957,BSU_12150,yjgB,1284870,1285445,-1,1285479,B,1285486,1285491,1285505,1285510
958,BSU_12160,yjgC,1285591,1288548,1,1285542,B,1285534,1285539,1285498,1285503
959,BSU_12180,yjhA,1289298,1289939,1,1289259,A,1289253,1289258,1289225,1289230
961,BSU_12200,yjiA,1290675,1290953,-1,1291001,A,1291010,1291015,1291029,1291034
962,BSU_12210,yjiB,1291344,1292534,1,1291171,A,1291164,1291169,1291126,1291131
963,BSU_12229,yjzI,1293776,1293964,-1,1293993,A,1294002,1294007,1294025,1294030
964,BSU_12230,yjjA,1294138,1294950,1,1294084,A,1294066,1294071,1294050,1294055
965,BSU_12260,yjlA,1296620,1297594,-1,1297641,A,1297652,1297657,1297670,1297675
966,BSU_12270,yjlB,1297726,1298223,1,1297701,B,1297695,1297700,1297665,1297670
967,BSU_12280,yjlC,1298612,1299034,1,1298355,A,1298348,1298353,1298317,1298322
968,BSU_12300,uxaC,1300450,1301871,1,1300143,?,1300129,1300134,1300113,1300118
970,BSU_12320,yjmC,1303423,1304436,1,1300397,A,1300377,1300382,1300353,1300358
972,BSU_12340,uxuA,1305486,1306565,1,1303343,"E, F",1303333,1303338,1303301,1303306
974,BSU_12360,exuT,1307446,1308714,1,1303368,E,1303353,1303358,1303334,1303339
976,BSU_12380,uxaB,1309880,1311322,1,1308679,?,1308663,1308668,1308644,1308649
978,BSU_12400,yjnA,1312851,1313615,-1,1313661,A,1313666,1313671,1313699,1313704
979,BSU_12410,bstD,1313840,1314304,-1,1314350,A,1314352,1314357,1314387,1314392
980,BSU_12420,yjoB,1314453,1315724,1,1314424,"W, X, Y",1314415,1314420,1314390,1314395
981,BSU_12430,rapA,1315869,1317005,1,1315838,A,1315824,1315829,1315807,1315812
982,BSU_12450,yjpA,1317157,1317414,-1,1317442,A,1317453,1317458,1317476,1317481
983,BSU_12460,xlyB,1317535,1318488,1,1317497,?,1317489,1317494,1317456,1317461
984,BSU_12470,yjqA,1318528,1318905,-1,1318940,A,1318949,1318954,1318973,1318978
985,BSU_12480,pghB,1319011,1319613,1,1318443,?,1318425,1318430,1318407,1318412
986,BSU_12490,yjqC,1319690,1320526,1,1318974,A,1318959,1318964,1318944,1318949
987,BSU_12510,xre,1321329,1321670,-1,1321712,A,1321723,1321728,1321749,1321754
988,BSU_12519,yjzJ,1321848,1322027,1,1321790,A,1321777,1321782,1321760,1321765
989,BSU_12570,xtmA,1325096,1325893,1,1325005,?,1324992,1324997,1324963,1324968
992,BSU_12600,xkdF,1328702,1329529,1,1328239,K,1328232,1328237,1328205,1328210
995,BSU_12620,xkdH,1330892,1331248,1,1346693,?,1346680,1346685,1346653,1346658
996,BSU_12820,spoIISB,1348442,1348612,-1,1349210,A,1349211,1349216,1349247,1349252
997,BSU_12830,spoIISA,1348612,1349358,-1,1349397,"E, F",1349405,1349410,1349426,1349431
998,BSU_12840,pit,1349468,1350469,-1,1351137,A,1351151,1351156,1351168,1351173
999,BSU_12850,ykaA,1350482,1351099,-1,1351236,A,1351240,1351245,1351267,1351272
1000,BSU_12860,steT,1351375,1352691,-1,1352754,A,1352766,1352771,1352787,1352792
1001,BSU_12870,mhqA,1353080,1354030,1,1353011,A,1352995,1353000,1352968,1352973
1002,BSU_12880,ykcB,1354285,1356435,1,1355234,?,1355223,1355228,1355192,1355197
1003,new_1357486_1357852_c,S462,1357486,1357852,-1,1357852,"W, X, Y",1357858,1357863,1357886,1357891
1004,BSU_12900,htrA,1357936,1359285,-1,1359345,A,1359356,1359361,1359371,1359376
1005,BSU_12910,proG,1359454,1360272,1,1359345,A,1359329,1359334,1359310,1359315
1006,BSU_12920,dppA,1360401,1361225,1,1360365,A,1360350,1360355,1360325,1360330
1009,BSU_12950,dppD,1363141,1364148,1,1362890,"E, F",1362882,1362887,1362857,1362862
1012,BSU_13010,ykgB,1369876,1370925,-1,1370963,A,1370964,1370969,1370998,1371003
1013,BSU_13020,ykgA,1371015,1371875,-1,1371917,B,1371918,1371923,1371943,1371948
1014,BSU_13030,ykhA,1372035,1372553,1,1371977,A,1371965,1371970,1371935,1371940
1015,BSU_13040,hmp,1372792,1373991,1,1372636,"F, G",1372620,1372625,1372596,1372601
1017,BSU_13070,bstF,1375260,1375787,1,1375234,H,1375229,1375234,1375189,1375194
1018,BSU_13090,ykkC,1376517,1376855,1,1376313,A,1376299,1376304,1376272,1376277
1019,BSU_13110,ykkE,1377243,1378145,1,1377203,A,1377186,1377191,1377159,1377164
1020,BSU_13120,proB,1378496,1379593,1,1378226,A,1378208,1378213,1378194,1378199
1021,BSU_13130,proA,1379605,1380852,1,1378687,?,1378669,1378674,1378656,1378661
1022,BSU_13140,ohrA,1380978,1381403,1,1380951,A,1380932,1380937,1380920,1380925
1023,BSU_13150,ohrR,1381434,1381877,-1,1381910,A,1381914,1381919,1381938,1381943
1024,BSU_13160,ohrB,1382020,1382430,1,1381994,B,1381988,1381993,1381963,1381968
1026,BSU_13170,guaD,1382677,1383147,-1,1383171,A,1383176,1383181,1383201,1383206
1027,BSU_13180,metE,1383320,1385608,-1,1385671,?,1385686,1385691,1385700,1385705
1028,BSU_13190,ispA,1386024,1386983,-1,1387028,A,1387028,1387033,1387068,1387073
1029,BSU_13200,rsbRB,1387206,1388039,1,1387168,A,1387156,1387161,1387136,1387141
1030,BSU_13210,thiX,1388070,1388834,-1,1391887,A,1391901,1391906,1391923,1391928
1031,BSU_13250,ykoG,1391953,1392639,1,1391882,A,1391875,1391880,1391851,1391856
1032,BSU_13260,ykoH,1392643,1394007,1,1394737,A,1394723,1394728,1394701,1394706
1033,BSU_13290,ykzD,1395371,1395508,1,1395340,"F, G",1395334,1395339,1395307,1395312
1034,BSU_13300,mgtE,1396013,1397368,1,1395590,A,1395576,1395581,1395559,1395564
1035,BSU_13310,tnrA,1397411,1397743,-1,1397769,A,1397779,1397784,1397799,1397804
1036,BSU_13320,ykzB,1397938,1398093,1,1397909,?,1397902,1397907,1397873,1397878
1037,BSU_13330,ykoL,1398181,1398363,1,1398153,"?, A",1398141,1398146,1398114,1398119
1038,BSU_13340,ykoM,1398496,1398960,1,1398413,H,1398401,1398406,1398372,1398377
1039,BSU_13350,ykoN,1398975,1400096,-1,1400145,"F, G",1400156,1400161,1400180,1400185
1040,BSU_13360,ykoP,1400188,1400739,1,1399409,K,1399392,1399397,1399373,1399378
1041,BSU_13370,ykoQ,1400767,1401579,-1,1401553,A,1401565,1401570,1401586,1401591
1042,BSU_13380,ykoS,1401772,1403466,1,1401697,"F, G",1401688,1401693,1401664,1401669
1043,BSU_13400,ligD,1404518,1406353,-1,1407273,"F, G",1407273,1407278,1407303,1407308
1044,BSU_13420,dgcW,1407329,1409731,-1,1409781,D,1409788,1409793,1409806,1409811
1045,BSU_13430,ykoX,1409912,1410577,1,1409881,A,1409865,1409870,1409843,1409848
1047,BSU_13440,ykoY,1410654,1411628,1,1410607,A,1410596,1410601,1410571,1410576
1048,BSU_13450,sigI,1411892,1412647,1,1411776,I,1411769,1411774,1411738,1411743
1049,BSU_13460,rsgI,1412644,1413789,1,1411861,A,1411852,1411857,1411829,1411834
1050,BSU_13470,sspD,1413800,1413994,-1,1414033,"F, G",1414041,1414046,1414073,1414078
1051,BSU_13480,ykrK,1414125,1414826,-1,1414907,A,1414913,1414918,1414945,1414950
1052,BSU_13490,htpX,1414997,1415893,1,1414951,A,1414943,1414948,1414916,1414921
1053,BSU_13500,ktrD,1416067,1417416,1,1416022,A,1416008,1416013,1415985,1415990
1054,BSU_13509,ykzP,1417561,1417716,1,1417493,"F, G",1417484,1417489,1417452,1417457
1055,BSU_13510,ykzE,1417719,1417895,1,1417845,?,1417825,1417830,1417800,1417805
1056,BSU_13520,ykrP,1417938,1418960,-1,1419021,A,1419031,1419036,1419053,1419058
1057,BSU_13530,kinE,1419213,1421429,1,1419165,H,1419156,1419161,1419129,1419134
1058,BSU_13550,mtnA,1422172,1423233,-1,1424721,A,1424723,1424728,1424748,1424753
1059,BSU_13570,mtnU,1424767,1425546,-1,1425576,A,1425580,1425585,1425611,1425616
1060,BSU_13580,mtnE,1425641,1426837,1,1424791,A,1424777,1424782,1424751,1424756
1061,BSU_13590,mtnW,1427061,1428278,1,1426857,A,1426837,1426842,1426826,1426831
1062,BSU_13600,mtnX,1428275,1428982,1,1426876,A,1426869,1426874,1426844,1426849
1063,BSU_13630,ykvA,1430161,1430481,-1,1430570,A,1430574,1430579,1430610,1430615
1064,BSU_13640,spo0E,1430684,1430941,1,1430538,B,1430533,1430538,1430505,1430510
1065,BSU_13660,kinD,1431486,1433006,-1,1433035,A,1433049,1433054,1433071,1433076
1066,BSU_13670,mhqR,1433199,1433636,1,1432233,"F, G",1432216,1432221,1432188,1432193
1067,BSU_13680,motB,1433676,1434461,-1,1435279,D,1435293,1435298,1435318,1435323
1069,BSU_13700,clpE,1435628,1437727,-1,1437808,A,1437809,1437814,1437838,1437843
1070,BSU_13710,ykvI,1438092,1439135,1,1438046,"E, F",1438041,1438046,1438003,1438008
1071,BSU_13720,queC,1439448,1440107,1,1439229,A,1439216,1439221,1439188,1439193
1072,BSU_13760,ykvN,1442347,1442703,-1,1442751,A,1442751,1442756,1442783,1442788
1073,BSU_13770,ykvO,1442872,1443618,1,1442793,A,1442779,1442784,1442760,1442765
1074,BSU_13780,ykvP,1444099,1445298,1,1444047,K,1444032,1444037,1444014,1444019
1076,BSU_13790,ykvQ,1445638,1446336,1,1444208,B,1444191,1444196,1444170,1444175
1077,new_1446289_1447115_c,S498,1446289,1447115,-1,1447126,A,1447135,1447140,1447153,1447158
1079,new_1446841_1447052,S499,1446841,1447052,1,1446841,L,1446834,1446839,1446811,1446816
1080,BSU_13800,ykvR,1447251,1447541,1,1447215,A,1447207,1447212,1447172,1447177
1081,BSU_13810,ykvS,1447662,1447847,-1,1447891,A,1447898,1447903,1447917,1447922
1082,BSU_13819,ykzS,1448013,1448207,1,1447974,A,1447958,1447963,1447934,1447939
1084,BSU_13830,ykvU,1449250,1450587,1,1449201,"E, F",1449196,1449201,1449158,1449163
1085,BSU_13840,stoA,1450638,1451135,1,1449225,E,1449214,1449219,1449182,1449187
1086,BSU_13850,pfeT,1451371,1453284,1,1451264,A,1451252,1451257,1451220,1451225
1087,BSU_13860,papB,1453691,1454782,1,1453646,A,1453626,1453631,1453607,1453612
1088,new_1454795_1455013_c,S503,1454795,1455013,-1,1455013,A,1455017,1455022,1455041,1455046
1091,BSU_13890,ptsG,1457187,1459286,1,1456852,A,1456836,1456841,1456817,1456822
1092,BSU_13900,ptsH,1459384,1459650,1,1457158,"F, G",1457145,1457150,1457116,1457121
1093,BSU_13910,ptsI,1459650,1461362,1,1459340,A,1459329,1459334,1459307,1459312
1094,BSU_13920,splA,1461453,1461692,1,1461437,"F, G",1461422,1461427,1461401,1461406
1096,BSU_13940,ykwB,1462813,1463493,-1,1463526,A,1463528,1463533,1463551,1463556
1097,BSU_13950,mcpC,1463628,1465595,1,1463614,D,1463596,1463601,1463575,1463580
1098,BSU_13960,ykwC,1465733,1466599,1,1465667,A,1465656,1465661,1465627,1465632
1099,BSU_13970,ykwD,1466638,1467411,-1,1467453,A,1467462,1467467,1467483,1467488
1100,BSU_13980,pbpH,1467748,1469862,1,1467699,A,1467694,1467699,1467655,1467660
1101,BSU_13990,kinA,1470026,1471846,1,1469969,H,1469957,1469962,1469937,1469942
1102,BSU_14000,patA,1471857,1473038,-1,1473082,A,1473094,1473099,1473117,1473122
1103,BSU_14009,ykzT,1473240,1473401,-1,1473126,"E, F",1473131,1473136,1473161,1473166
1104,BSU_14010,cheV,1473605,1474516,1,1473573,D,1473559,1473564,1473542,1473547
1105,BSU_14020,kre,1474560,1475024,-1,1475064,A,1475072,1475077,1475103,1475108
1106,BSU_14030,ykuC,1475150,1476442,-1,1476470,A,1476485,1476490,1476501,1476506
1107,BSU_14040,ldt,1476518,1477012,-1,1477032,K,1477045,1477050,1477069,1477074
1108,BSU_14050,ykuE,1477069,1477929,-1,1477963,A,1477972,1477977,1477991,1477996
1109,BSU_14060,fadH,1478072,1478836,1,1478034,A,1478022,1478027,1477995,1478000
1111,BSU_14072,ykzU,1480933,1481451,1,1478987,?,1478968,1478973,1478943,1478948
1112,BSU_14080,ykuH,1481547,1482095,1,1481515,A,1481510,1481515,1481477,1481482
1113,new_1483539_1483640,fsrA,1483556,1483640,1,1483539,A,1483522,1483527,1483503,1483508
1114,BSU_14100,ykuJ,1484117,1484356,1,1483671,"E, F",1483655,1483660,1483633,1483638
1116,BSU_14120,abbA,1485118,1485315,1,1483957,"F, G",1483947,1483952,1483925,1483930
1118,BSU_14140,ccpC,1486045,1486926,1,1484046,A,1484030,1484035,1484006,1484011
1119,BSU_14150,ykuN,1487038,1487514,1,1486997,A,1486985,1486990,1486952,1486957
1120,BSU_14180,ykuQ,1488973,1489683,1,1488929,A,1488913,1488918,1488885,1488890
1121,BSU_14190,ykuR,1489753,1490877,1,1490911,"F, G",1490901,1490906,1490875,1490880
1122,BSU_14210,ykuT,1491221,1492024,-1,1492084,A,1492088,1492093,1492116,1492121
1123,BSU_14220,ahpA,1492261,1492803,1,1492169,A,1492153,1492158,1492126,1492131
1124,BSU_14240,rok,1493787,1494362,1,1493734,A,1493722,1493727,1493704,1493709
1125,BSU_14250,yknT,1494403,1495368,-1,1495388,"E, F",1495390,1495395,1495421,1495426
1126,BSU_14260,mobA,1495505,1496104,1,1494737,A,1494729,1494734,1494707,1494712
1127,BSU_14270,moeB,1496155,1497174,1,1495464,A,1495450,1495455,1495432,1495437
1128,BSU_14320,yknU,1499889,1501646,1,1499740,"E, F",1499735,1499740,1499702,1499707
1129,BSU_14330,yknV,1501658,1503472,1,1499840,A,1499830,1499835,1499801,1499806
1130,BSU_14340,yknW,1503582,1504277,1,1503557,"W, X, Y",1503545,1503550,1503513,1503518
1131,BSU_14380,fruR,1507578,1508333,1,1507375,"F, G",1507365,1507370,1507334,1507339
1132,BSU_14390,fruK,1508330,1509241,1,1507447,A,1507440,1507445,1507402,1507407
1133,BSU_14400,fruA,1509256,1511163,1,1507540,A,1507528,1507533,1507505,1507510
1134,BSU_14410,sipT,1511308,1511889,1,1511253,A,1511237,1511242,1511210,1511215
1135,BSU_14420,ykoA,1511923,1512192,-1,1512258,A,1512259,1512264,1512290,1512295
1136,BSU_14430,ykpA,1512373,1513995,1,1512333,A,1512321,1512326,1512290,1512295
1138,BSU_14450,ampS,1514997,1516229,-1,1516271,A,1516279,1516284,1516309,1516314
1139,BSU_14460,ykpC,1516339,1516473,-1,1516506,"E, F",1516508,1516513,1516532,1516537
1140,BSU_14470,mreBH,1516574,1517581,-1,1517627,I,1517632,1517637,1517659,1517664
1141,BSU_14480,abh,1517865,1518143,1,1517802,"W, X, Y",1517788,1517793,1517767,1517772
1142,new_1518175_1519804_c,S526,1518175,1519804,-1,1519816,"E, F",1519826,1519831,1519844,1519849
1143,BSU_14490,kinC,1518333,1519619,1,1518308,A,1518296,1518301,1518265,1518270
1145,BSU_14520,adeC,1521351,1523084,1,1521320,A,1521310,1521315,1521282,1521287
1146,BSU_14530,rnjA,1523118,1524785,-1,1525039,A,1525050,1525055,1525065,1525070
1147,BSU_14540,rpoY,1524791,1525000,-1,1525239,"F, G",1525247,1525252,1525267,1525272
1148,BSU_14550,ykrA,1525386,1526159,1,1525348,A,1525334,1525339,1525308,1525313
1149,BSU_14560,defB,1526195,1526749,-1,1526781,A,1526792,1526797,1526817,1526822
1151,BSU_14570,ykyA,1527231,1527902,1,1527054,?,1527037,1527042,1527014,1527019
1152,BSU_14580,pdhA,1528326,1529441,1,1528100,A,1528091,1528096,1528058,1528063
1153,BSU_14590,pdhB,1529445,1530422,1,1528255,A,1528235,1528240,1528216,1528221
1154,BSU_14600,pdhC,1530537,1531865,1,1530453,A,1530442,1530447,1530410,1530415
1155,BSU_14610,pdhD,1531870,1533282,1,1530706,A,1530700,1530705,1530663,1530668
1156,BSU_14620,slp,1533327,1533701,-1,1533742,A,1533753,1533758,1533781,1533786
1157,BSU_misc_RNA_70,srrA,1534069,1534280,1,1533936,"E, F",1533927,1533932,1533897,1533902
1158,BSU_14629,sr1,1534120,1534239,1,1534051,A,1534039,1534044,1534014,1534019
1159,BSU_14630,speA,1534279,1535751,-1,1535847,A,1535853,1535858,1535876,1535881
1160,BSU_14640,yktA,1535936,1536202,1,1535876,A,1535858,1535863,1535833,1535838
1161,BSU_14650,yktB,1536235,1536873,-1,1536918,A,1536933,1536938,1536947,1536952
1162,BSU_14660,ykzI,1537113,1537301,1,1536965,B,1536958,1536963,1536935,1536940
1163,BSU_14670,yktC,1537441,1538238,1,1537394,A,1537384,1537389,1537352,1537357
1164,BSU_14690,yktD,1538770,1539684,-1,1539758,A,1539758,1539763,1539787,1539792
1165,BSU_14700,nprE,1540036,1541601,-1,1541647,A,1541653,1541658,1541676,1541681
1166,BSU_14710,ylaA,1541886,1543826,1,1541862,YlaC,1541846,1541851,1541824,1541829
1167,BSU_14720,ylaB,1543816,1544085,1,1544087,A,1544074,1544079,1544045,1544050
1168,BSU_14750,ylaE,1544936,1545547,-1,1545588,A,1545597,1545602,1545628,1545633
1169,BSU_14760,ylaF,1545820,1546008,-1,1546047,A,1546049,1546054,1546075,1546080
1170,BSU_14770,ylaG,1546121,1547959,1,1546082,A,1546064,1546069,1546041,1546046
1171,BSU_14790,ylaI,1548389,1548598,-1,1548627,A,1548628,1548633,1548660,1548665
1172,BSU_14800,ylaJ,1548681,1549310,-1,1549218,H,1549221,1549226,1549252,1549257
1173,BSU_14810,ylaK,1549465,1550793,1,1549383,"E, F",1549369,1549374,1549339,1549344
1174,BSU_14820,ylaL,1550797,1551282,-1,1551322,A,1551335,1551340,1551352,1551357
1176,BSU_14840,ylaN,1552412,1552693,1,1551908,A,1551893,1551898,1551872,1551877
1177,BSU_14850,ftsW,1552899,1554110,1,1552772,I,1552755,1552760,1552742,1552747
1178,BSU_14860,pycA,1554185,1557631,1,1554158,A,1554149,1554154,1554116,1554121
1179,BSU_14870,ctaA,1558034,1558954,-1,1558982,E,1558997,1559002,1559011,1559016
1180,BSU_14880,ctaB,1559309,1560226,1,1559111,A,1559105,1559110,1559071,1559076
1183,BSU_14910,ctaE,1563437,1564060,1,1559218,A,1559205,1559210,1559180,1559185
1186,BSU_14940,ylbA,1565347,1565709,-1,1565745,A,1565751,1565756,1565770,1565775
1187,BSU_14950,ylbB,1565849,1566295,1,1565755,"?, F, G",1565744,1565749,1565721,1565726
1188,BSU_14960,ylbC,1566379,1567419,1,1565905,A,1565887,1565892,1565866,1565871
1189,BSU_14970,ylbD,1567651,1568049,1,1567621,K,1567605,1567610,1567579,1567584
1190,BSU_14990,ylbF,1568420,1568869,1,1568394,A,1568389,1568394,1568354,1568359
1192,BSU_misc_RNA_23,ylbH_csfG,1569198,1569319,1,1569427,A,1569407,1569412,1569384,1569389
1193,new_1569226_1569349_c,csfG,1569226,1569349,-1,1569357,"F, G",1569363,1569368,1569388,1569393
1194,BSU_15030,spoVV,1570574,1571800,-1,1571901,"E, F",1571915,1571920,1571932,1571937
1195,BSU_15040,ylbK,1571981,1572763,1,1571851,A,1571836,1571841,1571819,1571824
1196,BSU_15050,ddcP,1572765,1573790,1,1572574,"F, G",1572560,1572565,1572537,1572542
1197,BSU_15060,tmcAL,1573807,1575054,-1,1575137,A,1575142,1575147,1575166,1575171
1198,BSU_15069,ylzH,1575051,1575236,-1,1576006,?,1576018,1576023,1576044,1576049
1199,BSU_15070,ylbN,1575264,1575782,1,1574995,"F, G",1574986,1574991,1574962,1574967
1200,BSU_15080,rpmF,1575804,1575983,1,1575098,A,1575088,1575093,1575054,1575059
1201,BSU_15090,gerR,1576129,1576710,1,1576086,"E, F",1576070,1576075,1576050,1576055
1202,BSU_15100,ylbP,1576767,1577249,-1,1577291,A,1577300,1577305,1577328,1577333
1203,BSU_15110,ylbQ,1577409,1578305,1,1577385,A,1577367,1577372,1577340,1577345
1205,BSU_15130,mraZ,1580121,1580552,1,1580047,A,1580038,1580043,1580017,1580022
1206,new_1581224_1582676_c,S555,1581224,1582676,-1,1582676,B,1582689,1582694,1582714,1582719
1207,BSU_15170,spoVD,1584214,1586154,1,1584186,"E, F",1584170,1584175,1584142,1584147
1208,BSU_15180,murE,1586330,1587814,1,1585977,?,1585970,1585975,1585939,1585944
1211,BSU_15210,spoVE,1590317,1591417,1,1586241,A,1586226,1586231,1586200,1586205
1214,BSU_15240,divIB,1593704,1594495,1,1590117,"E, F",1590103,1590108,1590076,1590081
1217,BSU_15270,sbp,1595935,1596300,1,1590255,E,1590235,1590240,1590220,1590225
1218,BSU_15280,ftsA,1596474,1597796,1,1596336,H,1596327,1596332,1596299,1596304
1220,BSU_15300,bpr,1599283,1603584,1,1599179,A,1599160,1599165,1599145,1599150
1221,new_1603592_1604734_c,S562,1603592,1604734,-1,1603744,?,1603751,1603756,1603780,1603785
1222,BSU_15310,spoIIGA,1603779,1604708,1,1603734,A,1603728,1603733,1603694,1603699
1223,BSU_15320,sigE,1604771,1605490,1,1605600,"F, G",1605588,1605593,1605562,1605567
1224,BSU_15340,ylmA,1606560,1607354,1,1606506,A,1606489,1606494,1606472,1606477
1225,BSU_15350,ylmB,1607556,1608836,1,1607298,A,1607280,1607285,1607258,1607263
1226,BSU_15360,ylmC,1608919,1609164,1,1608882,"E, F",1608877,1608882,1608852,1608857
1227,BSU_15370,ylmD,1609327,1610163,1,1609277,A,1609257,1609262,1609245,1609250
