##gnf-version 1
# Copies and Copyright-Notice
#
#      RegulonDB is free for academic/noncommercial use
#
#      User is not entitled to change or erase data sets of the RegulonDB
#      database or to eliminate copyright notices from RegulonDB. Furthermore,
#      User is not entitled to expand RegulonDB or to integrate RegulonDB partly
#      or as a whole into other databank systems, without prior written consent
#      from CCG-UNAM.
#
#      Please check the license at http://regulondb.ccg.unam.mx/menu/download/full_version/terms_and_conditions.jsp
#
# Citation
#
#      Tierrafría, V. H. et al. (2022). RegulonDB 11.0: Comprehensive high-throughput datasets on transcriptional regulation in Escherichia coli K-12,
#      Microb Genom. 2022 May;8(5). doi: 10.1099/mgen.0.000833. PMID: 35584008. https://doi.org/10.1099/mgen.0.000833
#
#
# Contact
#
#      Person: RegulonDB Team
#      Web Page: http://regulondb.ccg.unam.mx/menu/about_regulondb/contact_us/index.jsp
#          (regulondb@ccg.unam.mx)
#
#
# Release: 11.1 Date: 12/12/2022
# ___________________________________________________________________________
# Created: 12/14/2022 13:38:07
# Columns:
# (1) regulatorId. Transcription Factor (TF) identifier
# (2) regulatorName. Transcription Factor (TF) Name
# (3) regulatorGeneName. Gene(s) coding for the TF
# (4) regulatedId. Gene ID regulated by the TF (regulated Gene)
# (5) regulatedName. Gene regulated by the TF (regulated Gene)
# (6) function. Regulatory Function of the TF on the regulated Gene (+ activator, - repressor, +- dual, ? unknown)
# (7) confidenceLevel. RI confidence level based on its evidence (Values: Confirmed, Strong, Weak)
1)regulatorId	2)regulatorName	3)RegulatorGeneName	4)regulatedId	5)regulatedName	6)function	7)confidenceLevel
ECK120011265	Nac	nac	ECK120003016	rlmF	+	Strong
ECK120011265	Nac	nac	ECK120003050	ybjP	+	Strong
ECK120011265	Nac	nac	ECK120003051	ybjQ	+	Strong
ECK120011265	Nac	nac	ECK120003060	ybjX	-	Strong
ECK120011265	Nac	nac	ECK120003061	macA	-	Strong
ECK120011265	Nac	nac	ECK120003067	ycaN	+	Strong
ECK120011265	Nac	nac	ECK120003079	ssuE	-	Strong
ECK120011265	Nac	nac	ECK120003080	elfA	+	Strong
ECK120011265	Nac	nac	ECK120003083	elfG	-	Strong
ECK120011265	Nac	nac	ECK120003113	yccM	-	Strong
ECK120011265	Nac	nac	ECK120003122	rutB	+	Strong
ECK120011265	Nac	nac	ECK120003129	pgaA	+	Strong
ECK120011265	Nac	nac	ECK120003130	dgcT	-	Strong
ECK120011265	Nac	nac	ECK120003153	bssS	+	Strong
ECK120011265	Nac	nac	ECK120003177	rluE	+	Strong
ECK120011265	Nac	nac	ECK120003196	ycgX	+	Strong
ECK120011265	Nac	nac	ECK120003209	ycgJ	-	Strong
ECK120011265	Nac	nac	ECK120003222	dhaK	-	Strong
ECK120011265	Nac	nac	ECK120003223	dhaR	+	Strong
ECK120011265	Nac	nac	ECK120003224	ycgV	+	Strong
ECK120011265	Nac	nac	ECK120003237	ymjA	-	Strong
ECK120011265	Nac	nac	ECK120003265	abgA	-	Strong
ECK120011265	Nac	nac	ECK120003266	abgR	-	Strong
ECK120011265	Nac	nac	ECK120003277	ydaT	-	Strong
ECK120011265	Nac	nac	ECK120003278	ydaU	+	Strong
ECK120011265	Nac	nac	ECK120003283	ynaK	+	Strong
ECK120011265	Nac	nac	ECK120003290	stfR	-	Strong
ECK120011265	Nac	nac	ECK120003291	tfaR	-	Strong
ECK120011265	Nac	nac	ECK120003292	pinR	-	Strong
ECK120011265	Nac	nac	ECK120003295	ompN	-	Strong
ECK120011265	Nac	nac	ECK120003301	feaR	+	Weak
ECK120011265	Nac	nac	ECK120003301	feaR	-	Strong
ECK120011265	Nac	nac	ECK120003327	ydcI	+	Strong
ECK120011265	Nac	nac	ECK120003340	ydcS	+	Strong
ECK120011265	Nac	nac	ECK120003341	ydcT	+	Weak
ECK120011265	Nac	nac	ECK120003342	ydcU	+	Weak
ECK120011265	Nac	nac	ECK120003343	ydcV	+	Weak
ECK120011265	Nac	nac	ECK120003344	patD	+	Weak
ECK120011265	Nac	nac	ECK120003345	ortT	-	Strong
ECK120011265	Nac	nac	ECK120003346	ydcY	-	Strong
ECK120011265	Nac	nac	ECK120003347	ydcZ	-	Strong
ECK120011265	Nac	nac	ECK120003349	curA	-	Strong
ECK120011265	Nac	nac	ECK120003353	ansP	-	Strong
ECK120011265	Nac	nac	ECK120003368	ddpC	-	Strong
ECK120011265	Nac	nac	ECK120003380	ydeP	-	Strong
ECK120011265	Nac	nac	ECK120003381	ydeQ	-	Strong
ECK120011265	Nac	nac	ECK120003402	yneK	+	Strong
ECK120011265	Nac	nac	ECK120003407	ydfK	-	Strong
ECK120011265	Nac	nac	ECK120003408	pinQ	-	Strong
ECK120011265	Nac	nac	ECK120003409	tfaQ	-	Strong
ECK120011265	Nac	nac	ECK120003417	ydfR	-	Strong
ECK120011265	Nac	nac	ECK120003429	ynfA	-	Strong
ECK120011265	Nac	nac	ECK120003430	ynfB	+	Strong
ECK120011265	Nac	nac	ECK120003433	ynfD	-	Strong
ECK120011265	Nac	nac	ECK120003434	ynfE	-	Strong
ECK120011265	Nac	nac	ECK120003435	ynfF	-	Strong
ECK120011265	Nac	nac	ECK120003436	ynfG	+	Strong
ECK120011265	Nac	nac	ECK120003440	bidA	-	Strong
ECK120011265	Nac	nac	ECK120003449	ydgH	-	Strong
ECK120011265	Nac	nac	ECK120003492	fumD	-	Strong
ECK120011265	Nac	nac	ECK120003503	ydiL	+	Strong
ECK120011265	Nac	nac	ECK120003504	ydiM	-	Strong
ECK120011265	Nac	nac	ECK120003506	ydiO	-	Strong
ECK120011265	Nac	nac	ECK120003507	ydiP	-	Strong
ECK120011265	Nac	nac	ECK120003513	rflP	+	Strong
ECK120011265	Nac	nac	ECK120003516	ydiY	-	Strong
ECK120011265	Nac	nac	ECK120003519	yniB	-	Strong
ECK120011265	Nac	nac	ECK120003520	hxpB	-	Strong
ECK120011265	Nac	nac	ECK120003525	cho	-	Strong
ECK120011265	Nac	nac	ECK120003541	ynjF	+	Strong
ECK120011265	Nac	nac	ECK120003542	nudG	-	Strong
ECK120011265	Nac	nac	ECK120003543	ynjH	-	Strong
ECK120011265	Nac	nac	ECK120003587	yobF	+	Strong
ECK120011265	Nac	nac	ECK120003590	kdgR	-	Strong
ECK120011265	Nac	nac	ECK120003591	yebQ	-	Strong
ECK120011265	Nac	nac	ECK120003595	rsmF	-	Strong
ECK120011265	Nac	nac	ECK120003601	yobA	+	Strong
ECK120011265	Nac	nac	ECK120003602	yobB	-	Strong
ECK120011265	Nac	nac	ECK120003604	znuA	-	Strong
ECK120011265	Nac	nac	ECK120003618	uspC	+	Strong
ECK120011265	Nac	nac	ECK120003619	ftnB	+	Strong
ECK120011265	Nac	nac	ECK120003624	dcyD	+	Strong
ECK120011265	Nac	nac	ECK120003626	yedL	-	Strong
ECK120011265	Nac	nac	ECK120003641	hchA	-	Strong
ECK120011265	Nac	nac	ECK120003643	hprR	-	Strong
ECK120011265	Nac	nac	ECK120003649	mtfA	-	Strong
ECK120011265	Nac	nac	ECK120003653	shiA	-	Strong
ECK120011265	Nac	nac	ECK120003658	nac	-	Strong
ECK120011265	Nac	nac	ECK120003675	yeeZ	-	Strong
ECK120011265	Nac	nac	ECK120003677	ugd	-	Strong
ECK120011265	Nac	nac	ECK120003685	wcaF	+	Strong
ECK120011265	Nac	nac	ECK120003686	wcaE	+	Strong
ECK120011265	Nac	nac	ECK120003691	wzc	-	Strong
ECK120011265	Nac	nac	ECK120003692	wzb	-	Strong
ECK120011265	Nac	nac	ECK120003693	wza	-	Strong
ECK120011265	Nac	nac	ECK120003694	yegH	+	Strong
ECK120011265	Nac	nac	ECK120003698	yegL	-	Strong
ECK120011265	Nac	nac	ECK120003707	yegR	-	Strong
ECK120011265	Nac	nac	ECK120003753	yfbK	-	Strong
ECK120011265	Nac	nac	ECK120003754	yfbL	+	Strong
ECK120011265	Nac	nac	ECK120003764	yfbV	-	Strong
ECK120011265	Nac	nac	ECK120003778	yfcO	-	Strong
ECK120011265	Nac	nac	ECK120003779	yfcP	-	Strong
ECK120011265	Nac	nac	ECK120003808	emrK	-	Strong
ECK120011265	Nac	nac	ECK120003809	yfdE	-	Strong
ECK120011265	Nac	nac	ECK120003810	yfdV	+	Strong
ECK120011265	Nac	nac	ECK120003817	alaC	-	Strong
ECK120011265	Nac	nac	ECK120003828	mntH	-	Strong
ECK120011265	Nac	nac	ECK120003833	pdxK	-	Strong
ECK120011265	Nac	nac	ECK120003834	yfeK	+	Strong
ECK120011265	Nac	nac	ECK120003835	yfeS	-	Strong
ECK120011265	Nac	nac	ECK120003866	eutS	+	Strong
ECK120011265	Nac	nac	ECK120003886	pdeF	-	Strong
ECK120011265	Nac	nac	ECK120003887	yfgG	+	Strong
ECK120011265	Nac	nac	ECK120003888	yfgH	-	Strong
ECK120011265	Nac	nac	ECK120003901	csiE	-	Strong
ECK120011265	Nac	nac	ECK120003903	hcaR	+	Strong
ECK120011265	Nac	nac	ECK120003916	yfhL	-	Strong
ECK120011265	Nac	nac	ECK120003923	yfiR	-	Strong
ECK120011265	Nac	nac	ECK120003928	yfjI	-	Strong
ECK120011265	Nac	nac	ECK120003931	abpA	-	Strong
ECK120011265	Nac	nac	ECK120003934	rnlB	-	Strong
ECK120011265	Nac	nac	ECK120003955	ileY	+	Strong
ECK120011265	Nac	nac	ECK120003961	glaH	-	Strong
ECK120011265	Nac	nac	ECK120003964	ygaV	-	Strong
ECK120011265	Nac	nac	ECK120003965	ygaP	-	Strong
ECK120011265	Nac	nac	ECK120003967	ygaM	-	Strong
ECK120011265	Nac	nac	ECK120003972	ygaZ	-	Strong
ECK120011265	Nac	nac	ECK120003980	pphB	-	Strong
ECK120011265	Nac	nac	ECK120003988	ispD	-	Strong
ECK120011265	Nac	nac	ECK120003996	queD	-	Strong
ECK120011265	Nac	nac	ECK120003998	ygcO	-	Strong
ECK120011265	Nac	nac	ECK120003999	ygcP	-	Strong
ECK120011265	Nac	nac	ECK120004002	ygcS	-	Strong
ECK120011265	Nac	nac	ECK120004005	ygcE	-	Strong
ECK120011265	Nac	nac	ECK120004009	gudX	-	Strong
ECK120011265	Nac	nac	ECK120004015	queF	-	Strong
ECK120011265	Nac	nac	ECK120004024	ygdR	-	Strong
ECK120011265	Nac	nac	ECK120004026	kduI	-	Strong
ECK120011265	Nac	nac	ECK120004029	yqeH	+	Strong
ECK120011265	Nac	nac	ECK120004031	yqeJ	+	Strong
ECK120011265	Nac	nac	ECK120004032	yqeK	+	Strong
ECK120011265	Nac	nac	ECK120004034	ygeG	-	Strong
ECK120011265	Nac	nac	ECK120004048	xdhA	-	Strong
ECK120011265	Nac	nac	ECK120004057	yqeB	-	Strong
ECK120011265	Nac	nac	ECK120004078	scpB	-	Strong
ECK120011265	Nac	nac	ECK120004080	ygfI	-	Strong
ECK120011265	Nac	nac	ECK120004081	yggP	-	Strong
ECK120011265	Nac	nac	ECK120004099	yghG	+	Strong
ECK120011265	Nac	nac	ECK120004102	glcA	+	Strong
ECK120011265	Nac	nac	ECK120004111	yghS	-	Strong
ECK120011265	Nac	nac	ECK120004112	yghT	-	Strong
ECK120011265	Nac	nac	ECK120004124	dkgA	-	Strong
ECK120011265	Nac	nac	ECK120004134	ygiZ	-	Strong
ECK120011265	Nac	nac	ECK120004151	ygjH	+	Strong
ECK120011265	Nac	nac	ECK120004171	yhaI	-	Strong
ECK120011265	Nac	nac	ECK120004187	yraH	-	Strong
ECK120011265	Nac	nac	ECK120004201	ubiT	-	Strong
ECK120011265	Nac	nac	ECK120004202	ubiU	-	Strong
ECK120011265	Nac	nac	ECK120004205	yhbX	+	Strong
ECK120011265	Nac	nac	ECK120004216	yhcC	+	Strong
ECK120011265	Nac	nac	ECK120004217	yhcD	-	Strong
ECK120011265	Nac	nac	ECK120004223	nanK	+	Strong
ECK120011265	Nac	nac	ECK120004241	yhdV	-	Strong
ECK120011265	Nac	nac	ECK120004251	gspG	-	Strong
ECK120011265	Nac	nac	ECK120004252	gspH	-	Strong
ECK120011265	Nac	nac	ECK120004266	yhfL	-	Strong
ECK120011265	Nac	nac	ECK120004278	yhfZ	-	Strong
ECK120011265	Nac	nac	ECK120004299	yhhZ	-	Strong
ECK120011265	Nac	nac	ECK120004303	yrhB	+	Strong
ECK120011265	Nac	nac	ECK120004307	insK	+	Strong
ECK120011265	Nac	nac	ECK120004329	yjeH	-	Strong
ECK120011265	Nac	nac	ECK120004331	yjeJ	-	Strong
ECK120011265	Nac	nac	ECK120004333	blc	-	Strong
ECK120011265	Nac	nac	ECK120004357	yjfZ	-	Strong
ECK120011265	Nac	nac	ECK120004359	ytfB	+	Strong
ECK120011265	Nac	nac	ECK120004360	fklB	-	Strong
ECK120011265	Nac	nac	ECK120004366	ytfJ	+	Strong
ECK120011265	Nac	nac	ECK120004367	ytfK	-	Strong
ECK120011265	Nac	nac	ECK120004371	ytfP	-	Strong
ECK120011265	Nac	nac	ECK120004374	yjgH	-	Strong
ECK120011265	Nac	nac	ECK120004381	yjgM	+	Strong
ECK120011265	Nac	nac	ECK120004382	yjgN	-	Strong
ECK120011265	Nac	nac	ECK120004407	yjhI	-	Strong
ECK120011265	Nac	nac	ECK120004442	fhuF	-	Strong
ECK120011265	Nac	nac	ECK120004448	feaB	-	Strong
ECK120011265	Nac	nac	ECK120004451	uxaC	-	Strong
ECK120011265	Nac	nac	ECK120004452	nrdG	-	Strong
ECK120011265	Nac	nac	ECK120004468	hcaE	+	Strong
ECK120011265	Nac	nac	ECK120016311	yohO	-	Strong
ECK120011265	Nac	nac	ECK120030075	yciZ	-	Strong
ECK120011265	Nac	nac	ECK120030085	sibE	-	Strong
ECK120011265	Nac	nac	ECK120035076	shoB	+	Strong
ECK120011294	H-NS	hns	ECK120000006	hisM	+	Weak
ECK120011294	H-NS	hns	ECK120000014	garL	-	Weak
ECK120011294	H-NS	hns	ECK120000046	appY	-	Strong
ECK120011294	H-NS	hns	ECK120000110	bglB	-	Strong
ECK120011294	H-NS	hns	ECK120000111	bglF	-	Strong
ECK120011294	H-NS	hns	ECK120000112	bglG	-	Strong
ECK120011294	H-NS	hns	ECK120000121	bolA	-	Weak
ECK120011294	H-NS	hns	ECK120000127	cadA	-	Strong
ECK120011294	H-NS	hns	ECK120000128	cadB	-	Strong
ECK120011294	H-NS	hns	ECK120000129	cadC	-	Strong
ECK120011294	H-NS	hns	ECK120000162	cspA	-	Strong
ECK120011294	H-NS	hns	ECK120000168	cydA	-	Strong
ECK120011294	H-NS	hns	ECK120000169	cydB	-	Strong
ECK120011294	H-NS	hns	ECK120000178	cysA	-	Weak
ECK120011294	H-NS	hns	ECK120000183	cysG	-	Strong
ECK120011294	H-NS	hns	ECK120000188	cysM	-	Weak
ECK120011294	H-NS	hns	ECK120000190	cysP	-	Weak
ECK120011294	H-NS	hns	ECK120000192	cysU	-	Weak
ECK120011294	H-NS	hns	ECK120000193	cysW	-	Weak
ECK120011294	H-NS	hns	ECK120000258	entF	+	Weak
ECK120011294	H-NS	hns	ECK120000260	acrE	-	Weak
ECK120011294	H-NS	hns	ECK120000261	acrF	-	Weak
ECK120011294	H-NS	hns	ECK120000291	fepE	+	Weak
ECK120011294	H-NS	hns	ECK120000293	fes	+	Weak
ECK120011294	H-NS	hns	ECK120000302	fimA	+	Strong
ECK120011294	H-NS	hns	ECK120000303	fimB	-	Strong
ECK120011294	H-NS	hns	ECK120000304	fimC	+	Strong
ECK120011294	H-NS	hns	ECK120000305	fimD	+	Strong
ECK120011294	H-NS	hns	ECK120000306	fimE	-	Strong
ECK120011294	H-NS	hns	ECK120000307	fimF	+	Strong
ECK120011294	H-NS	hns	ECK120000308	fimG	+	Strong
ECK120011294	H-NS	hns	ECK120000309	fimH	+	Strong
ECK120011294	H-NS	hns	ECK120000313	flhC	+	Strong
ECK120011294	H-NS	hns	ECK120000314	flhD	+	Strong
ECK120011294	H-NS	hns	ECK120000315	fliC	+	Weak
ECK120011294	H-NS	hns	ECK120000354	gabT	+	Weak
ECK120011294	H-NS	hns	ECK120000355	galE	-	Strong
ECK120011294	H-NS	hns	ECK120000356	galK	-	Strong
ECK120011294	H-NS	hns	ECK120000359	galT	-	Strong
ECK120011294	H-NS	hns	ECK120000445	hisP	+	Weak
ECK120011294	H-NS	hns	ECK120000450	hns	-	Strong
ECK120011294	H-NS	hns	ECK120000456	degP	-	Weak
ECK120011294	H-NS	hns	ECK120000492	ilvH	-	Weak
ECK120011294	H-NS	hns	ECK120000493	ilvI	-	Weak
ECK120011294	H-NS	hns	ECK120000517	lacA	-	Strong
ECK120011294	H-NS	hns	ECK120000519	lacY	-	Strong
ECK120011294	H-NS	hns	ECK120000520	lacZ	-	Strong
ECK120011294	H-NS	hns	ECK120000524	leuO	-	Strong
ECK120011294	H-NS	hns	ECK120000540	lrp	-	Strong
ECK120011294	H-NS	hns	ECK120000547	malE	+	Weak
ECK120011294	H-NS	hns	ECK120000548	malF	+	Weak
ECK120011294	H-NS	hns	ECK120000549	malG	+	Weak
ECK120011294	H-NS	hns	ECK120000564	mazE	+	Weak
ECK120011294	H-NS	hns	ECK120000611	mukB	+	Weak
ECK120011294	H-NS	hns	ECK120000645	nhaA	-	Weak
ECK120011294	H-NS	hns	ECK120000646	nirB	-	Strong
ECK120011294	H-NS	hns	ECK120000647	nirC	-	Strong
ECK120011294	H-NS	hns	ECK120000648	nirD	-	Strong
ECK120011294	H-NS	hns	ECK120000653	nrdA	-	Confirmed
ECK120011294	H-NS	hns	ECK120000654	nrdB	-	Confirmed
ECK120011294	H-NS	hns	ECK120000673	osmC	-	Weak
ECK120011294	H-NS	hns	ECK120000762	proV	-	Strong
ECK120011294	H-NS	hns	ECK120000763	proW	-	Strong
ECK120011294	H-NS	hns	ECK120000764	proX	-	Strong
ECK120011294	H-NS	hns	ECK120000811	rcsA	-	Weak
ECK120011294	H-NS	hns	ECK120000812	rcsB	-	Strong
ECK120011294	H-NS	hns	ECK120000826	relA	+	Weak
ECK120011294	H-NS	hns	ECK120000912	ftnA	-	Strong
ECK120011294	H-NS	hns	ECK120000958	srlE	+	Weak
ECK120011294	H-NS	hns	ECK120000959	srlB	+	Weak
ECK120011294	H-NS	hns	ECK120000960	srlD	+	Weak
ECK120011294	H-NS	hns	ECK120000961	gutM	+	Weak
ECK120011294	H-NS	hns	ECK120000962	gutQ	+	Weak
ECK120011294	H-NS	hns	ECK120000963	srlR	+	Weak
ECK120011294	H-NS	hns	ECK120001066	nhaR	-	Weak
ECK120011294	H-NS	hns	ECK120001097	cspD	+	Weak
ECK120011294	H-NS	hns	ECK120001109	yciE	-	Strong
ECK120011294	H-NS	hns	ECK120001110	yciF	-	Strong
ECK120011294	H-NS	hns	ECK120001111	yciG	-	Strong
ECK120011294	H-NS	hns	ECK120001141	fau	-	Strong
ECK120011294	H-NS	hns	ECK120001157	garK	-	Weak
ECK120011294	H-NS	hns	ECK120001158	garR	-	Weak
ECK120011294	H-NS	hns	ECK120001214	pdeL	-	Weak
ECK120011294	H-NS	hns	ECK120001215	chiA	-	Strong
ECK120011294	H-NS	hns	ECK120001224	mazF	+	Weak
ECK120011294	H-NS	hns	ECK120001227	mukE	+	Weak
ECK120011294	H-NS	hns	ECK120001238	gspB	-	Strong
ECK120011294	H-NS	hns	ECK120001300	gabD	+	Weak
ECK120011294	H-NS	hns	ECK120001301	gabP	+	Weak
ECK120011294	H-NS	hns	ECK120001324	fliA	+	Weak
ECK120011294	H-NS	hns	ECK120001325	fliZ	+	Weak
ECK120011294	H-NS	hns	ECK120001328	gspO	-	Strong
ECK120011294	H-NS	hns	ECK120001364	hdeA	-	Strong
ECK120011294	H-NS	hns	ECK120001365	hdeB	-	Strong
ECK120011294	H-NS	hns	ECK120001366	yhiD	-	Strong
ECK120011294	H-NS	hns	ECK120001381	dps	-	Strong
ECK120011294	H-NS	hns	ECK120001382	nrdD	-	Strong
ECK120011294	H-NS	hns	ECK120001412	hdfR	-	Strong
ECK120011294	H-NS	hns	ECK120001451	hdeD	-	Strong
ECK120011294	H-NS	hns	ECK120001457	adiA	-	Weak
ECK120011294	H-NS	hns	ECK120001498	gadE	-	Strong
ECK120011294	H-NS	hns	ECK120001507	stpA	-	Strong
ECK120011294	H-NS	hns	ECK120001510	caiD	-	Weak
ECK120011294	H-NS	hns	ECK120001511	caiC	-	Weak
ECK120011294	H-NS	hns	ECK120001512	caiB	-	Weak
ECK120011294	H-NS	hns	ECK120001513	caiA	-	Weak
ECK120011294	H-NS	hns	ECK120001514	caiT	-	Weak
ECK120011294	H-NS	hns	ECK120001557	evgA	-	Strong
ECK120011294	H-NS	hns	ECK120001558	evgS	-	Strong
ECK120011294	H-NS	hns	ECK120001635	adeD	-	Weak
ECK120011294	H-NS	hns	ECK120001641	galM	-	Strong
ECK120011294	H-NS	hns	ECK120001819	dctR	-	Strong
ECK120011294	H-NS	hns	ECK120001820	slp	-	Strong
ECK120011294	H-NS	hns	ECK120001892	adiY	-	Strong
ECK120011294	H-NS	hns	ECK120001899	fimI	+	Strong
ECK120011294	H-NS	hns	ECK120002027	hisJ	+	Weak
ECK120011294	H-NS	hns	ECK120002028	hisQ	+	Weak
ECK120011294	H-NS	hns	ECK120002061	mukF	+	Weak
ECK120011294	H-NS	hns	ECK120002063	cmoM	+	Weak
ECK120011294	H-NS	hns	ECK120002068	gspM	-	Strong
ECK120011294	H-NS	hns	ECK120002123	mdtE	-	Strong
ECK120011294	H-NS	hns	ECK120002124	mdtF	-	Strong
ECK120011294	H-NS	hns	ECK120002125	gadW	-	Strong
ECK120011294	H-NS	hns	ECK120002126	gadX	-	Strong
ECK120011294	H-NS	hns	ECK120002228	yfaE	-	Confirmed
ECK120011294	H-NS	hns	ECK120002250	rcsD	-	Strong
ECK120011294	H-NS	hns	ECK120002252	lhgD	+	Weak
ECK120011294	H-NS	hns	ECK120002330	caiE	-	Weak
ECK120011294	H-NS	hns	ECK120002379	garP	-	Weak
ECK120011294	H-NS	hns	ECK120002398	cas2	-	Confirmed
ECK120011294	H-NS	hns	ECK120002452	alaU	-	Weak
ECK120011294	H-NS	hns	ECK120002453	alaV	-	Weak
ECK120011294	H-NS	hns	ECK120002474	gltT	-	Strong
ECK120011294	H-NS	hns	ECK120002475	gltU	-	Weak
ECK120011294	H-NS	hns	ECK120002477	gltW	-	Weak
ECK120011294	H-NS	hns	ECK120002486	ileU	-	Weak
ECK120011294	H-NS	hns	ECK120002487	ileV	-	Weak
ECK120011294	H-NS	hns	ECK120002505	micF	-	Weak
ECK120011294	H-NS	hns	ECK120002511	rnpB	-	Weak
ECK120011294	H-NS	hns	ECK120002513	rrfB	-	Strong
ECK120011294	H-NS	hns	ECK120002514	rrfC	-	Weak
ECK120011294	H-NS	hns	ECK120002515	rrfD	-	Weak
ECK120011294	H-NS	hns	ECK120002517	rrfG	-	Weak
ECK120011294	H-NS	hns	ECK120002518	rrfH	-	Weak
ECK120011294	H-NS	hns	ECK120002520	rrlB	-	Strong
ECK120011294	H-NS	hns	ECK120002521	rrlC	-	Weak
ECK120011294	H-NS	hns	ECK120002522	rrlD	-	Weak
ECK120011294	H-NS	hns	ECK120002524	rrlG	-	Weak
ECK120011294	H-NS	hns	ECK120002525	rrlH	-	Weak
ECK120011294	H-NS	hns	ECK120002527	rrsB	-	Strong
ECK120011294	H-NS	hns	ECK120002528	rrsC	-	Weak
ECK120011294	H-NS	hns	ECK120002529	rrsD	-	Weak
ECK120011294	H-NS	hns	ECK120002531	rrsG	-	Weak
ECK120011294	H-NS	hns	ECK120002532	rrsH	-	Weak
ECK120011294	H-NS	hns	ECK120002533	rrfF	-	Weak
ECK120011294	H-NS	hns	ECK120002541	ssrS	-	Strong
ECK120011294	H-NS	hns	ECK120002545	thrV	-	Weak
ECK120011294	H-NS	hns	ECK120002568	gadA	-	Strong
ECK120011294	H-NS	hns	ECK120002708	caiF	-	Weak
ECK120011294	H-NS	hns	ECK120003139	csgG	-	Strong
ECK120011294	H-NS	hns	ECK120003140	csgF	-	Strong
ECK120011294	H-NS	hns	ECK120003141	csgE	-	Strong
ECK120011294	H-NS	hns	ECK120003142	csgD	-	Strong
ECK120011294	H-NS	hns	ECK120003214	hlyE	+	Strong
ECK120011294	H-NS	hns	ECK120003214	hlyE	-	Strong
ECK120011294	H-NS	hns	ECK120003378	ydeO	-	Strong
ECK120011294	H-NS	hns	ECK120003380	ydeP	-	Strong
ECK120011294	H-NS	hns	ECK120003444	asr	-	Weak
ECK120011294	H-NS	hns	ECK120003446	mdtI	-	Strong
ECK120011294	H-NS	hns	ECK120003447	mdtJ	-	Strong
ECK120011294	H-NS	hns	ECK120003625	tcyJ	+	Weak
ECK120011294	H-NS	hns	ECK120003641	hchA	-	Strong
ECK120011294	H-NS	hns	ECK120003901	csiE	+	Weak
ECK120011294	H-NS	hns	ECK120003961	glaH	+	Weak
ECK120011294	H-NS	hns	ECK120003990	cas1	-	Confirmed
ECK120011294	H-NS	hns	ECK120003991	casE	-	Confirmed
ECK120011294	H-NS	hns	ECK120003992	casD	-	Confirmed
ECK120011294	H-NS	hns	ECK120003993	casC	-	Confirmed
ECK120011294	H-NS	hns	ECK120003994	casB	-	Confirmed
ECK120011294	H-NS	hns	ECK120003995	casA	-	Confirmed
ECK120011294	H-NS	hns	ECK120004246	gspA	-	Strong
ECK120011294	H-NS	hns	ECK120004247	gspC	-	Strong
ECK120011294	H-NS	hns	ECK120004248	gspD	-	Strong
ECK120011294	H-NS	hns	ECK120004249	gspE	-	Strong
ECK120011294	H-NS	hns	ECK120004250	gspF	-	Strong
ECK120011294	H-NS	hns	ECK120004251	gspG	-	Strong
ECK120011294	H-NS	hns	ECK120004252	gspH	-	Strong
ECK120011294	H-NS	hns	ECK120004253	gspI	-	Strong
ECK120011294	H-NS	hns	ECK120004254	gspJ	-	Strong
ECK120011294	H-NS	hns	ECK120004255	gspK	-	Strong
ECK120011294	H-NS	hns	ECK120004256	gspL	-	Strong
ECK120011294	H-NS	hns	ECK120004439	yjjP	-	Strong
ECK120011294	H-NS	hns	ECK120004440	yjjQ	-	Strong
ECK120011294	H-NS	hns	ECK120004441	bglJ	-	Strong
ECK120011294	H-NS	hns	ECK120004452	nrdG	-	Strong
ECK120011294	H-NS	hns	ECK120004460	srlA	+	Weak
ECK120011294	H-NS	hns	ECK120016281	yhiM	-	Strong
ECK120011294	H-NS	hns	ECK120016289	ybdZ	+	Weak
ECK120011294	H-NS	hns	ECK125242747	gadF	-	Strong
ECK120011294	H-NS	hns	ECK125286392	mdtU	-	Strong
ECK120011294	H-NS	hns	ECK125302577	malH	+	Weak
ECK120011294	H-NS	hns	ECK125303717	fliX	+	Weak
ECK120011298	SoxS	soxS	ECK120000032	aldA	+	Weak
ECK120011298	SoxS	soxS	ECK120000127	cadA	+	Weak
ECK120011298	SoxS	soxS	ECK120000201	dapD	+	Weak
ECK120011298	SoxS	soxS	ECK120000312	fldA	+	Confirmed
ECK120011298	SoxS	soxS	ECK120000351	fumC	+	Confirmed
ECK120011298	SoxS	soxS	ECK120000352	fur	+	Confirmed
ECK120011298	SoxS	soxS	ECK120000563	map	+	Weak
ECK120011298	SoxS	soxS	ECK120000621	fpr	+	Confirmed
ECK120011298	SoxS	soxS	ECK120000644	nfo	+	Strong
ECK120011298	SoxS	soxS	ECK120000694	pgi	+	Weak
ECK120011298	SoxS	soxS	ECK120000745	poxB	+	Weak
ECK120011298	SoxS	soxS	ECK120000778	ptsG	+	Strong
ECK120011298	SoxS	soxS	ECK120000843	rimK	+	Confirmed
ECK120011298	SoxS	soxS	ECK120000942	sodA	+	Confirmed
ECK120011298	SoxS	soxS	ECK120000947	soxS	-	Confirmed
ECK120011298	SoxS	soxS	ECK120000998	tolC	+	Weak
ECK120011298	SoxS	soxS	ECK120001108	ompW	-	Weak
