mg_tu_id,mg_tss,mg_tss_strand,strain_id,strain_tss,strain_tss_strand,strain_name,strain_tu_length
ECK120015309,3497754,1,NC_012971.2,3357355,1,BL21,1447
ECK120011139,2599879,1,NC_012971.2,2464368,1,BL21,599
ECK120011138,2600437,1,NC_012971.2,2464926,1,BL21,511
ECK120011137,1339234,-1,NC_012971.2,1324882,-1,BL21,722
ECK120011127,1339190,-1,NC_012971.2,1324882,-1,BL21,678
ECK120011105,1330789,1,NC_012971.2,1317159,1,BL21,2856
ECK120011151,2634197,1,NC_012971.2,2498677,1,BL21,1405
ECK120026300,4601615,-1,NC_012971.2,4518514,-1,BL21,1476
ECK120026302,403687,1,NC_012971.2,368312,1,BL21,1131
ECK120021194,3544858,-1,NC_012971.2,3404435,-1,BL21,784
ECK120021196,142703,-1,NC_012971.2,144812,-1,BL21,695
ECK120021202,880653,1,NC_012971.2,864572,1,BL21,1276
ECK120021211,243406,-1,NC_012971.2,245433,-1,BL21,2547
ECK120021213,1447492,1,NC_012971.2,1423051,1,BL21,1526
ECK120021263,2814816,-1,NC_012971.2,2654184,-1,BL21,598
ECK120021219,1734162,-1,NC_012971.2,1678950,-1,BL21,408
ECK120021222,3948021,-1,NC_012971.2,3837368,-1,BL21,893
ECK120021223,1024438,1,NC_012971.2,1029527,1,BL21,2087
ECK120021226,850419,1,NC_012971.2,834411,1,BL21,590
ECK120021227,1313991,1,NC_012971.2,1299583,1,BL21,667
ECK120021231,3840017,-1,NC_012971.2,3727542,-1,BL21,842
ECK120021233,2290422,1,NC_012971.2,2184072,1,BL21,725
ECK120021236,3522826,1,NC_012971.2,3383204,1,BL21,2622
ECK120021238,1437121,1,NC_012971.2,1412680,1,BL21,108
ECK120021253,1405751,-1,NC_012971.2,1390827,-1,BL21,92
ECK120021260,3700272,-1,NC_012971.2,3561087,-1,BL21,373
ECK120026554,229098,1,NC_012971.2,232025,1,BL21,872
ECK120026564,246615,-1,NC_012971.2,250535,-1,BL21,654
ECK120016564,1757296,1,NC_012971.2,1702565,1,BL21,361
ECK120026779,904517,1,NC_012971.2,909221,1,BL21,1226
ECK120026717,669072,-1,NC_012971.2,624465,-1,BL21,4970
ECK120026729,708236,1,NC_012971.2,668110,1,BL21,1880
ECK120026745,782061,1,NC_012971.2,740469,1,BL21,1824
ECK120026751,807321,-1,NC_012971.2,747066,-1,BL21,1323
ECK120021191,396363,-1,NC_012971.2,359755,-1,BL21,1233
ECK120026301,4602177,-1,NC_012971.2,4518514,-1,BL21,2038
ECK120021188,3843910,1,NC_012971.2,3732277,1,BL21,1820
ECK120021185,2976385,-1,NC_012971.2,2814586,-1,BL21,81
ECK120026304,255737,-1,NC_012971.2,258753,-1,BL21,1478
ECK120026317,3982781,1,NC_012971.2,3873021,1,BL21,1412
ECK120026516,45592,1,NC_012971.2,49788,1,BL21,1546
ECK120026521,71271,1,NC_012971.2,74076,1,BL21,844
ECK120026522,77338,-1,NC_012971.2,75034,-1,BL21,5109
ECK120026524,84188,1,NC_012971.2,86993,1,BL21,1124
ECK120021265,1799301,-1,NC_012971.2,1743576,-1,BL21,140
ECK120026525,87947,1,NC_012971.2,90752,1,BL21,1085
ECK120026526,106508,1,NC_012971.2,109313,1,BL21,1036
ECK120026528,117705,-1,NC_012971.2,117327,-1,BL21,3183
ECK120026529,118663,-1,NC_012971.2,120557,-1,BL21,911
ECK120026530,134339,1,NC_012971.2,137143,1,BL21,411
ECK120026535,164721,1,NC_012971.2,167573,1,BL21,2534
ECK120026537,179183,-1,NC_012971.2,179844,-1,BL21,2182
ECK120026538,179196,1,NC_012971.2,182039,1,BL21,1558
ECK120026549,214187,-1,NC_012971.2,216521,-1,BL21,509
ECK120026550,214280,1,NC_012971.2,217123,1,BL21,1699
ECK120026553,222806,1,NC_012971.2,225647,1,BL21,602
ECK120026296,3513697,-1,NC_012971.2,3373012,-1,BL21,1063
ECK120021264,1799763,-1,NC_012971.2,1743576,-1,BL21,602
ECK120026555,231064,1,NC_012971.2,233991,1,BL21,1485
ECK120021212,1234916,1,NC_012971.2,1223064,1,BL21,782
ECK120021181,3172323,-1,NC_012971.2,3039316,-1,BL21,444
ECK120021182,3389496,1,NC_012971.2,3250658,1,BL21,953
ECK120021184,3374583,1,NC_012971.2,3235746,1,BL21,1653
ECK120021186,2976189,-1,NC_012971.2,2814383,-1,BL21,87
ECK120026753,819858,1,NC_012971.2,803850,1,BL21,730
ECK120011141,2248560,-1,NC_012971.2,2141962,-1,BL21,1497
ECK120011166,1668591,-1,NC_012971.2,1611721,-1,BL21,2067
ECK120015488,1719748,1,NC_012971.2,1664944,1,BL21,595
ECK120015490,703175,-1,NC_012971.2,661477,-1,BL21,1572
ECK120015491,174921,-1,NC_012971.2,176445,-1,BL21,1319
ECK120015492,883508,-1,NC_012971.2,866711,-1,BL21,716
ECK120015499,846631,-1,NC_012971.2,829733,-1,BL21,890
ECK120015501,2587475,1,NC_012971.2,2451964,1,BL21,3233
ECK120015502,4111524,-1,NC_012971.2,4018662,-1,BL21,784
ECK120015505,2578570,1,NC_012971.2,2443059,1,BL21,3069
ECK120015506,3719431,1,NC_012971.2,3581585,1,BL21,337
ECK120015507,4439511,1,NC_012971.2,4351650,1,BL21,282
ECK120015508,1114213,-1,NC_012971.2,1116374,-1,BL21,406
ECK120015510,904523,-1,NC_012971.2,908656,-1,BL21,571
ECK120016180,855786,-1,NC_012971.2,838816,-1,BL21,962
ECK120015511,3068126,-1,NC_012971.2,2898198,-1,BL21,786
ECK120015512,3068185,-1,NC_012971.2,2898198,-1,BL21,845
ECK120015514,4012855,-1,NC_012971.2,3904730,-1,BL21,992
ECK120015515,4012837,-1,NC_012971.2,3904730,-1,BL21,974
ECK120015523,1125522,1,NC_012971.2,1128092,1,BL21,624
ECK120015766,2751759,1,NC_012971.2,2618161,1,BL21,1697
ECK120015944,4105686,-1,NC_012971.2,4011524,-1,BL21,2084
ECK120015947,3216538,-1,NC_012971.2,3081809,-1,BL21,811
ECK120015950,2041346,1,NC_012971.2,1946493,1,BL21,679
ECK120015958,1277821,1,NC_012971.2,1265969,1,BL21,1527
ECK120015960,485699,1,NC_012971.2,454745,1,BL21,709
ECK120015313,1147577,1,NC_012971.2,1150144,1,BL21,3827
ECK120015509,1727801,1,NC_012971.2,1672997,1,BL21,443
ECK120015312,3101640,-1,NC_012971.2,2931672,-1,BL21,736
ECK120015487,1719777,1,NC_012971.2,1664973,1,BL21,566
ECK120016328,4351685,-1,NC_012971.2,4256395,-1,BL21,2375
ECK120016547,1825688,-1,NC_012971.2,1769470,-1,BL21,631
ECK120016329,3692673,-1,NC_012971.2,3550343,-1,BL21,3518
ECK120016331,3669551,1,NC_012971.2,3530738,1,BL21,1691
ECK120016332,159151,-1,NC_012971.2,160105,-1,BL21,1898
ECK120016333,159195,-1,NC_012971.2,160105,-1,BL21,1942
ECK120016334,1290220,1,NC_012971.2,1278012,1,BL21,1035
ECK120016337,1289106,1,NC_012971.2,1276898,1,BL21,2149
ECK120016338,2065972,-1,NC_012971.2,1968536,-1,BL21,2584
ECK120016403,1121058,-1,NC_012971.2,1123268,-1,BL21,357
ECK120016404,1121032,-1,NC_012971.2,1123268,-1,BL21,331
ECK120016405,1442915,-1,NC_012971.2,1417413,-1,BL21,1061
ECK120016408,518490,-1,NC_012971.2,486572,-1,BL21,1065
ECK120016549,2537315,1,NC_012971.2,2409702,1,BL21,1168
ECK120016222,2850839,1,NC_012971.2,2690806,1,BL21,5577
ECK120016550,2616068,1,NC_012971.2,2480549,1,BL21,1869
ECK120016551,2638975,-1,NC_012971.2,2500364,-1,BL21,3091
ECK120016552,3169749,1,NC_012971.2,3037186,1,BL21,2084
ECK120016553,926479,-1,NC_012971.2,931218,-1,BL21,317
ECK120016554,926685,-1,NC_012971.2,931218,-1,BL21,523
ECK120016555,2735961,1,NC_012971.2,2602476,1,BL21,922
ECK120016556,3039633,-1,NC_012971.2,2866044,-1,BL21,4449
ECK120016557,3201042,1,NC_012971.2,3067141,1,BL21,2087
ECK120016558,3169801,1,NC_012971.2,3037238,1,BL21,2032
ECK120016559,3296072,1,NC_012971.2,3164571,1,BL21,912
ECK120016560,3328853,-1,NC_012971.2,3197305,-1,BL21,47
ECK120016221,2850627,1,NC_012971.2,2690594,1,BL21,5789
ECK120011140,1388844,-1,NC_012971.2,1374672,-1,BL21,539
ECK120015311,3646112,1,NC_012971.2,3508498,1,BL21,1539
ECK120011071,2640642,-1,NC_012971.2,2503781,-1,BL21,1341
ECK120010968,3658242,1,NC_012971.2,3519429,1,BL21,840
ECK120010970,3656960,1,NC_012971.2,3518147,1,BL21,607
ECK120010978,3658345,1,NC_012971.2,3519532,1,BL21,5182
ECK120010981,833073,1,NC_012971.2,817065,1,BL21,3137
ECK120010982,4539928,-1,NC_012971.2,4446162,-1,BL21,2269
ECK120010983,2578588,1,NC_012971.2,2443077,1,BL21,3051
ECK120011048,28343,1,NC_012971.2,32415,1,BL21,929
ECK120011049,30775,1,NC_012971.2,34847,1,BL21,3263
ECK120011050,180845,1,NC_012971.2,183688,1,BL21,1463
ECK120011053,255809,-1,NC_012971.2,258753,-1,BL21,1550
ECK120011066,1862618,1,NC_012971.2,1806995,1,BL21,2116
ECK120011054,367538,-1,NC_012971.2,335963,-1,BL21,1110
ECK120011055,424985,1,NC_012971.2,390387,1,BL21,1096
ECK120011056,497139,1,NC_012971.2,466185,1,BL21,680
ECK120011057,699222,-1,NC_012971.2,657387,-1,BL21,1709
ECK120011058,706060,1,NC_012971.2,665934,1,BL21,1918
ECK120011059,985743,-1,NC_012971.2,989609,-1,BL21,1224
ECK120011060,1341870,1,NC_012971.2,1328239,1,BL21,1114
ECK120011061,1688551,1,NC_012971.2,1633748,1,BL21,1200
ECK120011063,1799301,-1,NC_012971.2,1739631,-1,BL21,4085
ECK120011064,1801346,-1,NC_012971.2,1744450,-1,BL21,1311
ECK120011065,1806351,1,NC_012971.2,1750764,1,BL21,948
ECK120011100,1556606,1,NC_012971.2,1512074,1,BL21,450
ECK120011101,1330980,1,NC_012971.2,1317350,1,BL21,2665
ECK120011102,1330883,1,NC_012971.2,1317253,1,BL21,2762
ECK120010963,605453,-1,NC_012971.2,563440,-1,BL21,682
ECK120011084,3965647,1,NC_012971.2,3855887,1,BL21,443
ECK120010962,712942,1,NC_012971.2,672816,1,BL21,2300
ECK120015310,1147338,1,NC_012971.2,1149905,1,BL21,4066
ECK120011072,2685797,1,NC_012971.2,2551602,1,BL21,1228
ECK120011073,2822090,-1,NC_012971.2,2659347,-1,BL21,2709
ECK120011074,2909717,-1,NC_012971.2,2739232,-1,BL21,3074
ECK120011075,2909797,-1,NC_012971.2,2739232,-1,BL21,3154
ECK120011076,3100790,-1,NC_012971.2,2930422,-1,BL21,1136
ECK120011079,3490851,-1,NC_012971.2,3349867,-1,BL21,585
ECK120011080,3719889,1,NC_012971.2,3582043,1,BL21,424
ECK120011081,3719940,1,NC_012971.2,3582094,1,BL21,373
ECK120011082,3881841,-1,NC_012971.2,3768944,-1,BL21,1693
ECK120011083,3881861,-1,NC_012971.2,3768944,-1,BL21,1713
ECK120011085,3965687,1,NC_012971.2,3855927,1,BL21,403
ECK120011068,2055031,1,NC_012971.2,1960178,1,BL21,1484
ECK120011086,3966162,1,NC_012971.2,3856402,1,BL21,1569
ECK120011087,4049899,1,NC_012971.2,3956636,1,BL21,117
ECK120011088,4124509,-1,NC_012971.2,4031354,-1,BL21,1078
ECK120011089,4153190,-1,NC_012971.2,4058994,-1,BL21,2743
ECK120011090,4155078,-1,NC_012971.2,4061997,-1,BL21,1382
ECK120011091,4163399,1,NC_012971.2,4071700,1,BL21,2886
ECK120011093,4178354,1,NC_012971.2,4086405,1,BL21,11259
ECK120011096,4624856,1,NC_012971.2,4542211,1,BL21,2438
ECK120011097,458815,1,NC_012971.2,427849,1,BL21,2427
ECK120011098,1103344,-1,NC_012971.2,1103418,-1,BL21,2493
ECK120011099,1556596,1,NC_012971.2,1512064,1,BL21,460
ECK120011070,2441641,-1,NC_012971.2,2327536,-1,BL21,1358
ECK120011067,1994879,-1,NC_012971.2,1938015,-1,BL21,2005
ECK120011051,185977,-1,NC_012971.2,187933,-1,BL21,887
ECK120026756,830669,-1,NC_012971.2,808994,-1,BL21,5667
ECK120026759,838484,-1,NC_012971.2,822182,-1,BL21,294
ECK120026762,842153,-1,NC_012971.2,825788,-1,BL21,357
ECK120021039,4275418,1,NC_012971.2,4182828,1,BL21,1639
ECK120021041,4394092,-1,NC_012971.2,4299448,-1,BL21,1164
ECK120021047,4478445,1,NC_012971.2,4389942,1,BL21,444
ECK120021054,4556856,1,NC_012971.2,4466135,1,BL21,529
ECK120021059,4605777,1,NC_012971.2,4524152,1,BL21,263
ECK120021061,878070,-1,NC_012971.2,860629,-1,BL21,1360
ECK120021062,880519,-1,NC_012971.2,863773,-1,BL21,665
ECK120021065,1395973,-1,NC_012971.2,1381258,-1,BL21,1082
ECK120021067,1523227,1,NC_012971.2,1477290,1,BL21,1141
ECK125158016,1323108,-1,NC_012971.2,1308567,-1,BL21,133
ECK120008914,1832044,-1,NC_012971.2,1770368,-1,BL21,6089
ECK125158018,3577645,-1,NC_012971.2,3440155,-1,BL21,639
ECK125165932,1340186,1,NC_012971.2,1326556,1,BL21,1541
ECK125230243,2965254,-1,NC_012971.2,2802601,-1,BL21,934
ECK125230242,2966121,-1,NC_012971.2,2803347,-1,BL21,1055
ECK125230241,3246618,1,NC_012971.2,3112917,1,BL21,810
ECK125230240,2797085,-1,NC_012971.2,2636197,-1,BL21,748
ECK125203409,454210,-1,NC_012971.2,419754,-1,BL21,2140
ECK125203408,1351121,-1,NC_012971.2,1336618,-1,BL21,870
ECK125203407,3405172,1,NC_012971.2,3266328,1,BL21,2130
ECK125203406,208326,1,NC_012971.2,211169,1,BL21,1254
ECK125203405,146754,-1,NC_012971.2,149118,-1,BL21,440
ECK120027475,3055473,-1,NC_012971.2,2881906,-1,BL21,4425
ECK125203402,2193758,1,NC_012971.2,2088621,1,BL21,2608
ECK125199574,1958986,-1,NC_012971.2,1904359,-1,BL21,545
ECK120021038,4275164,-1,NC_012971.2,4182170,-1,BL21,404
ECK125199573,2914318,-1,NC_012971.2,2744006,-1,BL21,2901
ECK120021027,3860253,1,NC_012971.2,3748620,1,BL21,923
ECK120021017,3634743,1,NC_012971.2,3497128,1,BL21,1150
ECK120021123,1440831,-1,NC_012971.2,1412819,-1,BL21,3571
ECK120021124,1495134,-1,NC_012971.2,1448210,-1,BL21,986
ECK120021130,1624688,1,NC_012971.2,1573984,1,BL21,603
ECK120021133,1746202,-1,NC_012971.2,1690140,-1,BL21,1331
ECK120021134,1779328,-1,NC_012971.2,1722806,-1,BL21,938
ECK120021136,1874323,1,NC_012971.2,1818700,1,BL21,475
ECK120021137,1875600,-1,NC_012971.2,1819132,-1,BL21,845
ECK120021138,1877657,1,NC_012971.2,1822034,1,BL21,1083
ECK120021147,2137863,1,NC_012971.2,2036870,1,BL21,1622
ECK120021162,2629031,-1,NC_012971.2,2491175,-1,BL21,2336
ECK120021169,2799084,1,NC_012971.2,2638943,1,BL21,529
ECK120021072,1901772,-1,NC_012971.2,1845756,-1,BL21,1743
ECK120021071,1842163,-1,NC_012971.2,1786239,-1,BL21,300
ECK120021070,1841432,-1,NC_012971.2,1785159,-1,BL21,649
ECK120021069,1809263,-1,NC_012971.2,1753110,-1,BL21,566
ECK120020493,346432,1,NC_012971.2,316061,1,BL21,327
ECK120020498,399454,1,NC_012971.2,364079,1,BL21,351
ECK120020499,444658,1,NC_012971.2,410059,1,BL21,516
ECK120020504,674993,1,NC_012971.2,635356,1,BL21,507
ECK120020510,824601,1,NC_012971.2,808593,1,BL21,439
ECK120020534,176561,1,NC_012971.2,179404,1,BL21,393
ECK120020535,3545596,1,NC_012971.2,3405957,1,BL21,603
ECK120020536,1791254,-1,NC_012971.2,1734224,-1,BL21,1446
ECK120020537,2303695,-1,NC_012971.2,2191307,-1,BL21,6038
ECK120021009,3327759,1,NC_012971.2,3196258,1,BL21,324
ECK120021020,3719097,-1,NC_012971.2,3580488,-1,BL21,763
ECK120020489,240216,-1,NC_012971.2,243993,-1,BL21,797
ECK125199572,2913700,-1,NC_012971.2,2744006,-1,BL21,2283
ECK125230247,3333516,-1,NC_012971.2,3199081,-1,BL21,2934
ECK125160639,192814,1,NC_012971.2,195657,1,BL21,684
ECK125158025,4021909,1,NC_012971.2,3928820,1,BL21,1628
ECK125158024,3966162,1,NC_012971.2,3856402,1,BL21,714
ECK125158023,3950290,1,NC_012971.2,3840530,1,BL21,181
ECK125158022,3950218,1,NC_012971.2,3840458,1,BL21,253
ECK125165388,2982208,-1,NC_012971.2,2818225,-1,BL21,2265
ECK125158021,3906697,-1,NC_012971.2,3794439,-1,BL21,1060
ECK125162168,1440831,-1,NC_012971.2,1411319,-1,BL21,5071
ECK125158026,1392072,-1,NC_012971.2,1376237,-1,BL21,2202
ECK125162170,4539928,-1,NC_012971.2,4445117,-1,BL21,3314
ECK125165380,3380698,1,NC_012971.2,3241861,1,BL21,1480
ECK125165386,406355,1,NC_012971.2,370980,1,BL21,1750
ECK125165387,957579,1,NC_012971.2,962669,1,BL21,1162
ECK125162171,4352549,1,NC_012971.2,4259634,1,BL21,532
ECK125165385,4366951,-1,NC_012971.2,4272558,-1,BL21,1479
ECK125165384,2269811,1,NC_012971.2,2164660,1,BL21,734
ECK125165382,3906717,-1,NC_012971.2,3794439,-1,BL21,1080
ECK125165381,3382173,1,NC_012971.2,3243336,1,BL21,1142
ECK125165383,2278397,-1,NC_012971.2,2172742,-1,BL21,504
ECK125165379,2599806,1,NC_012971.2,2464295,1,BL21,672
ECK125162174,1447394,-1,NC_012971.2,1421937,-1,BL21,1016
ECK125162177,3018950,1,NC_012971.2,2849811,1,BL21,1572
ECK125162172,1447349,-1,NC_012971.2,1421937,-1,BL21,971
ECK125162175,1447370,1,NC_012971.2,1422929,1,BL21,1693
ECK125162173,1447309,-1,NC_012971.2,1421937,-1,BL21,931
ECK125160640,1880800,-1,NC_012971.2,1825847,-1,BL21,679
ECK125165934,2716506,-1,NC_012971.2,2582666,-1,BL21,440
ECK125160641,3648063,1,NC_012971.2,3510449,1,BL21,84
ECK125160643,1064037,-1,NC_012971.2,1066838,-1,BL21,1487
ECK125240997,2710393,-1,NC_012971.2,2573922,-1,BL21,3071
ECK125241000,2710339,-1,NC_012971.2,2573922,-1,BL21,3017
ECK125285341,4073596,-1,NC_012971.2,3977102,-1,BL21,3081
ECK125158019,3853023,-1,NC_012971.2,3741201,-1,BL21,188
ECK125285347,4073663,-1,NC_012971.2,3977102,-1,BL21,3148
ECK125285346,4074641,1,NC_012971.2,3981228,1,BL21,813
ECK125285345,4073606,-1,NC_012971.2,3977102,-1,BL21,3091
ECK125285344,1774571,1,NC_012971.2,1718985,1,BL21,873
ECK125285342,4073634,-1,NC_012971.2,3977102,-1,BL21,3119
ECK125257180,1105201,1,NC_012971.2,1107768,1,BL21,1152
ECK125241003,2710230,-1,NC_012971.2,2573922,-1,BL21,2908
ECK125257179,84298,1,NC_012971.2,87103,1,BL21,1014
ECK125257178,1105803,1,NC_012971.2,1108370,1,BL21,550
ECK125257176,3340102,-1,NC_012971.2,3205463,-1,BL21,3139
ECK125257174,3340132,-1,NC_012971.2,3205463,-1,BL21,3169
ECK125257173,913845,-1,NC_012971.2,914035,-1,BL21,4514
ECK125241006,2710165,-1,NC_012971.2,2573922,-1,BL21,2843
ECK125165933,1958747,-1,NC_012971.2,1904359,-1,BL21,306
ECK125257177,1105201,1,NC_012971.2,1107768,1,BL21,2575
ECK125165389,1413556,1,NC_012971.2,1398724,1,BL21,168
ECK125162169,3373620,-1,NC_012971.2,3233846,-1,BL21,937
ECK125162166,1151575,1,NC_012971.2,1154142,1,BL21,312
ECK125160780,1511599,1,NC_012971.2,1465662,1,BL21,5403
ECK125160645,1726021,1,NC_012971.2,1671217,1,BL21,2223
ECK125160644,1063919,-1,NC_012971.2,1066838,-1,BL21,1369
ECK125160642,3648294,1,NC_012971.2,3510680,1,BL21,90
ECK120021122,1441029,1,NC_012971.2,1416588,1,BL21,295
ECK120021116,1273760,1,NC_012971.2,1261908,1,BL21,1418
ECK120021114,1258738,1,NC_012971.2,1246886,1,BL21,331
ECK120026629,408574,1,NC_012971.2,373199,1,BL21,376
ECK120026630,416977,-1,NC_012971.2,378009,-1,BL21,4370
ECK120026634,432977,1,NC_012971.2,398378,1,BL21,4130
ECK120026675,557781,-1,NC_012971.2,525748,-1,BL21,1120
ECK120026639,454210,-1,NC_012971.2,421241,-1,BL21,653
ECK120026640,454993,1,NC_012971.2,422677,1,BL21,1438
ECK120026647,468352,1,NC_012971.2,437398,1,BL21,489
ECK120026652,479288,-1,NC_012971.2,447827,-1,BL21,507
ECK120026654,480794,-1,NC_012971.2,449136,-1,BL21,704
ECK120026655,486492,1,NC_012971.2,455538,1,BL21,3406
ECK120026658,492056,1,NC_012971.2,461102,1,BL21,1967
ECK120026661,498031,1,NC_012971.2,467077,1,BL21,986
ECK120026662,503295,-1,NC_012971.2,470608,-1,BL21,1733
ECK120026666,515823,-1,NC_012971.2,483548,-1,BL21,1422
ECK120026667,515903,1,NC_012971.2,485050,1,BL21,1459
ECK120021180,3206380,-1,NC_012971.2,3071406,-1,BL21,1056
ECK120021176,3138700,1,NC_012971.2,3006134,1,BL21,893
ECK120021173,3041282,1,NC_012971.2,2872142,1,BL21,1011
ECK120020452,4126908,1,NC_012971.2,4034831,1,BL21,317
ECK120020431,4158394,-1,NC_012971.2,4066586,-1,BL21,109
ECK120020432,146745,-1,NC_012971.2,149118,-1,BL21,431
ECK120020433,2537319,-1,NC_012971.2,2408773,-1,BL21,933
ECK120020435,990591,1,NC_012971.2,995680,1,BL21,2643
ECK120020436,1185823,1,NC_012971.2,1189191,1,BL21,1247
ECK120020437,3637612,1,NC_012971.2,3499997,1,BL21,1529
ECK120026628,408148,1,NC_012971.2,372773,1,BL21,313
ECK120020438,4449686,-1,NC_012971.2,4360737,-1,BL21,564
ECK120026626,401319,1,NC_012971.2,365944,1,BL21,327
ECK120026603,332039,1,NC_012971.2,301667,1,BL21,1420
ECK120026765,853098,1,NC_012971.2,837090,1,BL21,1667
ECK120026769,866537,1,NC_012971.2,850456,1,BL21,6264
ECK120026776,888057,-1,NC_012971.2,892681,-1,BL21,80
ECK120026782,914895,-1,NC_012971.2,918662,-1,BL21,937
ECK120026709,657250,1,NC_012971.2,617610,1,BL21,251
ECK120026784,932078,-1,NC_012971.2,936075,-1,BL21,1059
ECK120026785,937328,1,NC_012971.2,942419,1,BL21,2009
ECK120026786,939365,1,NC_012971.2,944456,1,BL21,1400
ECK120026789,951154,-1,NC_012971.2,955392,-1,BL21,853
ECK120026794,970642,1,NC_012971.2,975732,1,BL21,956
ECK120026795,971672,1,NC_012971.2,976762,1,BL21,973
ECK120026796,980931,1,NC_012971.2,986021,1,BL21,1963
ECK120026797,983023,1,NC_012971.2,988113,1,BL21,1274
ECK120026799,989044,-1,NC_012971.2,992481,-1,BL21,1652
ECK120026805,1024365,-1,NC_012971.2,1026819,-1,BL21,2635
ECK120026806,1027041,-1,NC_012971.2,1031646,-1,BL21,484
ECK120026712,660301,-1,NC_012971.2,619613,-1,BL21,1050
ECK120026705,645034,-1,NC_012971.2,604027,-1,BL21,837
ECK120026568,250880,1,NC_012971.2,255446,1,BL21,2281
ECK120026631,419488,1,NC_012971.2,384890,1,BL21,2871
ECK120026572,256502,1,NC_012971.2,260996,1,BL21,1269
ECK120026593,310119,-1,NC_012971.2,274680,-1,BL21,5624
ECK120026594,310797,-1,NC_012971.2,280269,-1,BL21,712
ECK120026595,311393,-1,NC_012971.2,280930,-1,BL21,647
ECK120026596,312805,-1,NC_012971.2,282557,-1,BL21,431
ECK120026613,375386,1,NC_012971.2,344721,1,BL21,1284
ECK120020439,405686,-1,NC_012971.2,369411,-1,BL21,900
ECK120020440,1930857,1,NC_012971.2,1876581,1,BL21,1202
ECK120020448,4406044,1,NC_012971.2,4312564,1,BL21,4490
ECK120020425,1712671,1,NC_012971.2,1657867,1,BL21,1600
ECK120016726,1538687,-1,NC_012971.2,1491618,-1,BL21,2750
ECK120016727,1728353,1,NC_012971.2,1673549,1,BL21,5387
ECK120016729,3455634,-1,NC_012971.2,3314678,-1,BL21,2126
ECK120016778,2856828,-1,NC_012971.2,2696420,-1,BL21,375
ECK120016928,742619,1,NC_012971.2,701183,1,BL21,4107
ECK120016929,742798,1,NC_012971.2,701362,1,BL21,3928
ECK120016930,1705207,1,NC_012971.2,1650403,1,BL21,6951
ECK120016931,1705755,1,NC_012971.2,1650951,1,BL21,6403
ECK120017000,1092523,-1,NC_012971.2,1090389,-1,BL21,6417
ECK120017003,2178667,-1,NC_012971.2,2075307,-1,BL21,1155
ECK120020424,2949156,1,NC_012971.2,2787436,1,BL21,1417
ECK120020476,1673890,1,NC_012971.2,1619087,1,BL21,1057
ECK120020480,641903,-1,NC_012971.2,601269,-1,BL21,464
ECK120020481,2465135,-1,NC_012971.2,2352355,-1,BL21,883
ECK120021118,1388874,1,NC_012971.2,1375241,1,BL21,1021
ECK120021086,3216753,1,NC_012971.2,3082835,1,BL21,649
ECK120021091,4428819,-1,NC_012971.2,4341442,-1,BL21,740
ECK120021094,3182433,1,NC_012971.2,3049870,1,BL21,890
ECK120021102,1018459,1,NC_012971.2,1023548,1,BL21,478
ECK120021104,1021083,1,NC_012971.2,1026172,1,BL21,684
ECK120021107,1092841,1,NC_012971.2,1097124,1,BL21,1393
ECK120021109,1168844,-1,NC_012971.2,1170792,-1,BL21,644
ECK120021110,1169033,1,NC_012971.2,1171625,1,BL21,297
ECK120021111,1237285,-1,NC_012971.2,1223857,-1,BL21,1576
ECK120016725,576873,1,NC_012971.2,545032,1,BL21,1710
ECK120016700,1986775,1,NC_012971.2,1931917,1,BL21,653
ECK120016699,639002,1,NC_012971.2,598832,1,BL21,2316
ECK120016697,1720998,1,NC_012971.2,1666194,1,BL21,3135
ECK120020449,855947,1,NC_012971.2,839939,1,BL21,1608
ECK120020454,1923066,1,NC_012971.2,1868791,1,BL21,248
ECK120020428,3318375,-1,NC_012971.2,3186530,-1,BL21,344
ECK120020459,919103,-1,NC_012971.2,922831,-1,BL21,975
ECK120020461,2814802,1,NC_012971.2,2654768,1,BL21,71
ECK120020462,3311183,1,NC_012971.2,3179682,1,BL21,215
ECK120020463,3350577,1,NC_012971.2,3219077,1,BL21,120
ECK120020464,3986432,1,NC_012971.2,3876678,1,BL21,171
ECK120020465,4278066,-1,NC_012971.2,4185337,-1,BL21,139
ECK120020467,507204,1,NC_012971.2,476250,1,BL21,83
ECK120020469,508191,1,NC_012971.2,477237,1,BL21,368
ECK120020471,2652391,1,NC_012971.2,2516871,1,BL21,948
ECK120016562,197026,1,NC_012971.2,199869,1,BL21,11582
ECK120020473,475201,-1,NC_012971.2,443347,-1,BL21,900
ECK120020429,554577,1,NC_012971.2,523664,1,BL21,1419
ECK120020426,3311786,-1,NC_012971.2,3179871,-1,BL21,414
ECK120021172,3005847,-1,NC_012971.2,2834870,-1,BL21,1839
ECK120016724,3893829,1,NC_012971.2,3782625,1,BL21,1389
ECK120016589,2962507,-1,NC_012971.2,2797340,-1,BL21,3447
ECK120016590,1988200,1,NC_012971.2,1933342,1,BL21,345
ECK120016690,1966216,-1,NC_012971.2,1908498,-1,BL21,3636
ECK120016691,1144728,-1,NC_012971.2,1143749,-1,BL21,3546
ECK120016693,3550399,-1,NC_012971.2,3408282,-1,BL21,2413
ECK120016694,3682016,-1,NC_012971.2,3541632,-1,BL21,1572
ECK120016695,4256598,-1,NC_012971.2,4161415,-1,BL21,2555
