,TU,tss,best score,name,ID,Sigma70_Prib_score,Sigma54_Prib_score,Sigma32_Prib_score,Sigma24_Prib_score,Sigma38_Prib_score,Sigma28_Prib_score
578,ECK120020480,641903,,uspG,b0607,-2.4914052356230356,-8.19898150786518,-8.01542947727654,-11.046033127285218,-4.954917686497921,-9.751269853705015
579,ECK120026705,645034,,rna,b0611,-3.8498903180444985,-5.846246631185664,-12.621069588085307,-11.968366173615337,-5.648064867057866,-12.527746860183772
580,ECK120026707,651952,,citG,b0613,-6.9005630059080705,-7.728977878619446,-5.485545214839318,-11.64384526942422,-9.628302663569123,-10.705269749844682
581,ECK120049214,652039,,citG,b0613,-5.072871506425248,-9.451744476360549,-6.542123739167018,-10.466728846799382,-10.923625246483287,-10.41871279780848
582,ECK120026707,651952,,citX,b0614,-6.9005630059080705,-7.728977878619446,-5.485545214839318,-11.64384526942422,-9.628302663569123,-10.705269749844682
583,ECK120049214,652039,,citX,b0614,-5.072871506425248,-9.451744476360549,-6.542123739167018,-10.466728846799382,-10.923625246483287,-10.41871279780848
584,ECK120026707,651952,,citF,b0615,-6.9005630059080705,-7.728977878619446,-5.485545214839318,-11.64384526942422,-9.628302663569123,-10.705269749844682
585,ECK120049214,652039,,citF,b0615,-5.072871506425248,-9.451744476360549,-6.542123739167018,-10.466728846799382,-10.923625246483287,-10.41871279780848
586,ECK120026707,651952,,citE,b0616,-6.9005630059080705,-7.728977878619446,-5.485545214839318,-11.64384526942422,-9.628302663569123,-10.705269749844682
587,ECK120049214,652039,,citE,b0616,-5.072871506425248,-9.451744476360549,-6.542123739167018,-10.466728846799382,-10.923625246483287,-10.41871279780848
588,ECK120026707,651952,,citD,b0617,-6.9005630059080705,-7.728977878619446,-5.485545214839318,-11.64384526942422,-9.628302663569123,-10.705269749844682
589,ECK120049214,652039,,citD,b0617,-5.072871506425248,-9.451744476360549,-6.542123739167018,-10.466728846799382,-10.923625246483287,-10.41871279780848
590,ECK120026707,651952,,citC,b0618,-6.9005630059080705,-7.728977878619446,-5.485545214839318,-11.64384526942422,-9.628302663569123,-10.705269749844682
591,ECK120049214,652039,,citC,b0618,-5.072871506425248,-9.451744476360549,-6.542123739167018,-10.466728846799382,-10.923625246483287,-10.41871279780848
592,ECK120026708,651984,,citA,b0619,-5.209945400127681,-6.991378935488667,-7.077438817622509,-6.6346872647218875,-8.220813402042664,-14.661869469779194
593,ECK120049215,652172,,citA,b0619,-5.065323263067332,-8.353132187692438,-7.678655262697422,-5.502817754297295,-6.723159588352646,-10.919866397342984
594,ECK120026708,651984,,citB,b0620,-5.209945400127681,-6.991378935488667,-7.077438817622509,-6.6346872647218875,-8.220813402042664,-14.661869469779194
595,ECK120049215,652172,,citB,b0620,-5.065323263067332,-8.353132187692438,-7.678655262697422,-5.502817754297295,-6.723159588352646,-10.919866397342984
596,ECK120010895,656083,,dcuC,b0621,-8.770527583043574,-5.0113122188177925,-6.738118597861184,-5.7382321694360305,-7.531244042830603,-12.134144090115726
597,ECK120015338,656526,,pagP,b0622,-4.648773883464214,-2.7050973577731687,-8.621048618474214,-7.916448470757288,-4.054249295587705,-9.889333766146743
598,ECK120026709,657250,,cspE,b0623,-8.572928354871559,-8.515366985919655,-14.460565639058,-16.93296451930871,-10.008234469672121,-8.429351689235693
599,ECK120034114,657147,,cspE,b0623,-8.656225214456773,-5.892766646820556,-9.93703891685192,-13.102332213976052,-8.864503707294407,-13.421550450083407
600,ECK120026712,660301,,lipA,b0628,-3.2902888010427516,-3.4426963009039477,-7.726689763266623,-10.703580937707589,-7.488236500072852,-8.847848794734434
601,ECK120033559,662706,,lipB,b0630,-3.2902888010427516,-7.99831081240303,-2.4069769357061777,-7.8076783477711125,-7.488236500072852,-10.291116140703773
602,ECK120033559,662706,,ybeD,b0631,-3.2902888010427516,-7.99831081240303,-2.4069769357061777,-7.8076783477711125,-7.488236500072852,-10.291116140703773
603,ECK120026717,669072,,rlpA,b0633,-3.2902888010427516,-6.7701275323264944,-7.425706703347554,-5.7937503427333,-5.542326351017538,-9.748052759223055
604,ECK120026717,669072,,mrdB,b0634,-3.2902888010427516,-6.7701275323264944,-7.425706703347554,-5.7937503427333,-5.542326351017538,-9.748052759223055
605,ECK120026717,669072,,mrdA,b0635,-3.2902888010427516,-6.7701275323264944,-7.425706703347554,-5.7937503427333,-5.542326351017538,-9.748052759223055
606,ECK120026717,669072,,rlmH,b0636,-3.2902888010427516,-6.7701275323264944,-7.425706703347554,-5.7937503427333,-5.542326351017538,-9.748052759223055
607,ECK120026717,669072,,rsfS,b0637,-3.2902888010427516,-6.7701275323264944,-7.425706703347554,-5.7937503427333,-5.542326351017538,-9.748052759223055
608,ECK120020504,674993,,ybeL,b0643,-3.2042682793473984,-9.164062403908767,-10.058201396827593,-10.683124786631314,-4.751734877746249,-10.267543779518297
609,ECK120016723,687896,,gltL,b0652,-7.664864751631987,-5.165462898645051,-6.802406837430686,-10.466728846799382,-9.036555597450905,-8.76369048672721
610,ECK120016723,687896,,gltK,b0653,-7.664864751631987,-5.165462898645051,-6.802406837430686,-10.466728846799382,-9.036555597450905,-8.76369048672721
611,ECK120016723,687896,,gltJ,b0654,-7.664864751631987,-5.165462898645051,-6.802406837430686,-10.466728846799382,-9.036555597450905,-8.76369048672721
612,ECK120016723,687896,,gltI,b0655,-7.664864751631987,-5.165462898645051,-6.802406837430686,-10.466728846799382,-9.036555597450905,-8.76369048672721
613,ECK120033560,693469,,lnt,b0657,-8.481702350148637,-7.99831081240303,-2.4069769357061777,-12.794710242929412,-7.288013732949657,-12.33233646956341
614,ECK120033560,693469,,ybeX,b0658,-8.481702350148637,-7.99831081240303,-2.4069769357061777,-12.794710242929412,-7.288013732949657,-12.33233646956341
615,ECK120033560,693469,,ybeY,b0659,-8.481702350148637,-7.99831081240303,-2.4069769357061777,-12.794710242929412,-7.288013732949657,-12.33233646956341
616,ECK120033560,693469,,ybeZ,b0660,-8.481702350148637,-7.99831081240303,-2.4069769357061777,-12.794710242929412,-7.288013732949657,-12.33233646956341
617,ECK120009689,697163,,glnX,b0664,-5.065323263067332,-3.5209739979248234,-5.2369867113146675,-9.21343777564799,-7.995101722622745,-11.618819720868077
618,ECK120009689,697163,,glnV,b0665,-5.065323263067332,-3.5209739979248234,-5.2369867113146675,-9.21343777564799,-7.995101722622745,-11.618819720868077
619,ECK120009689,697163,,metU,b0666,-5.065323263067332,-3.5209739979248234,-5.2369867113146675,-9.21343777564799,-7.995101722622745,-11.618819720868077
620,ECK120009689,697163,,glnW,b0668,-5.065323263067332,-3.5209739979248234,-5.2369867113146675,-9.21343777564799,-7.995101722622745,-11.618819720868077
621,ECK120009689,697163,,glnU,b0670,-5.065323263067332,-3.5209739979248234,-5.2369867113146675,-9.21343777564799,-7.995101722622745,-11.618819720868077
622,ECK120009689,697163,,leuW,b0672,-5.065323263067332,-3.5209739979248234,-5.2369867113146675,-9.21343777564799,-7.995101722622745,-11.618819720868077
623,ECK120009689,697163,,metT,b0673,-5.065323263067332,-3.5209739979248234,-5.2369867113146675,-9.21343777564799,-7.995101722622745,-11.618819720868077
624,ECK120011057,699222,,asnB,b0674,-9.498372310029405,-3.9729591216678806,-3.7459219791395,-10.836496663190745,-9.02868154102,-11.540223666432638
625,ECK120009158,700352,,umpH,b0675,-3.815418412907005,-2.5140421210104593,-10.69510112457798,-11.968366173615337,-5.7878268094330245,-10.893047312992055
626,ECK120009236,703708,,umpH,b0675,-4.060455087151848,-5.211982914279944,-8.946361759143644,-5.290987610963261,-5.988497504895176,-11.758694312047457
627,ECK120009236,703708,,nagC,b0676,-4.060455087151848,-5.211982914279944,-8.946361759143644,-5.290987610963261,-5.988497504895176,-11.758694312047457
628,ECK120033740,701865,,nagC,b0676,-3.2902888010427516,-7.182434172251376,-7.6368675510572075,-6.6389685877338165,-7.488236500072852,-10.261845758403659
629,ECK120033741,702008,,nagC,b0676,-3.2042682793473984,-4.263241975819719,-6.003044698056788,-7.8000746980335185,-6.932959113736026,-10.594692097909567
630,ECK120009236,703708,,nagA,b0677,-4.060455087151848,-5.211982914279944,-8.946361759143644,-5.290987610963261,-5.988497504895176,-11.758694312047457
631,ECK120015490,703175,,nagA,b0677,-6.2148135760431655,-1.6422031517071383,-9.000382447472129,-5.40087805874066,-7.050640113781893,-8.338146135713066
632,ECK120009236,703708,,nagB,b0678,-4.060455087151848,-5.211982914279944,-8.946361759143644,-5.290987610963261,-5.988497504895176,-11.758694312047457
633,ECK120009023,703840,,nagE,b0679,-7.302522374357818,-6.43592544423982,-6.862510761500391,-6.233197385138466,-9.827189237237773,-14.163566371012093
634,ECK120011058,706060,,glnS,b0680,-6.438151677109567,-8.19898150786518,-10.394975611406712,-5.577157301078651,-7.382665922445972,-7.038967342864277
635,ECK120033556,705999,,glnS,b0680,-5.065323263067332,-6.991378935488667,-2.4069769357061777,-14.277737559746729,-5.813877486632967,-9.076093500191252
636,ECK120026729,708236,,chiP,b0681,-6.095814900103176,-6.630365589951335,-11.13571470791405,-16.644608819347454,-10.26912402512733,-10.835708089335762
637,ECK120026729,708236,,chiQ,b0682,-6.095814900103176,-6.630365589951335,-11.13571470791405,-16.644608819347454,-10.26912402512733,-10.835708089335762
638,ECK120008945,710829,,fur,b0683,-3.929720781493805,-6.310595202948054,-8.30512867382426,-11.5179478039875,-9.64862266606008,-12.824812954661203
639,ECK120008946,711521,,fur,b0683,-3.8498903180444985,-3.2516410641412383,-8.621048618474214,-11.766208980233081,-4.656424697941923,-9.32592059862968
640,ECK120008947,710723,,fur,b0683,-2.4914052356230356,-4.164014358430589,-10.281344948141806,-5.851283615434135,-3.9632775173819788,-10.782493120468148
641,ECK120009313,710716,,fur,b0683,-2.4914052356230356,-9.164062403908767,-10.281344948141806,-13.102332213976052,-3.9632775173819788,-10.782493120468148
642,ECK120008945,710829,,uof,b4637,-3.929720781493805,-6.310595202948054,-8.30512867382426,-11.5179478039875,-9.64862266606008,-12.824812954661203
643,ECK120008946,711521,,uof,b4637,-3.8498903180444985,-3.2516410641412383,-8.621048618474214,-11.766208980233081,-4.656424697941923,-9.32592059862968
644,ECK120008946,711521,,fldA,b0684,-3.8498903180444985,-3.2516410641412383,-8.621048618474214,-11.766208980233081,-4.656424697941923,-9.32592059862968
645,ECK120015367,711939,,ybfE,b0685,-7.025498925428165,-6.119539966185346,-4.5956969277390645,-6.316328617107115,-7.020994032268444,-12.063874118835226
646,ECK120010962,712942,,seqA,b0687,-8.481702350148637,-5.020927677517236,-8.281132643009546,-6.422857121387852,-6.962812076885708,-8.893990498747309
647,ECK120010962,712942,,pgm,b0688,-8.481702350148637,-5.020927677517236,-8.281132643009546,-6.422857121387852,-6.962812076885708,-8.893990498747309
648,ECK120016563,716641,,ybfG,b0691,-3.929720781493805,-6.119539966185346,-8.024222229224518,-11.464301787013436,-7.033314516656484,-12.443644725403223
649,ECK120009228,728849,,kdpC,b0696,-6.781658970478145,-8.152461492230287,-6.908207220130084,-11.961322652274504,-5.687734367804639,-15.964645572188953
650,ECK120009228,728849,,kdpB,b0697,-6.781658970478145,-8.152461492230287,-6.908207220130084,-11.961322652274504,-5.687734367804639,-15.964645572188953
651,ECK120009228,728849,,kdpA,b0698,-6.781658970478145,-8.152461492230287,-6.908207220130084,-11.961322652274504,-5.687734367804639,-15.964645572188953
652,ECK120009228,728849,,kdpF,b4513,-6.781658970478145,-8.152461492230287,-6.908207220130084,-11.961322652274504,-5.687734367804639,-15.964645572188953
653,ECK120009753,738980,,ybgA,b0707,-4.72860434691352,-9.94818136267444,-7.031742358992816,-15.66673140833965,-3.849454882941692,-13.014814693773788
654,ECK120034539,738920,,ybgA,b0707,-4.05620154654448,-4.844798090971201,-8.247152263563407,-7.441263523055402,-7.401225123083221,-11.420889786256685
655,ECK120009753,738980,,phr,b0708,-4.72860434691352,-9.94818136267444,-7.031742358992816,-15.66673140833965,-3.849454882941692,-13.014814693773788
656,ECK120009755,739421,,phr,b0708,-6.2266153600084495,-6.565496435648246,-5.990290091673652,-3.8160893346943867,-6.6361482113630155,-10.797839168798248
657,ECK120034539,738920,,phr,b0708,-4.05620154654448,-4.844798090971201,-8.247152263563407,-7.441263523055402,-7.401225123083221,-11.420889786256685
658,ECK120016928,742619,,ybgI,b0710,-9.700145454121332,-2.5140421210104593,-9.121303208639976,-8.370531173861824,-10.460219593415179,-13.82701555819157
659,ECK120016929,742798,,ybgI,b0710,-4.9993806310203315,-4.583868203990853,-4.5956969277390645,-15.441666849178837,-4.901547155974909,-9.378065607815072
660,ECK120016928,742619,,ybgJ,b0711,-9.700145454121332,-2.5140421210104593,-9.121303208639976,-8.370531173861824,-10.460219593415179,-13.82701555819157
661,ECK120016929,742798,,ybgJ,b0711,-4.9993806310203315,-4.583868203990853,-4.5956969277390645,-15.441666849178837,-4.901547155974909,-9.378065607815072
662,ECK120016928,742619,,ybgK,b0712,-9.700145454121332,-2.5140421210104593,-9.121303208639976,-8.370531173861824,-10.460219593415179,-13.82701555819157
663,ECK120016929,742798,,ybgK,b0712,-4.9993806310203315,-4.583868203990853,-4.5956969277390645,-15.441666849178837,-4.901547155974909,-9.378065607815072
664,ECK120016928,742619,,ybgL,b0713,-9.700145454121332,-2.5140421210104593,-9.121303208639976,-8.370531173861824,-10.460219593415179,-13.82701555819157
665,ECK120016929,742798,,ybgL,b0713,-4.9993806310203315,-4.583868203990853,-4.5956969277390645,-15.441666849178837,-4.901547155974909,-9.378065607815072
666,ECK120016928,742619,,nei,b0714,-9.700145454121332,-2.5140421210104593,-9.121303208639976,-8.370531173861824,-10.460219593415179,-13.82701555819157
667,ECK120016929,742798,,nei,b0714,-4.9993806310203315,-4.583868203990853,-4.5956969277390645,-15.441666849178837,-4.901547155974909,-9.378065607815072
668,ECK120009298,754767,,gltA,b0720,-2.4914052356230356,-4.263241975819718,-9.047247328007884,-15.094470649194648,-8.09041190242707,-9.768219751617089
669,ECK120009601,754670,,gltA,b0720,-7.332212037172803,-8.353132187692438,-7.005417128283198,-11.257002171116437,-9.224115510906449,-9.980329981483875
670,ECK120009705,754958,,sdhC,b0721,-3.2902888010427516,-5.000840918950498,-3.7013380725314735,-11.618896654077293,-3.3611021150277605,-8.422167032784587
671,ECK120009169,755404,,sdhD,b0722,-4.060455087151848,-8.065450115240658,-10.618119162720925,-10.65174131977518,-6.793197171360869,-11.452663100927479
672,ECK120009705,754958,,sdhD,b0722,-3.2902888010427516,-5.000840918950498,-3.7013380725314735,-11.618896654077293,-3.3611021150277605,-8.422167032784587
673,ECK120009169,755404,,sdhA,b0723,-4.060455087151848,-8.065450115240658,-10.618119162720925,-10.65174131977518,-6.793197171360869,-11.452663100927479
674,ECK120009705,754958,,sdhA,b0723,-3.2902888010427516,-5.000840918950498,-3.7013380725314735,-11.618896654077293,-3.3611021150277605,-8.422167032784587
675,ECK120009169,755404,,sdhB,b0724,-4.060455087151848,-8.065450115240658,-10.618119162720925,-10.65174131977518,-6.793197171360869,-11.452663100927479
676,ECK120009705,754958,,sdhB,b0724,-3.2902888010427516,-5.000840918950498,-3.7013380725314735,-11.618896654077293,-3.3611021150277605,-8.422167032784587
677,ECK120009295,758586,,sucA,b0726,-9.498372310029405,-8.256505352003368,-7.587893546460749,-10.836496663190745,-7.808091773116674,-12.683707276886693
678,ECK120009705,754958,,sucA,b0726,-3.2902888010427516,-5.000840918950498,-3.7013380725314735,-11.618896654077293,-3.3611021150277605,-8.422167032784587
679,ECK125158015,758586,,sucA,b0726,-9.498372310029405,-8.256505352003368,-7.587893546460749,-10.836496663190745,-7.808091773116674,-12.683707276886693
680,ECK120009295,758586,,sucB,b0727,-9.498372310029405,-8.256505352003368,-7.587893546460749,-10.836496663190745,-7.808091773116674,-12.683707276886693
681,ECK120009705,754958,,sucB,b0727,-3.2902888010427516,-5.000840918950498,-3.7013380725314735,-11.618896654077293,-3.3611021150277605,-8.422167032784587
682,ECK125158015,758586,,sucB,b0727,-9.498372310029405,-8.256505352003368,-7.587893546460749,-10.836496663190745,-7.808091773116674,-12.683707276886693
683,ECK120009295,758586,,sucC,b0728,-9.498372310029405,-8.256505352003368,-7.587893546460749,-10.836496663190745,-7.808091773116674,-12.683707276886693
684,ECK120009705,754958,,sucC,b0728,-3.2902888010427516,-5.000840918950498,-3.7013380725314735,-11.618896654077293,-3.3611021150277605,-8.422167032784587
685,ECK120009295,758586,,sucD,b0729,-9.498372310029405,-8.256505352003368,-7.587893546460749,-10.836496663190745,-7.808091773116674,-12.683707276886693
686,ECK120009705,754958,,sucD,b0729,-3.2902888010427516,-5.000840918950498,-3.7013380725314735,-11.618896654077293,-3.3611021150277605,-8.422167032784587
687,ECK120009594,765926,,mngR,b0730,-3.2042682793473984,-4.686725589430561,-11.033563552317773,-11.836306451602272,-6.932959113736026,-14.37318789699433
688,ECK120009027,765811,,mngA,b0731,-11.278958478659334,-3.5209739979248234,-3.7013380725314735,-11.333635397137353,-6.057490376382127,-12.053319438733167
689,ECK120009027,765811,,mngB,b0732,-11.278958478659334,-3.5209739979248234,-3.7013380725314735,-11.333635397137353,-6.057490376382127,-12.053319438733167
690,ECK120008989,771202,,cydA,b0733,-9.887009023170322,-5.883151188121114,-7.600648152843886,-12.219128193854765,-11.068242965651821,-7.816751560597842
691,ECK120008990,771213,,cydA,b0733,-4.657565508479637,-8.758597295800604,-6.01835893302983,-10.634339469808491,-5.784889949759714,-11.339838759869032
692,ECK120008991,771368,,cydA,b0733,-3.8498903180444985,-5.165462898645051,-8.078906085824885,-10.5433620728203,-6.837648933931702,-7.648826495568352
693,ECK120009293,771170,,cydA,b0733,-4.05620154654448,-9.451744476360549,-10.960773258417719,-11.840587774614201,-9.347135272138535,-10.513628461101925
694,ECK120009750,771284,,cydA,b0733,-3.619574277293009,-6.012441830628978,-5.964288993049529,-16.226340159619237,-9.915984736020903,-10.736522293348786
695,ECK120008989,771202,,cydB,b0734,-9.887009023170322,-5.883151188121114,-7.600648152843886,-12.219128193854765,-11.068242965651821,-7.816751560597842
696,ECK120008990,771213,,cydB,b0734,-4.657565508479637,-8.758597295800604,-6.01835893302983,-10.634339469808491,-5.784889949759714,-11.339838759869032
697,ECK120008991,771368,,cydB,b0734,-3.8498903180444985,-5.165462898645051,-8.078906085824885,-10.5433620728203,-6.837648933931702,-7.648826495568352
698,ECK120009293,771170,,cydB,b0734,-4.05620154654448,-9.451744476360549,-10.960773258417719,-11.840587774614201,-9.347135272138535,-10.513628461101925
699,ECK120009750,771284,,cydB,b0734,-3.619574277293009,-6.012441830628978,-5.964288993049529,-16.226340159619237,-9.915984736020903,-10.736522293348786
700,ECK120009674,780514,,lysT,b0743,-3.619574277293009,-5.000840918950498,-4.556941222731805,-11.422319114885983,-10.321449844129068,-9.434711252178557
701,ECK120009674,780514,,valT,b0744,-3.619574277293009,-5.000840918950498,-4.556941222731805,-11.422319114885983,-10.321449844129068,-9.434711252178557
702,ECK120009674,780514,,lysW,b0745,-3.619574277293009,-5.000840918950498,-4.556941222731805,-11.422319114885983,-10.321449844129068,-9.434711252178557
703,ECK120026745,782061,,nadA,b0750,-10.942486242038122,-7.889320528694624,-9.081612977189929,-6.53475965713466,-8.637707205974452,-10.41621499358093
704,ECK120026745,782061,,pnuC,b0751,-10.942486242038122,-7.889320528694624,-9.081612977189929,-6.53475965713466,-8.637707205974452,-10.41621499358093
705,ECK120009202,785591,,aroG,b0754,-5.3572312560096815,-5.570928006753215,-7.664936392413388,-12.205311101414797,-10.32796452515026,-7.752089575048729
706,ECK120010921,787632,,gpmA,b0755,-2.4914052356230356,-4.164014358430589,-5.343525433926597,-11.207869890106146,-8.09041190242707,-9.324935739326769
707,ECK125109872,787670,,gpmA,b0755,-5.173903495328467,-4.263241975819718,-4.5956969277390645,-8.524344869692634,-5.489333820877028,-11.506528479434342
708,ECK120009036,792177,,galM,b0756,-2.4914052356230356,-5.558564558733883,-8.474360271316685,-11.80304922984579,-4.954917686497921,-11.60756784407064
709,ECK120009218,792081,,galM,b0756,-4.648773883464214,-2.7050973577731687,-8.621048618474214,-16.573536359603427,-5.045889464703647,-9.732886983104484
710,ECK120009219,792086,,galM,b0756,-4.648773883464214,-2.7050973577731687,-8.621048618474214,-16.573536359603427,-5.045889464703647,-10.47530521267121
711,ECK120009036,792177,,galK,b0757,-2.4914052356230356,-5.558564558733883,-8.474360271316685,-11.80304922984579,-4.954917686497921,-11.60756784407064
712,ECK120009218,792081,,galK,b0757,-4.648773883464214,-2.7050973577731687,-8.621048618474214,-16.573536359603427,-5.045889464703647,-9.732886983104484
713,ECK120009219,792086,,galK,b0757,-4.648773883464214,-2.7050973577731687,-8.621048618474214,-16.573536359603427,-5.045889464703647,-10.47530521267121
714,ECK125165939,792081,,galK,b0757,-4.648773883464214,-2.7050973577731687,-8.621048618474214,-16.573536359603427,-5.045889464703647,-9.732886983104484
715,ECK125165940,792086,,galK,b0757,-4.648773883464214,-2.7050973577731687,-8.621048618474214,-16.573536359603427,-5.045889464703647,-10.47530521267121
716,ECK125165941,790463,,galK,b0757,-7.396844609568379,-1.8332583884698475,-6.89289298515704,-15.477677286701871,-9.705211758002555,-9.746767824899136
717,ECK120009036,792177,,galT,b0758,-2.4914052356230356,-5.558564558733883,-8.474360271316685,-11.80304922984579,-4.954917686497921,-11.60756784407064
718,ECK120009218,792081,,galT,b0758,-4.648773883464214,-2.7050973577731687,-8.621048618474214,-16.573536359603427,-5.045889464703647,-9.732886983104484
719,ECK120009219,792086,,galT,b0758,-4.648773883464214,-2.7050973577731687,-8.621048618474214,-16.573536359603427,-5.045889464703647,-10.47530521267121
720,ECK125165937,792081,,galT,b0758,-4.648773883464214,-2.7050973577731687,-8.621048618474214,-16.573536359603427,-5.045889464703647,-9.732886983104484
721,ECK125165938,792086,,galT,b0758,-4.648773883464214,-2.7050973577731687,-8.621048618474214,-16.573536359603427,-5.045889464703647,-10.47530521267121
722,ECK125165939,792081,,galT,b0758,-4.648773883464214,-2.7050973577731687,-8.621048618474214,-16.573536359603427,-5.045889464703647,-9.732886983104484
723,ECK125165940,792086,,galT,b0758,-4.648773883464214,-2.7050973577731687,-8.621048618474214,-16.573536359603427,-5.045889464703647,-10.47530521267121
724,ECK120009036,792177,,galE,b0759,-2.4914052356230356,-5.558564558733883,-8.474360271316685,-11.80304922984579,-4.954917686497921,-11.60756784407064
725,ECK120009218,792081,,galE,b0759,-4.648773883464214,-2.7050973577731687,-8.621048618474214,-16.573536359603427,-5.045889464703647,-9.732886983104484
726,ECK120009219,792086,,galE,b0759,-4.648773883464214,-2.7050973577731687,-8.621048618474214,-16.573536359603427,-5.045889464703647,-10.47530521267121
727,ECK125165935,792081,,galE,b0759,-4.648773883464214,-2.7050973577731687,-8.621048618474214,-16.573536359603427,-5.045889464703647,-9.732886983104484
728,ECK125165936,792086,,galE,b0759,-4.648773883464214,-2.7050973577731687,-8.621048618474214,-16.573536359603427,-5.045889464703647,-10.47530521267121
729,ECK125165937,792081,,galE,b0759,-4.648773883464214,-2.7050973577731687,-8.621048618474214,-16.573536359603427,-5.045889464703647,-9.732886983104484
730,ECK125165938,792086,,galE,b0759,-4.648773883464214,-2.7050973577731687,-8.621048618474214,-16.573536359603427,-5.045889464703647,-10.47530521267121
731,ECK125165939,792081,,galE,b0759,-4.648773883464214,-2.7050973577731687,-8.621048618474214,-16.573536359603427,-5.045889464703647,-9.732886983104484
732,ECK125165940,792086,,galE,b0759,-4.648773883464214,-2.7050973577731687,-8.621048618474214,-16.573536359603427,-5.045889464703647,-10.47530521267121
733,ECK120026749,794751,,acrZ,b0762,-4.207740943033848,-8.152461492230287,-11.532562812944189,-6.653702893064155,-6.947347851188126,-10.0610607565093
734,ECK120009489,795062,,modA,b0763,-3.6408955485988694,-5.130411910358923,-7.014745942742015,-12.409339202732863,-5.200040144530905,-10.06139361829152
735,ECK120029602,794995,,modA,b0763,-4.353758592323231,-5.000840918950498,-11.762144660048735,-11.670750489089798,-6.847457305030223,-4.416653684269102
736,ECK120009489,795062,,modB,b0764,-3.6408955485988694,-5.130411910358923,-7.014745942742015,-12.409339202732863,-5.200040144530905,-10.06139361829152
737,ECK120029602,794995,,modB,b0764,-4.353758592323231,-5.000840918950498,-11.762144660048735,-11.670750489089798,-6.847457305030223,-4.416653684269102
738,ECK120009489,795062,,modC,b0765,-3.6408955485988694,-5.130411910358923,-7.014745942742015,-12.409339202732863,-5.200040144530905,-10.06139361829152
739,ECK120029602,794995,,modC,b0765,-4.353758592323231,-5.000840918950498,-11.762144660048735,-11.670750489089798,-6.847457305030223,-4.416653684269102
740,ECK120026751,807321,,ybhC,b0772,-4.657565508479637,-4.844798090971201,-7.925941012074548,-9.914163616860627,-7.966114185749493,-11.468921350779349
741,ECK120009206,809292,,bioA,b0774,-5.006624508453564,-4.87778082619327,-8.221411711966816,-17.012638480785142,-7.534756515707744,-11.441613264740893
742,ECK120009309,809302,,bioB,b0775,-7.876467222980336,-6.310595202948054,-11.268403143395174,-11.992343025833515,-8.444574733076282,-11.631615003853478
743,ECK120009309,809302,,bioF,b0776,-7.876467222980336,-6.310595202948054,-11.268403143395174,-11.992343025833515,-8.444574733076282,-11.631615003853478
744,ECK120009309,809302,,bioC,b0777,-7.876467222980336,-6.310595202948054,-11.268403143395174,-11.992343025833515,-8.444574733076282,-11.631615003853478
745,ECK120009309,809302,,bioD,b0778,-7.876467222980336,-6.310595202948054,-11.268403143395174,-11.992343025833515,-8.444574733076282,-11.631615003853478
746,ECK120009183,813152,,uvrB,b0779,-5.531754120317817,-4.686725589430561,-11.465549167145317,-10.517965697084723,-7.780256974123231,-10.967883733379521
747,ECK120009263,813462,,uvrB,b0779,-2.4914052356230356,-7.864779419778507,-6.784296407489831,-11.257002171116437,-6.144501753371757,-10.164553417395343
748,ECK120048890,813493,,uvrB,b0779,-2.9067112335686462,-6.119539966185346,-9.670799688608076,-10.290449604461392,-7.156102665050237,-7.930410879070362
749,ECK120008922,816914,,moaA,b0781,-4.92060398675821,-3.9729591216678806,-3.7459219791395,-11.619563547582874,-6.744165042436456,-9.42671024419863
750,ECK120009488,816827,,moaA,b0781,-4.003151844767114,-6.43592544423982,-7.523699753852878,-8.733436667551194,-5.141199644507972,-12.036355594296932
751,ECK120008922,816914,,moaB,b0782,-4.92060398675821,-3.9729591216678806,-3.7459219791395,-11.619563547582874,-6.744165042436456,-9.42671024419863
752,ECK120009488,816827,,moaB,b0782,-4.003151844767114,-6.43592544423982,-7.523699753852878,-8.733436667551194,-5.141199644507972,-12.036355594296932
753,ECK120015178,817977,,moaB,b0782,-9.56300488242498,-7.99831081240303,-3.829638940996943,-6.522594815010048,-12.960507173744327,-9.756942259737492
754,ECK120008922,816914,,moaC,b0783,-4.92060398675821,-3.9729591216678806,-3.7459219791395,-11.619563547582874,-6.744165042436456,-9.42671024419863
755,ECK120009488,816827,,moaC,b0783,-4.003151844767114,-6.43592544423982,-7.523699753852878,-8.733436667551194,-5.141199644507972,-12.036355594296932
756,ECK120015178,817977,,moaC,b0783,-9.56300488242498,-7.99831081240303,-3.829638940996943,-6.522594815010048,-12.960507173744327,-9.756942259737492
757,ECK120008922,816914,,moaD,b0784,-4.92060398675821,-3.9729591216678806,-3.7459219791395,-11.619563547582874,-6.744165042436456,-9.42671024419863
758,ECK120009488,816827,,moaD,b0784,-4.003151844767114,-6.43592544423982,-7.523699753852878,-8.733436667551194,-5.141199644507972,-12.036355594296932
759,ECK120015178,817977,,moaD,b0784,-9.56300488242498,-7.99831081240303,-3.829638940996943,-6.522594815010048,-12.960507173744327,-9.756942259737492
760,ECK120008922,816914,,moaE,b0785,-4.92060398675821,-3.9729591216678806,-3.7459219791395,-11.619563547582874,-6.744165042436456,-9.42671024419863
