locus_tag,Unnamed: 0,name,strand,tss,sigma_factor,box_10_left,box_10_right,box_35_left,box_35_right,left,right
ECK120009600,720,fliAZY,-1.0,2001819.0,Sigma70,2001826.0,2001831.0,2001847.0,2001852.0,1999541.0,2001819.0
ECK120009601,721,gltA,-1.0,754670.0,,,,,,753126.0,754670.0
ECK120009602,722,dnaKJ,1.0,12123.0,Sigma32,12108.0,12113.0,12089.0,12094.0,12123.0,15298.0
ECK120009603,723,dnaKJ,1.0,12144.0,Sigma32,12127.0,12132.0,12109.0,12114.0,12144.0,15298.0
ECK120009604,724,clpPX,1.0,456646.0,Sigma70,456631.0,456637.0,456610.0,456616.0,456646.0,458755.0
ECK120009605,725,glgS,-1.0,3192002.0,Sigma38,3192010.0,3192020.0,3192034.0,3192039.0,3191716.0,3192002.0
ECK120009606,726,clpB,-1.0,2734205.0,"Sigma32, Sigma70",2734215.0,2734220.0,2734234.0,2734239.0,2731557.0,2734205.0
ECK120009608,728,hscBA-fdx-iscX,-1.0,2659524.0,Sigma70,2659531.0,2659536.0,2659552.0,2659557.0,2656506.0,2659524.0
ECK120009609,729,hypBCDE,1.0,2850839.0,Sigma70,2850826.0,2850832.0,2850799.0,2850805.0,2850839.0,2854321.0
ECK120009610,730,icd,1.0,1194961.0,Sigma70,1194952.0,1194957.0,1194928.0,1194933.0,1194961.0,1196373.0
ECK120009611,731,rpoH,-1.0,3601003.0,"Sigma70, Sigma38",3601011.0,3601016.0,3601037.0,3601042.0,3599887.0,3601003.0
ECK120009612,733,rpoH,-1.0,3600870.0,Sigma24,3600877.0,3600881.0,3600898.0,3600903.0,3599887.0,3600870.0
ECK120009613,734,lrhA,-1.0,2406656.0,Sigma70,2406664.0,2406670.0,2406694.0,2406700.0,2405703.0,2406656.0
ECK120009614,735,lysU,-1.0,4354797.0,Sigma70,4354806.0,4354812.0,4354833.0,4354839.0,4353200.0,4354797.0
ECK120009615,736,trmA,-1.0,4163295.0,Sigma32,4163305.0,4163310.0,4163324.0,4163329.0,4162137.0,4163295.0
ECK120009616,737,uspA,1.0,3639983.0,Sigma70,3639970.0,3639975.0,3639949.0,3639954.0,3639983.0,3640591.0
ECK120009617,738,uspA,1.0,3639998.0,Sigma70,3639981.0,3639987.0,3639956.0,3639962.0,3639998.0,3640591.0
ECK120009618,739,uspA,1.0,3640000.0,Sigma70,3639981.0,3639987.0,3639969.0,3639975.0,3640000.0,3640591.0
ECK120009619,740,rpsU-dnaG-rpoD,1.0,3210712.0,Sigma70,3210705.0,3210710.0,3210681.0,3210686.0,3210712.0,3214962.0
ECK120009620,741,rpsU-dnaG-rpoD,1.0,3210735.0,Sigma70,3210723.0,3210728.0,3210705.0,3210713.0,3210735.0,3214962.0
ECK120009621,742,rpoD,1.0,3212473.0,Sigma70,3212462.0,3212467.0,3212440.0,3212445.0,3212473.0,3214962.0
ECK120009622,743,rpoD,1.0,3212637.0,Sigma70,3212625.0,3212630.0,3212598.0,3212603.0,3212637.0,3214962.0
ECK120009623,744,rpoD,1.0,3212688.0,Sigma32,3212680.0,3212685.0,3212664.0,3212669.0,3212688.0,3214962.0
ECK120009624,745,upp-uraA,-1.0,2620909.0,Sigma70,2620915.0,2620920.0,2620937.0,2620942.0,2618871.0,2620909.0
ECK120009625,746,nlpD-rpoS,-1.0,2868782.0,Sigma70,2868791.0,2868796.0,2868813.0,2868818.0,2866559.0,2868782.0
ECK120009626,747,rpoS,-1.0,2868118.0,Sigma70,2868124.0,2868129.0,2868147.0,2868152.0,2866559.0,2868118.0
ECK120009627,748,epd-pgk,-1.0,3073823.0,"Sigma70, Sigma38",3073830.0,3073835.0,3073853.0,3073858.0,3071431.0,3073823.0
ECK120009628,750,cvpA-purF-ubiX,-1.0,2430770.0,,2430776.0,2430781.0,,,2428030.0,2430770.0
ECK120009629,751,clpA,1.0,923080.0,Sigma70,923069.0,923074.0,923043.0,923048.0,923080.0,925540.0
ECK120009630,752,clpA,1.0,923092.0,Sigma70,923076.0,923082.0,923051.0,923057.0,923092.0,925540.0
ECK120009631,753,clpA,1.0,923210.0,Sigma70,923192.0,923198.0,923174.0,923180.0,923210.0,925540.0
ECK120009632,754,nuoABCEFGHIJKLMN,-1.0,2405335.0,Sigma70,2405334.0,2405340.0,2405359.0,2405365.0,2390005.0,2405335.0
ECK120009633,755,tsx,-1.0,432245.0,Sigma70,432252.0,432257.0,432278.0,432283.0,431096.0,432245.0
ECK120009634,756,tsx,-1.0,432091.0,Sigma70,432098.0,432103.0,432121.0,432126.0,431096.0,432091.0
ECK120009635,757,yecM-cutC,-1.0,,,,,,,1958447.0,1959846.0
ECK120009636,758,endA,1.0,3090327.0,Sigma70,3090313.0,3090319.0,3090290.0,3090296.0,3090327.0,3091123.0
ECK120009637,759,endA,1.0,3090275.0,Sigma70,3090269.0,3090275.0,3090242.0,3090248.0,3090275.0,3091123.0
ECK120009638,760,sdaCB,1.0,,,,,,,2928229.0,2930943.0
ECK120009639,761,corA,1.0,4001194.0,Sigma70,4001180.0,4001185.0,4001157.0,4001162.0,4001194.0,4002376.0
ECK120009640,762,soxR,1.0,4277447.0,Sigma70,4277433.0,4277438.0,4277409.0,4277414.0,4277447.0,4277957.0
ECK120009641,763,livKHMGF,-1.0,3597730.0,Sigma70,3597729.0,3597735.0,3597759.0,3597765.0,3592724.0,3597730.0
ECK120009642,764,emrRAB,1.0,2810747.0,Sigma70,2810734.0,2810739.0,2810711.0,2810716.0,2810747.0,2814154.0
ECK120009643,765,fecIR,-1.0,4518282.0,Sigma70,4518290.0,4518295.0,4518316.0,4518321.0,4516764.0,4518282.0
ECK120009644,766,appA,1.0,1040599.0,Sigma70,1040585.0,1040591.0,1040562.0,1040568.0,1040599.0,1041915.0
ECK120009645,767,ppiA,-1.0,3492335.0,Sigma70,3492342.0,3492347.0,3492366.0,3492371.0,3491725.0,3492335.0
ECK120009646,768,ppiA,-1.0,3492395.0,Sigma70,3492398.0,3492403.0,3492422.0,3492427.0,3491725.0,3492395.0
ECK120009647,769,ppiA,-1.0,3492430.0,Sigma70,3492437.0,3492442.0,3492461.0,3492466.0,3491725.0,3492430.0
ECK120009648,770,ppiA,-1.0,3492449.0,Sigma70,3492457.0,3492462.0,3492484.0,3492489.0,3491725.0,3492449.0
ECK120009649,771,cadBA,-1.0,4360106.0,Sigma70,4360114.0,4360119.0,4360140.0,4360145.0,4356470.0,4360106.0
ECK120009650,772,dcuB-fumB,-1.0,4348764.0,Sigma70,4348774.0,4348779.0,,,4345631.0,4348764.0
ECK120009651,773,glgCAP,-1.0,3569455.0,,,,,,3564082.0,3569455.0
ECK120009652,774,glgCAP,-1.0,3569571.0,Sigma38,3569576.0,3569586.0,3569600.0,3569605.0,3564082.0,3569571.0
ECK120009653,775,fliAZY,-1.0,2001808.0,Sigma28,2001815.0,2001822.0,2001837.0,2001841.0,1999541.0,2001808.0
ECK120009654,776,rpsU,1.0,3210646.0,Sigma70,3210633.0,3210638.0,3210606.0,3210611.0,3210646.0,3211072.0
ECK120009655,777,glnB,-1.0,2687441.0,Sigma70,2687448.0,2687453.0,2687475.0,2687480.0,2687070.0,2687441.0
ECK120009656,778,glnB,-1.0,2687526.0,Sigma70,2687529.0,2687535.0,2687558.0,2687564.0,2687070.0,2687526.0
ECK120009657,779,cvpA-purF-ubiX,-1.0,2430800.0,Sigma70,2430807.0,2430812.0,2430832.0,2430837.0,2428030.0,2430800.0
ECK120009658,780,ompC,-1.0,2312864.0,Sigma70,2312870.0,2312876.0,2312893.0,2312899.0,2311610.0,2312864.0
ECK120009659,781,ompC,-1.0,2312887.0,Sigma70,2312898.0,2312904.0,2312914.0,2312920.0,2311610.0,2312887.0
ECK120009660,782,yhfA,-1.0,3485951.0,Sigma70,3485954.0,3485959.0,3485978.0,3485983.0,3485414.0,3485951.0
ECK120009661,783,ptsHI-crr,1.0,2533501.0,"Sigma32, Sigma70",2533487.0,2533492.0,2533464.0,2533469.0,2533501.0,2536380.0
ECK120009662,785,ptsHI-crr,1.0,2533498.0,Sigma32,,,,,2533498.0,2536380.0
ECK120009663,786,ptsHI-crr,1.0,2533507.0,,,,,,2533507.0,2536380.0
ECK120009664,787,ptsHI-crr,1.0,2533601.0,Sigma70,2533590.0,2533595.0,2533568.0,2533573.0,2533601.0,2536380.0
ECK120009665,788,ptsHI-crr,1.0,2533608.0,Sigma70,2533590.0,2533596.0,2533568.0,2533574.0,2533608.0,2536380.0
ECK120009666,789,pyrLBI,-1.0,4472553.0,Sigma70,4472558.0,4472564.0,4472584.0,4472590.0,4472426.0,4472553.0
ECK120009667,790,pyrLBI,-1.0,4472745.0,Sigma70,4472751.0,4472757.0,4472772.0,4472778.0,4472426.0,4472745.0
ECK120009668,791,rcsA,1.0,2023836.0,Sigma70,2023825.0,2023830.0,2023801.0,2023806.0,2023836.0,2024591.0
ECK120009669,792,rpoN-hpf-ptsN-yhbJ-npr,1.0,3344662.0,Sigma70,3344653.0,3344658.0,3344632.0,3344637.0,3344662.0,3348289.0
ECK120009670,793,glmUS,-1.0,3915326.0,Sigma70,3915330.0,3915335.0,3915357.0,3915362.0,3911810.0,3915326.0
ECK120009671,794,aspV,1.0,236913.0,Sigma70,236897.0,236902.0,236874.0,236879.0,236913.0,237067.0
ECK120009672,795,thrW,1.0,262841.0,Sigma70,262825.0,262830.0,262802.0,262807.0,262841.0,262946.0
ECK120009673,796,argU,1.0,564703.0,Sigma70,564686.0,564691.0,564664.0,564669.0,564703.0,564799.0
ECK120009674,797,lysT-valT-lysW,1.0,780514.0,Sigma70,780501.0,780506.0,780476.0,780481.0,780514.0,780918.0
ECK120009675,798,valVW,1.0,1746415.0,Sigma70,1746403.0,1746408.0,1746380.0,1746385.0,1746415.0,1746592.0
ECK120009676,799,proL,1.0,2286207.0,Sigma70,2286194.0,2286199.0,2286169.0,2286174.0,2286207.0,2286331.0
ECK120009677,800,valUXY-lysV,1.0,2520924.0,Sigma70,2520908.0,2520913.0,2520886.0,2520891.0,2520924.0,2521519.0
ECK120009678,801,metZWV,1.0,2947382.0,Sigma70,2947368.0,2947373.0,2947346.0,2947351.0,2947382.0,2947756.0
ECK120009679,802,asnT,1.0,2044541.0,Sigma70,2044528.0,2044533.0,2044502.0,2044507.0,2044541.0,2044750.0
ECK120009680,803,asnU,1.0,2059845.0,Sigma70,2059829.0,2059834.0,2059807.0,2059812.0,2059845.0,2059966.0
ECK120009681,804,asnV,1.0,2062252.0,Sigma70,2062236.0,2062241.0,2062213.0,2062218.0,2062252.0,2062335.0
ECK120009682,805,argW,1.0,2466308.0,Sigma70,2466292.0,2466297.0,2466269.0,2466274.0,2466308.0,2466383.0
ECK120009683,806,pheV,1.0,3110365.0,Sigma70,3110352.0,3110357.0,3110327.0,3110332.0,3110365.0,3110477.0
ECK120009684,807,ileX,1.0,3215597.0,Sigma70,3215582.0,3215587.0,3215558.0,3215563.0,3215597.0,3215716.0
ECK120009685,808,argX-hisR-leuT-proM,1.0,3982364.0,Sigma70,3982348.0,3982353.0,3982325.0,3982330.0,3982364.0,3982841.0
ECK120009686,809,thrU-tyrU-glyT-thrT-tufB,1.0,4175381.0,Sigma70,4175368.0,4175373.0,4175345.0,4175350.0,4175381.0,4177185.0
ECK120009687,810,glyVXY,1.0,4392313.0,Sigma70,4392297.0,4392302.0,4392275.0,4392280.0,4392313.0,4392658.0
ECK120009688,811,leuX,1.0,4496386.0,Sigma70,4496370.0,4496375.0,4496348.0,4496353.0,4496386.0,4496529.0
ECK120009689,812,metT-leuW-glnUW-metU-glnVX,-1.0,697163.0,Sigma70,697174.0,697179.0,697197.0,697202.0,696392.0,697163.0
ECK120009690,813,serW,-1.0,926006.0,Sigma70,926015.0,926020.0,926038.0,926043.0,925843.0,926006.0
ECK120009691,814,serT,-1.0,1031719.0,Sigma70,1031725.0,1031730.0,,,1031551.0,1031719.0
ECK120009692,815,serX,-1.0,1097676.0,Sigma70,1097687.0,1097692.0,1097710.0,1097715.0,1096979.0,1097676.0
ECK120009693,816,tyrTV-tpr,-1.0,1287665.0,Sigma70,1287673.0,1287678.0,1287695.0,1287700.0,1287009.0,1287665.0
ECK120009694,817,glyW-cysT-leuZ,-1.0,1992180.0,Sigma70,1992191.0,1992196.0,1992213.0,1992218.0,1991745.0,1992180.0
ECK120009695,818,serU,-1.0,2043562.0,Sigma70,2043573.0,2043578.0,2043594.0,2043599.0,2043468.0,2043562.0
ECK120009696,819,alaWX,-1.0,2518253.0,Sigma70,2518264.0,2518269.0,2518287.0,2518292.0,2518002.0,2518253.0
ECK120009697,820,serV-argVYZQ,-1.0,2818697.0,Sigma70,2818708.0,2818713.0,2818730.0,2818735.0,2817784.0,2818697.0
ECK120009698,821,metY-yhbC-nusA-infB,-1.0,3318297.0,Sigma70,3318305.0,3318310.0,3318328.0,3318333.0,3313185.0,3318297.0
ECK120009699,822,leuU,-1.0,3322278.0,Sigma70,3322288.0,3322293.0,3322311.0,3322316.0,3322072.0,3322278.0
ECK120009700,823,proK,-1.0,3708694.0,Sigma70,3708705.0,3708710.0,3708728.0,3708733.0,3708409.0,3708694.0
ECK120009701,824,pheU,-1.0,4362627.0,Sigma70,4362635.0,4362640.0,4362660.0,4362665.0,4362509.0,4362627.0
ECK120009702,825,leuQPV,-1.0,4606432.0,Sigma70,4606443.0,4606448.0,4606465.0,4606470.0,4606079.0,4606432.0
ECK120009703,826,pdhR-aceEF-lpdA,1.0,122034.0,"Sigma70, Sigma38",122022.0,122027.0,121999.0,122004.0,122034.0,129394.0
ECK120009704,828,lpdA,1.0,127717.0,Sigma70,127705.0,127710.0,127683.0,127688.0,127717.0,129394.0
ECK120009705,829,sdhCDAB-sucABCD-sdhX,1.0,754958.0,Sigma70,754943.0,754948.0,754920.0,754925.0,754958.0,765150.0
ECK120009706,830,rseABC,-1.0,2709632.0,Sigma24,2709639.0,2709643.0,2709660.0,2709665.0,2707322.0,2709632.0
ECK120009707,831,pykF,1.0,1755467.0,Sigma70,1755456.0,1755461.0,1755432.0,1755437.0,1755467.0,1757110.0
ECK120009708,832,uxuAB,1.0,4551518.0,Sigma70,4551506.0,4551511.0,4551485.0,4551490.0,4551518.0,4554361.0
ECK120009709,833,aldA,1.0,1488190.0,Sigma70,1488180.0,1488185.0,1488156.0,1488161.0,1488190.0,1489671.0
ECK120009710,834,putP,1.0,1079168.0,Sigma70,1079151.0,1079156.0,1079130.0,1079135.0,1079168.0,1080838.0
ECK120009711,835,putP,1.0,1079179.0,Sigma70,1079174.0,1079180.0,1079149.0,1079155.0,1079179.0,1080838.0
ECK120009712,836,putP,1.0,1079185.0,Sigma70,1079174.0,1079180.0,1079149.0,1079155.0,1079185.0,1080838.0
ECK120009713,837,putP,1.0,1079210.0,Sigma70,1079199.0,1079204.0,1079176.0,1079181.0,1079210.0,1080838.0
ECK120009714,838,putP,1.0,1079291.0,,,,,,1079291.0,1080838.0
ECK120009715,839,caiF,1.0,34218.0,Sigma70,34206.0,34211.0,34179.0,34184.0,34218.0,34695.0
ECK120009716,840,fixABCX,1.0,42325.0,Sigma70,42313.0,42318.0,42290.0,42295.0,42325.0,45750.0
ECK120009717,841,ompR-envZ,-1.0,3536707.0,Sigma70,3536714.0,3536719.0,3536741.0,3536746.0,3534473.0,3536707.0
ECK120009718,842,ompR-envZ,-1.0,3536639.0,Sigma70,3536642.0,3536647.0,3536666.0,3536671.0,3534473.0,3536639.0
ECK120009719,843,ompR-envZ,-1.0,3536755.0,Sigma70,3536762.0,3536767.0,3536784.0,3536789.0,3534473.0,3536755.0
ECK120009720,844,lldPRD,1.0,3777289.0,Sigma70,3777277.0,3777282.0,3777255.0,3777260.0,3777289.0,3781017.0
ECK120009722,845,fimE,1.0,4541871.0,Sigma70,4541860.0,4541865.0,4541837.0,4541842.0,4541871.0,4542902.0
ECK120009723,846,tolB-pal-ybgF,1.0,,,,,,,777740.0,780389.0
ECK120009724,847,rpoH,-1.0,3600813.0,Sigma54,3600823.0,3600827.0,3600834.0,3600839.0,3599887.0,3600813.0
ECK120009725,848,msrA,-1.0,4442261.0,Sigma70,4442269.0,4442275.0,4442300.0,4442306.0,4441538.0,4442261.0
ECK120009726,849,ampC,-1.0,4379003.0,Sigma70,4379011.0,4379016.0,4379033.0,4379038.0,4377783.0,4379003.0
ECK120009727,850,eda,-1.0,1933109.0,Sigma70,1933112.0,1933118.0,1933140.0,1933146.0,1932085.0,1933109.0
ECK120009728,851,eda,-1.0,1932799.0,,,,,,1932085.0,1932799.0
ECK120009729,852,smtA-mukFEB,1.0,973404.0,Sigma70,973392.0,973397.0,973370.0,973375.0,973404.0,980786.0
ECK120009730,853,mobAB,-1.0,4042030.0,,,,,,4040906.0,4042030.0
ECK120009731,854,mobAB,-1.0,4042121.0,Sigma70,4042132.0,4042138.0,4042152.0,4042158.0,4040906.0,4042121.0
ECK120009732,855,eda,-1.0,1932784.0,,,,,,1932085.0,1932784.0
ECK120009733,856,rpoE-rseABC,-1.0,2710186.0,,,,,,2707322.0,2710186.0
ECK120009734,857,trpCBA,-1.0,1319944.0,Sigma70,1319953.0,1319958.0,1319974.0,1319979.0,1316416.0,1319944.0
ECK120009735,858,xapAB,-1.0,2524910.0,"Sigma70, Sigma38",2524916.0,2524921.0,2524941.0,2524946.0,2522698.0,2524910.0
ECK120009736,860,tauABCD,1.0,385205.0,Sigma70,385194.0,385200.0,385171.0,385177.0,385205.0,388646.0
ECK120009737,861,ychQA-kdsA,1.0,1266899.0,Sigma70,1266883.0,1266888.0,1266860.0,1266865.0,1266899.0,1269067.0
ECK120009738,862,kdsA,1.0,1267854.0,Sigma70,1267844.0,1267849.0,1267819.0,1267824.0,1267854.0,1269067.0
ECK120009739,863,metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp,-1.0,3318375.0,Sigma70,3318382.0,3318387.0,3318406.0,3318411.0,3308999.0,3318375.0
ECK120009740,864,metY,-1.0,3318297.0,Sigma70,3318305.0,3318310.0,3318328.0,3318333.0,3318031.0,3318297.0
ECK120009741,865,arcA,-1.0,4640508.0,Sigma70,4640516.0,4640521.0,4640537.0,4640542.0,4639539.0,4640508.0
ECK120009742,866,arcA,-1.0,4640512.0,Sigma70,4640516.0,4640521.0,4640537.0,4640542.0,4639539.0,4640512.0
ECK120009743,867,arcA,-1.0,4640535.0,Sigma70,4640536.0,4640541.0,4640563.0,4640568.0,4639539.0,4640535.0
ECK120009744,868,arcA,-1.0,4640599.0,Sigma70,4640603.0,4640608.0,4640629.0,4640634.0,4639539.0,4640599.0
ECK120009745,869,arcA,-1.0,4640688.0,Sigma70,4640696.0,4640701.0,4640719.0,4640724.0,4639539.0,4640688.0
ECK120009746,870,arcA,-1.0,4640801.0,Sigma70,4640806.0,4640811.0,4640832.0,4640837.0,4639539.0,4640801.0
ECK120009747,871,arcA,-1.0,4640681.0,Sigma70,4640687.0,4640692.0,4640712.0,4640717.0,4639539.0,4640681.0
ECK120009748,872,putA,-1.0,1078925.0,Sigma70,1078930.0,1078935.0,1078953.0,1078958.0,1074920.0,1078925.0
ECK120009750,874,cydAB,1.0,771284.0,Sigma70,771274.0,771279.0,771251.0,771256.0,771284.0,774181.0
ECK120009751,875,cutA,-1.0,4365392.0,Sigma70,4365398.0,4365403.0,4365422.0,4365427.0,4365018.0,4365392.0
ECK120009752,876,cmk-rpsA,1.0,961165.0,Sigma70,961151.0,961156.0,961127.0,961132.0,961165.0,963716.0
ECK120009753,877,ybgA-phr,1.0,738980.0,Sigma38,738962.0,738972.0,738942.0,738947.0,738980.0,740925.0
ECK120009754,878,napFDAGHBC-ccmABCDEFGH,-1.0,2303577.0,Sigma70,2303582.0,2303587.0,2303606.0,2303611.0,2291358.0,2303577.0
ECK120009755,879,phr,1.0,739421.0,Sigma70,739405.0,739411.0,739389.0,739395.0,739421.0,740925.0
ECK120009756,880,yiaJ,-1.0,3742618.0,Sigma70,3742620.0,3742625.0,3742643.0,3742648.0,3741684.0,3742618.0
ECK120009757,881,gadBC,-1.0,1572072.0,"Sigma38, Sigma70, Sigma38, Sigma70",1572080.0,1572090.0,1572104.0,1572109.0,1568904.0,1572072.0
ECK120009758,883,paaZ,-1.0,1453670.0,Sigma70,1453674.0,1453680.0,1453700.0,1453706.0,1451597.0,1453670.0
ECK120009759,884,glpEGR,-1.0,3561849.0,Sigma70,3561854.0,3561860.0,3561884.0,3561890.0,3559754.0,3561849.0
ECK120009760,885,glpGR,-1.0,3561480.0,,,,,,3559754.0,3561480.0
ECK120009761,886,glpR,-1.0,3560891.0,Sigma70,3560896.0,3560902.0,3560923.0,3560929.0,3559754.0,3560891.0
ECK120009762,887,glpR,-1.0,3560756.0,Sigma70,3560757.0,3560763.0,3560784.0,3560790.0,3559754.0,3560756.0
ECK120009763,888,cmr,1.0,883649.0,Sigma70,883637.0,883643.0,883609.0,883615.0,883649.0,884938.0
ECK120009764,889,hydN-hypF,-1.0,2838132.0,Sigma54,2838142.0,2838146.0,2838153.0,2838158.0,2835173.0,2838132.0
ECK120009765,890,acpP-fabF,1.0,1151575.0,Sigma70,,,,,1151575.0,1153180.0
ECK120009766,891,fabDG-acpP,1.0,,,,,,,1149728.0,1151851.0
ECK120009767,892,fabG-acpP,1.0,,,,,,,1150670.0,1151851.0
ECK120009768,893,dadAX,1.0,1237509.0,Sigma70,1237498.0,1237503.0,1237474.0,1237479.0,1237509.0,1239949.0
ECK120009769,894,dadAX,1.0,1237538.0,Sigma70,1237532.0,1237537.0,1237507.0,1237512.0,1237538.0,1239949.0
ECK120009770,895,garPLRK-rnpB,-1.0,3274934.0,Sigma70,3274940.0,3274945.0,3274963.0,3274968.0,3269959.0,3274934.0
ECK120009771,896,rnc-era-recO-pdxJ-acpS,-1.0,2704223.0,Sigma70,2704232.0,2704237.0,2704258.0,2704263.0,2700618.0,2704223.0
ECK120009772,897,pdxJ-acpS,-1.0,2701813.0,Sigma70,2701818.0,2701824.0,2701842.0,2701848.0,2700618.0,2701813.0
ECK120009773,898,hupA,1.0,4200176.0,Sigma70,4200164.0,4200170.0,4200140.0,4200146.0,4200176.0,4200601.0
ECK120009774,899,hupB,1.0,461442.0,Sigma70,461427.0,461433.0,461406.0,461412.0,461442.0,461778.0
ECK120009775,900,hupB,1.0,461395.0,Sigma70,461383.0,461388.0,461360.0,461365.0,461395.0,461778.0
ECK120009776,901,hupB,1.0,461332.0,Sigma70,461319.0,461324.0,461296.0,461301.0,461332.0,461778.0
ECK120009777,902,hupB,1.0,461305.0,Sigma70,461286.0,461292.0,461265.0,461271.0,461305.0,461778.0
ECK120009778,903,paaABCDEFGHIJK,1.0,1453865.0,Sigma70,1453849.0,1453854.0,1453823.0,1453828.0,1453865.0,1463438.0
ECK120009779,904,feaR,-1.0,1447367.0,,,,,,1446378.0,1447367.0
ECK120009780,905,cfa,1.0,1741201.0,"Sigma38, Sigma70",1741184.0,1741194.0,1741165.0,1741170.0,1741201.0,1742561.0
ECK120009781,907,cfa,1.0,1741379.0,Sigma38,1741363.0,1741373.0,1741346.0,1741351.0,1741379.0,1742561.0
ECK120009782,908,relA-mazEF,-1.0,2913829.0,Sigma70,2913836.0,2913841.0,2913861.0,2913866.0,2910756.0,2913829.0
ECK120009783,909,mazEFG,-1.0,2911368.0,Sigma70,2911374.0,2911380.0,2911402.0,2911408.0,2909894.0,2911368.0
ECK120009784,910,mazEFG,-1.0,2911355.0,Sigma70,2911359.0,2911365.0,2911380.0,2911386.0,2909894.0,2911355.0
ECK120009785,911,ilvLXG_1G_2MEDA,1.0,3950218.0,Sigma70,3950206.0,3950211.0,3950183.0,3950188.0,3950218.0,3957123.0
ECK120009786,912,ilvLXG_1G_2MEDA,1.0,3950290.0,Sigma70,3950277.0,3950282.0,3950253.0,3950258.0,3950290.0,3957123.0
ECK120009787,913,ilvEDA,1.0,3952388.0,Sigma70,3952376.0,3952382.0,3952352.0,3952358.0,3952388.0,3957123.0
ECK120009788,914,rnpB,-1.0,3270592.0,Sigma70,3270599.0,3270605.0,3270622.0,3270628.0,3269962.0,3270592.0
ECK120009789,915,adhE,-1.0,1298309.0,Sigma38,1298317.0,1298327.0,1298342.0,1298347.0,1295446.0,1298309.0
ECK120009790,916,pqiABC,1.0,1011666.0,"Sigma70, Sigma38",1011653.0,1011658.0,1011626.0,1011631.0,1011666.0,1015459.0
ECK120009791,918,pqiABC,1.0,1011659.0,"Sigma70, Sigma38",1011648.0,1011653.0,1011624.0,1011629.0,1011659.0,1015459.0
ECK120009792,920,rpsA-ihfB,1.0,961717.0,Sigma70,961707.0,961712.0,961684.0,961689.0,961717.0,964173.0
ECK120009793,921,rpsA-ihfB,1.0,961859.0,Sigma70,961850.0,961855.0,961826.0,961832.0,961859.0,964173.0
ECK120009794,922,hlyE,-1.0,1230466.0,Sigma70,1230472.0,1230478.0,1230495.0,1230501.0,1229483.0,1230466.0
ECK120009795,923,rnb,-1.0,1349129.0,Sigma70,1349135.0,1349140.0,1349159.0,1349164.0,1346942.0,1349129.0
ECK120009796,924,rnb,-1.0,1348944.0,Sigma70,1348949.0,1348954.0,1348972.0,1348977.0,1346942.0,1348944.0
ECK120009797,925,gadAX,-1.0,3667607.0,"Sigma38, Sigma70, Sigma38, Sigma70",3667612.0,3667620.0,3667638.0,3667643.0,3664915.0,3667607.0
ECK120009798,929,glnK-amtB,1.0,472556.0,Sigma54,472542.0,472546.0,472530.0,472535.0,472556.0,474301.0
ECK120009799,930,yiaKLMNO-lyx-sgbHUE,1.0,3742674.0,Sigma70,3742660.0,3742665.0,3742637.0,3742642.0,3742674.0,3750781.0
ECK120009800,931,dnaAN-recF,-1.0,3883882.0,Sigma70,3883886.0,3883891.0,3883908.0,3883913.0,3880148.0,3883882.0
ECK120009801,932,yceD-rpmF,1.0,1146649.0,Sigma70,1146637.0,1146643.0,1146606.0,1146612.0,1146649.0,1147540.0
ECK120009802,933,yceD-rpmF,1.0,1146791.0,Sigma70,1146779.0,1146785.0,1146756.0,1146762.0,1146791.0,1147540.0
ECK120009803,934,rtcBA,-1.0,3558107.0,Sigma54,3558117.0,3558121.0,3558128.0,3558133.0,3555833.0,3558107.0
ECK120009804,935,dcuA,-1.0,4366843.0,Sigma70,4366853.0,4366858.0,4366875.0,4366880.0,4365472.0,4366843.0
ECK120009805,936,aroP,-1.0,121650.0,Sigma70,121654.0,121659.0,121678.0,121683.0,120144.0,121650.0
ECK120009806,937,nac,-1.0,2061978.0,Sigma54,2061988.0,2061992.0,2061999.0,2062004.0,2061016.0,2061978.0
ECK120009807,938,phoPQ,-1.0,1190508.0,,,,,,1188316.0,1190508.0
ECK120009808,939,xylAB,-1.0,3730807.0,Sigma70,3730813.0,3730819.0,3730836.0,3730842.0,3727917.0,3730807.0
ECK120009809,940,xylR,1.0,3734906.0,Sigma70,3734900.0,3734906.0,3734873.0,3734879.0,3734906.0,3736157.0
ECK120009810,941,rpmH-rnpA,1.0,3884237.0,Sigma70,3884219.0,3884225.0,3884205.0,3884211.0,3884237.0,3884852.0
ECK120009811,942,torYZ,-1.0,,,,,,,1954578.0,1958132.0
ECK120009812,943,hyfABCDEFGHIJR-focB,1.0,2601171.0,Sigma54,2601156.0,2601160.0,2601144.0,2601149.0,2601171.0,2614782.0
ECK120009813,944,paaXY,1.0,1463509.0,Sigma70,1463498.0,1463503.0,1463472.0,1463477.0,1463509.0,1465061.0
ECK120009814,945,proVWX,1.0,2804563.0,"Sigma70, Sigma38",2804551.0,2804556.0,2804524.0,2804529.0,2804563.0,2808124.0
ECK120009815,947,proVWX,1.0,2804755.0,Sigma70,2804742.0,2804747.0,2804720.0,2804725.0,2804755.0,2808124.0
ECK120009816,948,proVWX,1.0,2804599.0,Sigma70,2804588.0,2804593.0,2804566.0,2804571.0,2804599.0,2808124.0
